payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0005_pay_0001,cli_0005_inv_0001,2026-01-21,GBP,6364.43,card,settled
cli_0005_pay_0002,cli_0005_inv_0002,2026-03-04,GBP,9895.84,bank_transfer,settled
cli_0005_pay_0004,cli_0005_inv_0004,2026-01-22,GBP,10679.43,paypal,settled
cli_0005_pay_0005,cli_0005_inv_0005,2025-12-16,GBP,6396.32,bank_transfer,settled
cli_0005_pay_0006,cli_0005_inv_0006,2025-12-01,GBP,362.12,paypal,settled
cli_0005_pay_0008,cli_0005_inv_0008,2026-01-29,GBP,4381.98,paypal,settled
cli_0005_pay_0011,cli_0005_inv_0011,2026-01-27,GBP,1479.73,bank_transfer,settled
cli_0005_pay_0012,cli_0005_inv_0012,2026-02-26,GBP,1287.57,card,settled
cli_0005_pay_0014,cli_0005_inv_0014,2026-03-07,GBP,11976.97,bank_transfer,settled
cli_0005_pay_0015,cli_0005_inv_0015,2026-01-16,GBP,9147.14,bank_transfer,settled
cli_0005_pay_0017,cli_0005_inv_0017,2026-03-17,GBP,5644.72,paypal,settled
cli_0005_pay_0018,cli_0005_inv_0018,2025-12-21,GBP,8796.19,paypal,settled
cli_0005_pay_0021,cli_0005_inv_0021,2025-12-24,GBP,6174.11,upi,settled
cli_0005_pay_0022,cli_0005_inv_0022,2026-03-01,GBP,3918.88,card,settled
cli_0005_pay_0024,cli_0005_inv_0024,2026-03-16,GBP,746.79,upi,settled
cli_0005_pay_0025,cli_0005_inv_0025,2026-03-05,GBP,6980.26,paypal,settled
cli_0005_pay_0027,cli_0005_inv_0027,2025-12-24,GBP,11788.51,bank_transfer,settled
cli_0005_pay_0029,cli_0005_inv_0029,2026-02-25,GBP,8248.46,paypal,settled
cli_0005_pay_0030,cli_0005_inv_0030,2026-03-18,GBP,6410.56,card,settled
cli_0005_pay_0032,cli_0005_inv_0032,2026-02-13,GBP,9924.05,upi,settled
cli_0005_pay_0034,cli_0005_inv_0034,2026-01-01,GBP,6024.08,bank_transfer,settled
cli_0005_pay_0038,cli_0005_inv_0038,2025-12-04,GBP,6391.88,paypal,settled
cli_0005_pay_0041,cli_0005_inv_0041,2025-12-27,GBP,576.81,card,settled
cli_0005_pay_0042,cli_0005_inv_0042,2026-03-25,GBP,9969.65,bank_transfer,settled
cli_0005_pay_0043,cli_0005_inv_0043,2026-01-07,GBP,11864.2,card,settled
cli_0005_pay_0044,cli_0005_inv_0044,2026-02-09,GBP,1348.87,card,settled
cli_0005_pay_0046,cli_0005_inv_0046,2026-03-26,GBP,9015.71,upi,settled
cli_0005_pay_0047,cli_0005_inv_0047,2026-03-29,GBP,7872.74,paypal,settled
cli_0005_pay_0048,cli_0005_inv_0048,2026-03-29,GBP,9951.71,bank_transfer,settled
cli_0005_pay_0049,cli_0005_inv_0049,2026-02-08,GBP,3382.64,paypal,settled
cli_0005_pay_0051,cli_0005_inv_0051,2025-12-24,GBP,8219.79,paypal,settled
cli_0005_pay_0052,cli_0005_inv_0052,2026-04-12,GBP,4831.94,paypal,settled
cli_0005_pay_0053,cli_0005_inv_0053,2026-02-08,GBP,9918.03,bank_transfer,settled
cli_0005_pay_0054,cli_0005_inv_0054,2025-12-28,GBP,9398.7,card,settled
cli_0005_pay_0055,cli_0005_inv_0055,2026-03-19,GBP,6423.77,card,settled
cli_0005_pay_0056,cli_0005_inv_0056,2026-02-01,GBP,406.96,bank_transfer,settled
cli_0005_pay_0057,cli_0005_inv_0057,2026-02-19,GBP,4388.01,card,settled
cli_0005_pay_0059,cli_0005_inv_0059,2026-04-12,GBP,1110.49,card,settled
cli_0005_pay_0060,cli_0005_inv_0060,2026-02-24,GBP,10112.08,bank_transfer,settled
cli_0005_pay_0061,cli_0005_inv_0061,2026-04-04,GBP,7739.16,bank_transfer,settled
cli_0005_pay_0062,cli_0005_inv_0062,2026-01-04,GBP,6423.51,bank_transfer,settled
cli_0005_pay_0063,cli_0005_inv_0063,2026-02-18,GBP,11810.32,bank_transfer,settled
cli_0005_pay_0065,cli_0005_inv_0065,2025-12-20,GBP,7852.67,bank_transfer,settled
cli_0005_pay_0066,cli_0005_inv_0066,2026-04-23,GBP,10556.38,card,settled
cli_0005_pay_0067,cli_0005_inv_0067,2026-03-30,GBP,470.2,paypal,settled
cli_0005_pay_0068,cli_0005_inv_0068,2026-04-05,GBP,10382.96,upi,settled
