payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0016_pay_0001,cli_0016_inv_0001,2025-12-19,SGD,10955.08,bank_transfer,settled
cli_0016_pay_0002,cli_0016_inv_0002,2025-12-21,SGD,6297.88,bank_transfer,settled
cli_0016_pay_0003,cli_0016_inv_0003,2026-01-24,SGD,10194.32,paypal,settled
cli_0016_pay_0004,cli_0016_inv_0004,2026-03-22,SGD,11584.94,upi,settled
cli_0016_pay_0005,cli_0016_inv_0005,2026-04-19,SGD,7941.77,card,settled
cli_0016_pay_0006,cli_0016_inv_0006,2026-03-18,SGD,1022.41,upi,settled
cli_0016_pay_0007,cli_0016_inv_0007,2025-12-10,SGD,695.78,bank_transfer,settled
cli_0016_pay_0009,cli_0016_inv_0009,2026-04-15,SGD,3370.98,bank_transfer,settled
cli_0016_pay_0011,cli_0016_inv_0011,2026-04-04,SGD,8533.31,bank_transfer,settled
cli_0016_pay_0012,cli_0016_inv_0012,2026-02-18,SGD,11355.55,upi,settled
cli_0016_pay_0013,cli_0016_inv_0013,2025-12-01,SGD,7749.11,bank_transfer,settled
cli_0016_pay_0014,cli_0016_inv_0014,2026-04-22,SGD,9546.61,bank_transfer,settled
cli_0016_pay_0015,cli_0016_inv_0015,2026-03-29,SGD,2739.71,bank_transfer,settled
cli_0016_pay_0016,cli_0016_inv_0016,2026-01-14,SGD,6754.2,upi,settled
cli_0016_pay_0017,cli_0016_inv_0017,2026-02-08,SGD,10431.56,bank_transfer,settled
cli_0016_pay_0019,cli_0016_inv_0019,2026-01-05,SGD,7300.56,card,settled
cli_0016_pay_0020,cli_0016_inv_0020,2026-04-01,SGD,9962.11,bank_transfer,settled
cli_0016_pay_0022,cli_0016_inv_0022,2026-04-21,SGD,8680.48,paypal,settled
cli_0016_pay_0023,cli_0016_inv_0023,2025-12-28,SGD,4342.18,card,settled
cli_0016_pay_0024,cli_0016_inv_0024,2026-01-20,SGD,3342.65,paypal,settled
cli_0016_pay_0025,cli_0016_inv_0025,2026-02-02,SGD,10139.65,paypal,settled
cli_0016_pay_0028,cli_0016_inv_0028,2026-02-07,SGD,1268.49,card,settled
cli_0016_pay_0030,cli_0016_inv_0030,2026-03-15,SGD,8605.54,card,settled
cli_0016_pay_0031,cli_0016_inv_0031,2026-02-10,SGD,10549.84,card,settled
cli_0016_pay_0032,cli_0016_inv_0032,2025-12-12,SGD,4451.12,upi,settled
cli_0016_pay_0033,cli_0016_inv_0033,2026-01-26,SGD,7150.26,paypal,settled
cli_0016_pay_0034,cli_0016_inv_0034,2026-03-05,SGD,274.74,bank_transfer,settled
cli_0016_pay_0035,cli_0016_inv_0035,2026-01-22,SGD,8622.47,paypal,settled
