payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0011_pay_0001,cli_0011_inv_0001,2026-02-16,AED,4402.48,upi,settled
cli_0011_pay_0002,cli_0011_inv_0002,2026-03-07,AED,10405.93,paypal,settled
cli_0011_pay_0003,cli_0011_inv_0003,2025-12-27,AED,9881.13,paypal,settled
cli_0011_pay_0005,cli_0011_inv_0005,2026-04-01,AED,10593.27,card,settled
cli_0011_pay_0006,cli_0011_inv_0006,2026-03-09,AED,10571.18,upi,settled
cli_0011_pay_0008,cli_0011_inv_0008,2026-03-13,AED,9748.41,bank_transfer,settled
cli_0011_pay_0012,cli_0011_inv_0012,2026-04-03,AED,1942.7,upi,settled
cli_0011_pay_0013,cli_0011_inv_0013,2026-03-25,AED,1957.82,card,settled
cli_0011_pay_0014,cli_0011_inv_0014,2025-12-13,AED,3544.29,upi,settled
cli_0011_pay_0015,cli_0011_inv_0015,2026-02-17,AED,1398.23,paypal,settled
cli_0011_pay_0017,cli_0011_inv_0017,2026-01-02,AED,10426.29,paypal,settled
cli_0011_pay_0018,cli_0011_inv_0018,2025-11-26,AED,978.6,card,settled
cli_0011_pay_0019,cli_0011_inv_0019,2026-03-23,AED,4050.41,card,settled
cli_0011_pay_0020,cli_0011_inv_0020,2026-04-09,AED,3742.9,bank_transfer,settled
cli_0011_pay_0021,cli_0011_inv_0021,2026-03-23,AED,8290.32,bank_transfer,settled
cli_0011_pay_0022,cli_0011_inv_0022,2026-01-24,AED,11231.98,paypal,settled
cli_0011_pay_0024,cli_0011_inv_0024,2026-04-15,AED,3310.71,bank_transfer,settled
cli_0011_pay_0027,cli_0011_inv_0027,2025-12-07,AED,9494.74,bank_transfer,settled
cli_0011_pay_0029,cli_0011_inv_0029,2026-03-23,AED,4360.37,upi,settled
cli_0011_pay_0032,cli_0011_inv_0032,2026-02-16,AED,3131.31,card,settled
cli_0011_pay_0033,cli_0011_inv_0033,2026-01-29,AED,7654.11,upi,settled
cli_0011_pay_0034,cli_0011_inv_0034,2026-02-25,AED,9945.1,card,settled
cli_0011_pay_0036,cli_0011_inv_0036,2025-12-20,AED,8077.14,card,settled
cli_0011_pay_0038,cli_0011_inv_0038,2026-01-22,AED,6812.71,upi,settled
cli_0011_pay_0040,cli_0011_inv_0040,2025-12-10,AED,5126.64,card,settled
cli_0011_pay_0041,cli_0011_inv_0041,2026-03-28,AED,1313.16,upi,settled
cli_0011_pay_0043,cli_0011_inv_0043,2026-04-05,AED,5810.48,card,settled
cli_0011_pay_0044,cli_0011_inv_0044,2026-04-17,AED,11114.4,card,settled
cli_0011_pay_0045,cli_0011_inv_0045,2026-02-18,AED,1089.49,bank_transfer,settled
cli_0011_pay_0047,cli_0011_inv_0047,2025-12-05,AED,8116.57,upi,settled
cli_0011_pay_0048,cli_0011_inv_0048,2026-03-03,AED,681.75,bank_transfer,settled
cli_0011_pay_0049,cli_0011_inv_0049,2025-12-07,AED,10962.55,upi,settled
cli_0011_pay_0051,cli_0011_inv_0051,2025-12-02,AED,9700.59,bank_transfer,settled
cli_0011_pay_0052,cli_0011_inv_0052,2025-12-07,AED,9191.01,paypal,settled
cli_0011_pay_0053,cli_0011_inv_0053,2025-12-19,AED,7796.58,upi,settled
cli_0011_pay_0054,cli_0011_inv_0054,2025-12-10,AED,9341.64,upi,settled
cli_0011_pay_0055,cli_0011_inv_0055,2026-03-21,AED,10906.57,paypal,settled
cli_0011_pay_0058,cli_0011_inv_0058,2026-04-11,AED,11124.31,paypal,settled
cli_0011_pay_0059,cli_0011_inv_0059,2026-02-06,AED,6118.18,upi,settled
