date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,referral,Urban Works Prospecting,D,661.28,1502762,81911,3605,0.0545,0.01,0.18,active
2026-02-24,tiktok_ads,Urban Works Offer,D,847.47,1141972,59676,3705,0.0523,0.01,0.23,active
2026-02-24,meta_ads,Urban Works Brand,A,947.35,2350947,71234,2191,0.0303,0.01,0.43,learning
2026-02-24,organic,Urban Works Retargeting,B,742.56,1577004,19202,1648,0.0122,0.04,0.45,active
2026-02-25,referral,Urban Works Retargeting,C,900.53,1207469,79794,8601,0.0661,0.01,0.1,active
2026-02-25,tiktok_ads,Urban Works Retargeting,B,652.46,1537761,56754,5927,0.0369,0.01,0.11,active
2026-02-25,meta_ads,Urban Works Brand,D,513.2,698119,9877,863,0.0141,0.05,0.59,active
2026-02-25,organic,Urban Works Launch,A,1127.45,2692322,156078,11026,0.058,0.01,0.1,active
2026-02-26,referral,Urban Works Retargeting,D,956.57,1066667,39298,1475,0.0368,0.02,0.65,active
2026-02-26,tiktok_ads,Urban Works Retargeting,A,970.69,1743852,96422,2171,0.0553,0.01,0.45,active
2026-02-26,meta_ads,Urban Works Launch,C,835.76,1861888,91331,7446,0.0491,0.01,0.11,active
2026-02-26,organic,Urban Works Retargeting,A,888.26,2007788,134291,13861,0.0669,0.01,0.06,limited
2026-02-27,referral,Urban Works Launch,B,1004.24,912755,15438,450,0.0169,0.07,2.23,active
2026-02-27,tiktok_ads,Urban Works Brand,D,698.02,1067068,36572,1692,0.0343,0.02,0.41,active
2026-02-27,meta_ads,Urban Works Offer,C,452.01,667558,9073,212,0.0136,0.05,2.13,active
2026-02-27,organic,Urban Works Launch,D,647.42,1027091,29506,774,0.0287,0.02,0.84,active
2026-02-28,referral,Urban Works Retargeting,C,810.06,1894340,51516,2404,0.0272,0.02,0.34,paused
2026-02-28,tiktok_ads,Urban Works Brand,B,637.97,609268,15645,1051,0.0257,0.04,0.61,active
2026-02-28,meta_ads,Urban Works Retargeting,C,468.63,1128269,25399,1485,0.0225,0.02,0.32,paused
2026-02-28,organic,Urban Works Retargeting,A,1195.6,978295,63707,7071,0.0651,0.02,0.17,learning
2026-03-01,referral,Urban Works Retargeting,A,468.45,824224,44853,3846,0.0544,0.01,0.12,limited
2026-03-01,tiktok_ads,Urban Works Retargeting,D,1065.98,2106531,102397,6637,0.0486,0.01,0.16,paused
2026-03-01,meta_ads,Urban Works Launch,D,826.76,697645,28632,2016,0.041,0.03,0.41,learning
2026-03-01,organic,Urban Works Launch,C,837.4,1094938,66616,2398,0.0608,0.01,0.35,active
2026-03-02,referral,Urban Works Prospecting,A,924.53,1544048,95440,2082,0.0618,0.01,0.44,active
2026-03-02,tiktok_ads,Urban Works Prospecting,C,1148.01,1187933,56750,1125,0.0478,0.02,1.02,active
2026-03-02,meta_ads,Urban Works Retargeting,D,842.31,1242806,85172,2334,0.0685,0.01,0.36,active
2026-03-02,organic,Urban Works Brand,C,1061.22,1271844,29996,1317,0.0236,0.04,0.81,paused
2026-03-03,referral,Urban Works Offer,B,885.38,1229170,46168,5035,0.0376,0.02,0.18,active
2026-03-03,tiktok_ads,Urban Works Offer,D,500.32,957000,65935,1993,0.0689,0.01,0.25,learning
2026-03-03,meta_ads,Urban Works Offer,D,952.97,1070540,44274,3429,0.0414,0.02,0.28,active
2026-03-03,organic,Urban Works Launch,B,816.65,1852327,62551,2726,0.0338,0.01,0.3,active
2026-03-04,referral,Urban Works Prospecting,D,759.79,1198305,63268,5534,0.0528,0.01,0.14,active
2026-03-04,tiktok_ads,Urban Works Brand,C,965.03,1899064,93674,1590,0.0493,0.01,0.61,learning
2026-03-04,meta_ads,Urban Works Offer,C,769.76,1569510,101866,11000,0.0649,0.01,0.07,active
2026-03-04,organic,Urban Works Brand,B,423.25,601370,7653,831,0.0127,0.06,0.51,learning
2026-03-05,referral,Urban Works Retargeting,B,1063.36,2120751,31678,3607,0.0149,0.03,0.29,active
2026-03-05,tiktok_ads,Urban Works Offer,D,1207.63,986043,60320,1834,0.0612,0.02,0.66,active
2026-03-05,meta_ads,Urban Works Retargeting,C,1175.88,2272324,124302,13524,0.0547,0.01,0.09,active
2026-03-05,organic,Urban Works Offer,D,994.18,1412981,59181,1012,0.0419,0.02,0.98,learning
2026-03-06,referral,Urban Works Retargeting,B,586.14,910368,18296,1987,0.0201,0.03,0.29,paused
2026-03-06,tiktok_ads,Urban Works Prospecting,B,1057.57,1944228,124563,5310,0.0641,0.01,0.2,limited
2026-03-06,meta_ads,Urban Works Offer,A,1128.44,2199088,67137,3805,0.0305,0.02,0.3,active
2026-03-06,organic,Urban Works Brand,B,1126.31,1359154,28331,2276,0.0208,0.04,0.49,active
2026-03-07,referral,Urban Works Brand,C,949.91,779494,36352,2456,0.0466,0.03,0.39,limited
2026-03-07,tiktok_ads,Urban Works Prospecting,C,635.68,1159893,15355,1822,0.0132,0.04,0.35,active
2026-03-07,meta_ads,Urban Works Retargeting,B,785.97,1077697,45406,2739,0.0421,0.02,0.29,active
2026-03-07,organic,Urban Works Brand,C,902.88,1492192,86053,1605,0.0577,0.01,0.56,paused
2026-03-08,referral,Urban Works Brand,D,1014.25,2199964,46326,716,0.0211,0.02,1.42,active
2026-03-08,tiktok_ads,Urban Works Launch,D,1054.9,2601334,80926,3449,0.0311,0.01,0.31,active
2026-03-08,meta_ads,Urban Works Prospecting,D,833.76,1218721,83466,8285,0.0685,0.01,0.1,learning
2026-03-08,organic,Urban Works Brand,B,658.43,1022334,55953,1642,0.0547,0.01,0.4,active
2026-03-09,referral,Urban Works Brand,D,882.82,1908862,69959,2635,0.0366,0.01,0.34,active
2026-03-09,tiktok_ads,Urban Works Launch,C,997.6,1606515,103858,5169,0.0646,0.01,0.19,active
2026-03-09,meta_ads,Urban Works Brand,B,818.35,1275234,79627,6435,0.0624,0.01,0.13,learning
2026-03-09,organic,Urban Works Launch,A,704.86,608881,41268,3163,0.0678,0.02,0.22,learning
2026-03-10,referral,Urban Works Prospecting,D,869.88,905872,20734,1153,0.0229,0.04,0.75,limited
2026-03-10,tiktok_ads,Urban Works Launch,B,920.82,1608400,29905,2141,0.0186,0.03,0.43,active
2026-03-10,meta_ads,Urban Works Offer,C,933.48,1735790,66508,3502,0.0383,0.01,0.27,active
2026-03-10,organic,Urban Works Brand,C,813.87,1645477,36039,764,0.0219,0.02,1.07,active
2026-03-11,referral,Urban Works Offer,D,640.47,790467,49121,5148,0.0621,0.01,0.12,active
2026-03-11,tiktok_ads,Urban Works Prospecting,C,1290.93,1296993,57842,3173,0.0446,0.02,0.41,paused
2026-03-11,meta_ads,Urban Works Brand,D,697.32,1474596,85291,7533,0.0578,0.01,0.09,paused
2026-03-11,organic,Urban Works Launch,C,616.18,1432300,34883,389,0.0244,0.02,1.58,active
2026-03-12,referral,Urban Works Prospecting,D,945.54,847516,58972,1782,0.0696,0.02,0.53,learning
2026-03-12,tiktok_ads,Urban Works Brand,D,1149.75,1909759,90511,3632,0.0474,0.01,0.32,active
2026-03-12,meta_ads,Urban Works Launch,B,876.53,830853,23398,515,0.0282,0.04,1.7,active
2026-03-12,organic,Urban Works Brand,B,611.53,1283789,40071,4316,0.0312,0.02,0.14,paused
2026-03-13,referral,Urban Works Brand,D,956.05,1692388,66817,5970,0.0395,0.01,0.16,paused
2026-03-13,tiktok_ads,Urban Works Prospecting,A,652.27,618458,40648,606,0.0657,0.02,1.08,learning
2026-03-13,meta_ads,Urban Works Offer,D,815.57,2018148,119285,6415,0.0591,0.01,0.13,learning
2026-03-13,organic,Urban Works Brand,D,610.55,991977,16923,1312,0.0171,0.04,0.47,active
2026-03-14,referral,Urban Works Prospecting,C,939.93,1997756,93009,6823,0.0466,0.01,0.14,active
2026-03-14,tiktok_ads,Urban Works Launch,C,936.25,1721115,87134,3416,0.0506,0.01,0.27,active
2026-03-14,meta_ads,Urban Works Retargeting,A,500.98,556372,23994,2481,0.0431,0.02,0.2,active
2026-03-14,organic,Urban Works Prospecting,D,674.64,1330513,80609,9200,0.0606,0.01,0.07,active
2026-03-15,referral,Urban Works Prospecting,D,788.69,1660667,90089,7912,0.0542,0.01,0.1,active
2026-03-15,tiktok_ads,Urban Works Launch,D,1042.56,2605474,26567,1944,0.0102,0.04,0.54,active
2026-03-15,meta_ads,Urban Works Offer,D,899.92,1706353,86583,10344,0.0507,0.01,0.09,active
2026-03-15,organic,Urban Works Retargeting,C,1065.51,1484195,84123,9135,0.0567,0.01,0.12,limited
2026-03-16,referral,Urban Works Brand,C,949.09,963014,32216,3264,0.0335,0.03,0.29,active
2026-03-16,tiktok_ads,Urban Works Brand,B,589.0,1143891,16914,456,0.0148,0.03,1.29,active
2026-03-16,meta_ads,Urban Works Retargeting,C,1006.79,1736696,81135,5430,0.0467,0.01,0.19,paused
2026-03-16,organic,Urban Works Prospecting,D,1063.31,1069289,33715,639,0.0315,0.03,1.66,active
2026-03-17,referral,Urban Works Launch,C,1112.98,1573498,91805,5664,0.0583,0.01,0.2,active
2026-03-17,tiktok_ads,Urban Works Prospecting,A,670.63,1398444,61000,2998,0.0436,0.01,0.22,active
2026-03-17,meta_ads,Urban Works Retargeting,B,939.83,1738260,37298,3666,0.0215,0.03,0.26,active
2026-03-17,organic,Urban Works Offer,D,1055.87,1387102,86077,1532,0.0621,0.01,0.69,learning
2026-03-18,referral,Urban Works Offer,A,737.73,1545734,71696,2205,0.0464,0.01,0.33,limited
2026-03-18,tiktok_ads,Urban Works Brand,B,985.03,1440714,46200,4538,0.0321,0.02,0.22,paused
2026-03-18,meta_ads,Urban Works Launch,C,708.79,1590602,18624,1386,0.0117,0.04,0.51,active
2026-03-18,organic,Urban Works Offer,A,875.62,1136388,45524,1774,0.0401,0.02,0.49,learning
2026-03-19,referral,Urban Works Launch,A,835.5,1587076,95268,4862,0.06,0.01,0.17,active
2026-03-19,tiktok_ads,Urban Works Retargeting,D,749.76,890054,51410,2270,0.0578,0.01,0.33,learning
