order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0015_ord_00001,2026-04-24,705994005b73,membership,EUR,584.19,15,direct,paid,upi
cli_0015_ord_00002,2026-01-22,6391b7476c53,service retainer,EUR,880.55,20,organic,paid,upi
cli_0015_ord_00003,2025-11-06,36eb4d3e4974,starter plan,EUR,908.09,5,direct,paid,upi
cli_0015_ord_00004,2025-11-27,5652c9f0abf0,service retainer,EUR,1572.36,0,tiktok_ads,refunded,upi
cli_0015_ord_00005,2026-03-11,4a09b6046efc,service retainer,EUR,1593.14,20,direct,paid,card
cli_0015_ord_00006,2026-04-18,fa54c1d548af,pro plan,EUR,1408.49,5,referral,paid,paypal
cli_0015_ord_00007,2025-11-13,93de1714f10e,audit package,EUR,832.59,20,direct,paid,paypal
cli_0015_ord_00008,2025-11-09,9bbd8cbd921e,premium bundle,EUR,2412.16,0,linkedin_ads,paid,bank_transfer
cli_0015_ord_00009,2025-12-05,d3d5a92e7658,service retainer,EUR,1184.04,15,organic,paid,upi
cli_0015_ord_00010,2026-04-23,23e85bc445f1,premium bundle,EUR,2445.31,5,organic,paid,wallet
cli_0015_ord_00011,2025-10-31,a608c704af21,starter plan,EUR,520.09,20,direct,paid,card
cli_0015_ord_00012,2026-01-08,145ab3c50488,pro plan,EUR,121.91,15,referral,paid,paypal
cli_0015_ord_00013,2025-11-27,b7313f56400f,premium bundle,EUR,391.42,25,referral,paid,card
cli_0015_ord_00014,2026-04-18,dab20a39cd17,audit package,EUR,1737.59,5,referral,paid,bank_transfer
cli_0015_ord_00015,2026-04-24,89908789652a,starter plan,EUR,2229.77,5,organic,paid,bank_transfer
cli_0015_ord_00016,2025-12-25,7fed3640a847,starter plan,EUR,1352.71,15,organic,refunded,card
cli_0015_ord_00017,2025-12-05,7ee3e570dc77,pro plan,EUR,1978.24,0,organic,paid,upi
cli_0015_ord_00018,2026-02-16,cf5be3a4b66a,audit package,EUR,1283.69,20,linkedin_ads,paid,upi
cli_0015_ord_00019,2025-11-11,3aa6108e6d3b,membership,EUR,2323.22,25,tiktok_ads,refunded,card
cli_0015_ord_00020,2026-03-30,55e003348b17,premium bundle,EUR,1655.99,0,referral,pending,card
cli_0015_ord_00021,2026-04-01,1614e429350a,annual subscription,EUR,454.24,10,organic,refunded,bank_transfer
cli_0015_ord_00022,2026-01-24,b22e11c17ea4,starter plan,EUR,2178.16,0,direct,paid,wallet
cli_0015_ord_00023,2026-04-19,8255cb4dd66a,audit package,EUR,1974.94,15,organic,pending,bank_transfer
cli_0015_ord_00024,2025-12-29,e55300562962,membership,EUR,1278.29,20,direct,paid,upi
cli_0015_ord_00025,2026-04-01,9d7bb6beeafe,pro plan,EUR,1580.14,5,linkedin_ads,paid,upi
cli_0015_ord_00026,2026-01-06,0fcc2be18175,pro plan,EUR,169.02,5,direct,paid,bank_transfer
cli_0015_ord_00027,2026-03-16,5dc0d08b7512,starter plan,EUR,1150.2,0,linkedin_ads,paid,paypal
cli_0015_ord_00028,2026-04-23,c509c630a332,premium bundle,EUR,2200.82,20,direct,paid,card
cli_0015_ord_00029,2026-01-23,f523469f84a9,premium bundle,EUR,1231.95,0,linkedin_ads,paid,wallet
cli_0015_ord_00030,2025-11-12,8321e08f2838,service retainer,EUR,1319.85,5,linkedin_ads,paid,card
cli_0015_ord_00031,2026-01-01,772af85f913d,pro plan,EUR,480.39,10,tiktok_ads,paid,card
cli_0015_ord_00032,2026-02-06,2dfc6f88537a,membership,EUR,2023.44,20,direct,paid,card
cli_0015_ord_00033,2026-01-09,d0cebfc11515,premium bundle,EUR,765.8,25,linkedin_ads,paid,bank_transfer
cli_0015_ord_00034,2026-01-02,89339da9b35c,premium bundle,EUR,1783.65,5,tiktok_ads,pending,card
cli_0015_ord_00035,2026-02-26,38145d279abf,membership,EUR,1009.04,25,linkedin_ads,refunded,card
cli_0015_ord_00036,2025-11-06,8c0f714cd48f,service retainer,EUR,325.43,25,tiktok_ads,paid,card
cli_0015_ord_00037,2026-04-19,764e6ac05347,annual subscription,EUR,76.76,20,direct,paid,upi
cli_0015_ord_00038,2025-11-15,83dedd2c91c9,service retainer,EUR,116.59,5,tiktok_ads,paid,upi
cli_0015_ord_00039,2025-10-26,c3616a29ae31,starter plan,EUR,221.0,15,organic,paid,paypal
