payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0019_pay_0001,cli_0019_inv_0001,2025-12-25,AUD,10607.82,card,settled
cli_0019_pay_0003,cli_0019_inv_0003,2026-03-21,AUD,10506.07,bank_transfer,settled
cli_0019_pay_0007,cli_0019_inv_0007,2026-04-15,AUD,4696.53,upi,settled
cli_0019_pay_0008,cli_0019_inv_0008,2026-04-17,AUD,10704.51,upi,settled
cli_0019_pay_0009,cli_0019_inv_0009,2026-04-17,AUD,1532.19,bank_transfer,settled
cli_0019_pay_0010,cli_0019_inv_0010,2026-03-26,AUD,2552.75,card,settled
cli_0019_pay_0011,cli_0019_inv_0011,2026-04-12,AUD,1378.04,upi,settled
cli_0019_pay_0012,cli_0019_inv_0012,2026-02-21,AUD,10720.08,card,settled
cli_0019_pay_0013,cli_0019_inv_0013,2026-04-08,AUD,5146.57,bank_transfer,settled
cli_0019_pay_0015,cli_0019_inv_0015,2026-02-06,AUD,3880.0,paypal,settled
cli_0019_pay_0017,cli_0019_inv_0017,2026-02-04,AUD,5434.99,upi,settled
cli_0019_pay_0018,cli_0019_inv_0018,2025-12-16,AUD,9764.65,upi,settled
cli_0019_pay_0019,cli_0019_inv_0019,2026-04-06,AUD,6189.99,card,settled
cli_0019_pay_0020,cli_0019_inv_0020,2026-02-01,AUD,7330.2,paypal,settled
cli_0019_pay_0021,cli_0019_inv_0021,2026-02-28,AUD,9560.84,upi,settled
cli_0019_pay_0023,cli_0019_inv_0023,2026-03-18,AUD,5355.09,upi,settled
cli_0019_pay_0024,cli_0019_inv_0024,2026-02-02,AUD,3351.21,paypal,settled
cli_0019_pay_0025,cli_0019_inv_0025,2025-12-06,AUD,6832.12,upi,settled
cli_0019_pay_0026,cli_0019_inv_0026,2025-12-12,AUD,538.97,card,settled
cli_0019_pay_0027,cli_0019_inv_0027,2026-03-02,AUD,11230.11,upi,settled
cli_0019_pay_0029,cli_0019_inv_0029,2026-01-18,AUD,4720.86,card,settled
cli_0019_pay_0030,cli_0019_inv_0030,2026-03-16,AUD,4506.7,bank_transfer,settled
cli_0019_pay_0032,cli_0019_inv_0032,2025-11-25,AUD,11438.88,bank_transfer,settled
cli_0019_pay_0035,cli_0019_inv_0035,2026-03-24,AUD,6797.56,upi,settled
cli_0019_pay_0036,cli_0019_inv_0036,2025-12-03,AUD,3318.49,bank_transfer,settled
cli_0019_pay_0037,cli_0019_inv_0037,2025-11-27,AUD,9824.24,bank_transfer,settled
cli_0019_pay_0038,cli_0019_inv_0038,2026-02-26,AUD,10704.73,bank_transfer,settled
cli_0019_pay_0040,cli_0019_inv_0040,2026-03-04,AUD,7286.33,bank_transfer,settled
cli_0019_pay_0042,cli_0019_inv_0042,2025-12-28,AUD,1563.17,bank_transfer,settled
cli_0019_pay_0043,cli_0019_inv_0043,2026-04-21,AUD,10453.54,upi,settled
cli_0019_pay_0045,cli_0019_inv_0045,2025-12-28,AUD,9342.43,upi,settled
cli_0019_pay_0046,cli_0019_inv_0046,2026-02-14,AUD,6620.05,bank_transfer,settled
cli_0019_pay_0048,cli_0019_inv_0048,2026-03-22,AUD,489.98,upi,settled
cli_0019_pay_0049,cli_0019_inv_0049,2026-02-25,AUD,4195.51,card,settled
cli_0019_pay_0052,cli_0019_inv_0052,2026-01-17,AUD,880.93,paypal,settled
cli_0019_pay_0053,cli_0019_inv_0053,2026-01-26,AUD,3073.96,upi,settled
cli_0019_pay_0054,cli_0019_inv_0054,2026-03-28,AUD,11619.37,card,settled
cli_0019_pay_0055,cli_0019_inv_0055,2025-12-28,AUD,1323.58,card,settled
cli_0019_pay_0056,cli_0019_inv_0056,2026-02-13,AUD,2563.01,paypal,settled
cli_0019_pay_0057,cli_0019_inv_0057,2025-12-23,AUD,1342.98,card,settled
cli_0019_pay_0058,cli_0019_inv_0058,2026-04-23,AUD,9812.65,bank_transfer,settled
cli_0019_pay_0061,cli_0019_inv_0061,2026-04-07,AUD,10435.16,paypal,settled
cli_0019_pay_0062,cli_0019_inv_0062,2026-01-08,AUD,8491.3,upi,settled
cli_0019_pay_0063,cli_0019_inv_0063,2026-02-02,AUD,3174.0,upi,settled
cli_0019_pay_0065,cli_0019_inv_0065,2026-03-07,AUD,6838.93,paypal,settled
cli_0019_pay_0066,cli_0019_inv_0066,2026-03-16,AUD,5462.57,upi,settled
cli_0019_pay_0067,cli_0019_inv_0067,2026-03-08,AUD,5039.33,bank_transfer,settled
cli_0019_pay_0068,cli_0019_inv_0068,2026-04-16,AUD,11059.87,card,settled
cli_0019_pay_0069,cli_0019_inv_0069,2025-12-15,AUD,7897.55,bank_transfer,settled
cli_0019_pay_0070,cli_0019_inv_0070,2026-01-23,AUD,11711.18,upi,settled
cli_0019_pay_0072,cli_0019_inv_0072,2026-02-13,AUD,10983.91,bank_transfer,settled
cli_0019_pay_0073,cli_0019_inv_0073,2026-01-13,AUD,7132.79,paypal,settled
