date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,meta_ads,Nova Finance Prospecting,D,374.1,562561,33667,461,0.0598,0.01,0.81,active
2026-02-24,linkedin_ads,Nova Finance Launch,A,479.07,719052,16857,1252,0.0234,0.03,0.38,active
2026-02-24,google_ads,Nova Finance Launch,D,410.47,597435,29408,3085,0.0492,0.01,0.13,active
2026-02-25,meta_ads,Nova Finance Launch,D,357.52,797222,52487,2922,0.0658,0.01,0.12,active
2026-02-25,linkedin_ads,Nova Finance Brand,D,374.02,352174,17885,394,0.0508,0.02,0.95,active
2026-02-25,google_ads,Nova Finance Brand,C,340.87,376526,5108,334,0.0136,0.07,1.02,paused
2026-02-26,meta_ads,Nova Finance Prospecting,D,328.91,738723,38146,1910,0.0516,0.01,0.17,active
2026-02-26,linkedin_ads,Nova Finance Brand,C,497.04,1113115,62206,4150,0.0559,0.01,0.12,active
2026-02-26,google_ads,Nova Finance Brand,D,398.99,979375,45458,3271,0.0464,0.01,0.12,active
2026-02-27,meta_ads,Nova Finance Offer,D,348.69,458542,5291,89,0.0115,0.07,3.92,active
2026-02-27,linkedin_ads,Nova Finance Prospecting,D,478.95,417103,8539,288,0.0205,0.06,1.66,limited
2026-02-27,google_ads,Nova Finance Offer,D,411.06,703455,27937,834,0.0397,0.01,0.49,learning
2026-02-28,meta_ads,Nova Finance Offer,C,535.34,760989,19601,752,0.0258,0.03,0.71,active
2026-02-28,linkedin_ads,Nova Finance Brand,B,364.94,673651,36174,1979,0.0537,0.01,0.18,learning
2026-02-28,google_ads,Nova Finance Prospecting,D,303.13,542050,8464,604,0.0156,0.04,0.5,paused
2026-03-01,meta_ads,Nova Finance Brand,A,415.65,746541,33088,635,0.0443,0.01,0.65,active
2026-03-01,linkedin_ads,Nova Finance Retargeting,A,346.2,538406,11435,628,0.0212,0.03,0.55,limited
2026-03-01,google_ads,Nova Finance Retargeting,B,292.36,417678,25293,1475,0.0606,0.01,0.2,paused
2026-03-02,meta_ads,Nova Finance Launch,C,341.29,831188,23024,589,0.0277,0.01,0.58,active
2026-03-02,linkedin_ads,Nova Finance Launch,C,304.27,387824,17495,1262,0.0451,0.02,0.24,active
2026-03-02,google_ads,Nova Finance Brand,B,285.31,429600,7891,459,0.0184,0.04,0.62,active
2026-03-03,meta_ads,Nova Finance Retargeting,C,339.75,754468,44013,2385,0.0583,0.01,0.14,active
2026-03-03,linkedin_ads,Nova Finance Brand,B,281.14,381321,17160,1190,0.045,0.02,0.24,active
2026-03-03,google_ads,Nova Finance Prospecting,D,486.61,1162823,71354,8149,0.0614,0.01,0.06,active
2026-03-04,meta_ads,Nova Finance Retargeting,A,264.68,531963,22306,1598,0.0419,0.01,0.17,active
2026-03-04,linkedin_ads,Nova Finance Retargeting,D,346.44,607596,26336,1772,0.0433,0.01,0.2,active
2026-03-04,google_ads,Nova Finance Prospecting,B,415.97,986130,66727,1845,0.0677,0.01,0.23,active
2026-03-05,meta_ads,Nova Finance Retargeting,A,373.78,508371,5535,174,0.0109,0.07,2.15,learning
2026-03-05,linkedin_ads,Nova Finance Brand,B,452.79,1090997,14342,1621,0.0131,0.03,0.28,active
2026-03-05,google_ads,Nova Finance Retargeting,A,419.46,787010,9667,1078,0.0123,0.04,0.39,learning
2026-03-06,meta_ads,Nova Finance Offer,C,344.7,305308,7131,664,0.0234,0.05,0.52,active
2026-03-06,linkedin_ads,Nova Finance Retargeting,A,430.64,1012519,56105,4433,0.0554,0.01,0.1,learning
2026-03-06,google_ads,Nova Finance Retargeting,B,384.72,342302,16322,1224,0.0477,0.02,0.31,limited
2026-03-07,meta_ads,Nova Finance Retargeting,C,531.66,1229445,58630,904,0.0477,0.01,0.59,limited
2026-03-07,linkedin_ads,Nova Finance Launch,A,267.45,503630,26001,2309,0.0516,0.01,0.12,active
2026-03-07,google_ads,Nova Finance Offer,B,228.51,443862,15777,873,0.0355,0.01,0.26,active
2026-03-08,meta_ads,Nova Finance Prospecting,C,400.34,677005,42545,2471,0.0628,0.01,0.16,active
2026-03-08,linkedin_ads,Nova Finance Brand,D,375.76,528561,31232,3349,0.0591,0.01,0.11,learning
2026-03-08,google_ads,Nova Finance Offer,D,350.4,752453,12258,335,0.0163,0.03,1.05,limited
2026-03-09,meta_ads,Nova Finance Retargeting,D,461.55,743745,23866,1732,0.0321,0.02,0.27,active
2026-03-09,linkedin_ads,Nova Finance Retargeting,B,516.56,523522,21770,2118,0.0416,0.02,0.24,active
2026-03-09,google_ads,Nova Finance Retargeting,A,429.99,624593,25596,2264,0.041,0.02,0.19,paused
2026-03-10,meta_ads,Nova Finance Prospecting,C,402.22,441501,8510,987,0.0193,0.05,0.41,paused
2026-03-10,linkedin_ads,Nova Finance Offer,C,413.82,875999,53385,6170,0.0609,0.01,0.07,active
2026-03-10,google_ads,Nova Finance Brand,D,234.89,556607,8233,275,0.0148,0.03,0.85,paused
2026-03-11,meta_ads,Nova Finance Offer,A,397.93,323741,14203,1701,0.0439,0.03,0.23,learning
2026-03-11,linkedin_ads,Nova Finance Offer,D,499.26,465703,12784,678,0.0275,0.04,0.74,active
2026-03-11,google_ads,Nova Finance Brand,B,467.93,1066397,31694,1359,0.0297,0.01,0.34,learning
2026-03-12,meta_ads,Nova Finance Prospecting,A,363.15,429805,12693,1249,0.0295,0.03,0.29,active
2026-03-12,linkedin_ads,Nova Finance Prospecting,A,460.08,515060,21537,1287,0.0418,0.02,0.36,active
2026-03-12,google_ads,Nova Finance Brand,D,253.28,395916,20583,2354,0.052,0.01,0.11,active
2026-03-13,meta_ads,Nova Finance Offer,C,391.55,701792,23801,914,0.0339,0.02,0.43,active
2026-03-13,linkedin_ads,Nova Finance Retargeting,B,512.77,898931,61732,6154,0.0687,0.01,0.08,learning
2026-03-13,google_ads,Nova Finance Brand,D,388.22,603950,18375,271,0.0304,0.02,1.43,active
2026-03-14,meta_ads,Nova Finance Offer,C,313.98,548120,31594,2153,0.0576,0.01,0.15,learning
2026-03-14,linkedin_ads,Nova Finance Retargeting,C,443.82,855841,16246,588,0.019,0.03,0.75,learning
2026-03-14,google_ads,Nova Finance Prospecting,C,358.25,886289,49828,5865,0.0562,0.01,0.06,active
2026-03-15,meta_ads,Nova Finance Brand,C,202.66,164495,7768,133,0.0472,0.03,1.52,active
2026-03-15,linkedin_ads,Nova Finance Launch,C,439.33,669901,33434,3255,0.0499,0.01,0.13,active
2026-03-15,google_ads,Nova Finance Retargeting,D,346.99,376272,8698,474,0.0231,0.04,0.73,active
2026-03-16,meta_ads,Nova Finance Retargeting,B,202.75,430879,26224,334,0.0609,0.01,0.61,limited
2026-03-16,linkedin_ads,Nova Finance Offer,B,420.85,648795,26256,2621,0.0405,0.02,0.16,limited
2026-03-16,google_ads,Nova Finance Prospecting,C,367.27,677417,9819,247,0.0145,0.04,1.49,learning
2026-03-17,meta_ads,Nova Finance Brand,B,352.51,624704,31035,2837,0.0497,0.01,0.12,active
2026-03-17,linkedin_ads,Nova Finance Prospecting,D,339.49,601144,16165,280,0.0269,0.02,1.21,active
2026-03-17,google_ads,Nova Finance Brand,D,366.43,897852,11082,391,0.0123,0.03,0.94,active
2026-03-18,meta_ads,Nova Finance Retargeting,B,391.82,905074,23292,1459,0.0257,0.02,0.27,active
2026-03-18,linkedin_ads,Nova Finance Offer,A,346.34,747833,47537,1847,0.0636,0.01,0.19,active
2026-03-18,google_ads,Nova Finance Brand,D,393.46,934561,58456,6365,0.0625,0.01,0.06,active
2026-03-19,meta_ads,Nova Finance Launch,B,418.47,994345,45685,1354,0.0459,0.01,0.31,learning
2026-03-19,linkedin_ads,Nova Finance Brand,A,466.51,671112,17733,280,0.0264,0.03,1.67,paused
2026-03-19,google_ads,Nova Finance Prospecting,D,308.2,594707,35831,3425,0.0602,0.01,0.09,limited
2026-03-20,meta_ads,Nova Finance Offer,A,386.21,311747,21780,2533,0.0699,0.02,0.15,active
2026-03-20,linkedin_ads,Nova Finance Launch,D,275.29,258537,17357,1517,0.0671,0.02,0.18,paused
2026-03-20,google_ads,Nova Finance Retargeting,D,481.23,1042010,33871,3771,0.0325,0.01,0.13,active
2026-03-21,meta_ads,Nova Finance Offer,D,290.15,237127,4246,203,0.0179,0.07,1.43,paused
2026-03-21,linkedin_ads,Nova Finance Brand,D,435.66,788484,23972,2858,0.0304,0.02,0.15,active
2026-03-21,google_ads,Nova Finance Prospecting,D,499.23,896734,41559,4542,0.0463,0.01,0.11,active
2026-03-22,meta_ads,Nova Finance Offer,A,381.43,876663,56379,6582,0.0643,0.01,0.06,paused
2026-03-22,linkedin_ads,Nova Finance Retargeting,A,294.87,726937,12884,748,0.0177,0.02,0.39,limited
2026-03-22,google_ads,Nova Finance Retargeting,D,372.6,881710,29125,2369,0.033,0.01,0.16,paused
2026-03-23,meta_ads,Nova Finance Launch,B,527.19,502342,29031,2878,0.0578,0.02,0.18,active
2026-03-23,linkedin_ads,Nova Finance Launch,A,487.24,453233,24048,1034,0.0531,0.02,0.47,paused
2026-03-23,google_ads,Nova Finance Launch,C,385.81,458379,23836,2445,0.052,0.02,0.16,learning
2026-03-24,meta_ads,Nova Finance Prospecting,A,332.89,398113,16114,1178,0.0405,0.02,0.28,active
2026-03-24,linkedin_ads,Nova Finance Brand,D,365.57,351001,21370,883,0.0609,0.02,0.41,active
2026-03-24,google_ads,Nova Finance Prospecting,B,443.67,729407,19418,799,0.0266,0.02,0.56,active
2026-03-25,meta_ads,Nova Finance Launch,A,350.77,787257,41428,3000,0.0526,0.01,0.12,learning
2026-03-25,linkedin_ads,Nova Finance Prospecting,D,396.22,437029,11712,196,0.0268,0.03,2.02,active
2026-03-25,google_ads,Nova Finance Offer,B,414.66,355721,9104,390,0.0256,0.05,1.06,paused
2026-03-26,meta_ads,Nova Finance Retargeting,C,420.75,456540,23252,2529,0.0509,0.02,0.17,active
2026-03-26,linkedin_ads,Nova Finance Launch,B,398.57,564541,10225,572,0.0181,0.04,0.7,learning
2026-03-26,google_ads,Nova Finance Offer,B,284.47,517902,5559,56,0.0107,0.05,5.08,active
2026-03-27,meta_ads,Nova Finance Prospecting,C,344.42,775859,8225,142,0.0106,0.04,2.43,learning
2026-03-27,linkedin_ads,Nova Finance Brand,A,385.14,603596,33222,2481,0.055,0.01,0.16,active
2026-03-27,google_ads,Nova Finance Retargeting,D,292.24,488251,10125,506,0.0207,0.03,0.58,learning
2026-03-28,meta_ads,Nova Finance Retargeting,A,424.24,1051518,27830,2278,0.0265,0.02,0.19,active
2026-03-28,linkedin_ads,Nova Finance Brand,D,508.53,924645,42165,4186,0.0456,0.01,0.12,active
2026-03-28,google_ads,Nova Finance Prospecting,B,373.64,798560,50891,1252,0.0637,0.01,0.3,active
2026-03-29,meta_ads,Nova Finance Prospecting,A,395.23,349804,18769,1121,0.0537,0.02,0.35,limited
2026-03-29,linkedin_ads,Nova Finance Launch,B,430.23,683652,29728,2344,0.0435,0.01,0.18,active
2026-03-29,google_ads,Nova Finance Brand,B,599.16,793806,47743,4580,0.0601,0.01,0.13,limited
2026-03-30,meta_ads,Nova Finance Retargeting,D,297.99,352735,20998,2083,0.0595,0.01,0.14,active
2026-03-30,linkedin_ads,Nova Finance Prospecting,D,386.31,488125,16251,546,0.0333,0.02,0.71,learning
2026-03-30,google_ads,Nova Finance Launch,C,490.57,744344,35392,992,0.0475,0.01,0.49,active
2026-03-31,meta_ads,Nova Finance Prospecting,B,436.05,659627,37283,3625,0.0565,0.01,0.12,active
2026-03-31,linkedin_ads,Nova Finance Brand,D,303.29,434843,29433,613,0.0677,0.01,0.49,paused
2026-03-31,google_ads,Nova Finance Retargeting,B,299.95,322278,9868,351,0.0306,0.03,0.85,limited
2026-04-01,meta_ads,Nova Finance Launch,B,465.17,1107933,71266,1775,0.0643,0.01,0.26,limited
2026-04-01,linkedin_ads,Nova Finance Launch,B,309.22,563422,28074,2079,0.0498,0.01,0.15,active
2026-04-01,google_ads,Nova Finance Offer,D,366.57,644367,41464,1467,0.0643,0.01,0.25,limited
2026-04-02,meta_ads,Nova Finance Offer,B,343.02,395632,18553,386,0.0469,0.02,0.89,active
2026-04-02,linkedin_ads,Nova Finance Retargeting,A,413.54,823663,19238,886,0.0234,0.02,0.47,learning
2026-04-02,google_ads,Nova Finance Launch,B,446.07,743243,48623,4516,0.0654,0.01,0.1,active
2026-04-03,meta_ads,Nova Finance Retargeting,D,358.25,701866,33627,3746,0.0479,0.01,0.1,paused
2026-04-03,linkedin_ads,Nova Finance Retargeting,D,480.97,652049,32045,3614,0.0491,0.02,0.13,learning
2026-04-03,google_ads,Nova Finance Offer,B,351.09,514955,5864,288,0.0114,0.06,1.22,active
2026-04-04,meta_ads,Nova Finance Retargeting,B,236.07,325786,8970,1058,0.0275,0.03,0.22,learning
2026-04-04,linkedin_ads,Nova Finance Brand,D,334.57,644495,35808,3763,0.0556,0.01,0.09,learning
2026-04-04,google_ads,Nova Finance Offer,D,262.49,347018,15140,1357,0.0436,0.02,0.19,paused
2026-04-05,meta_ads,Nova Finance Offer,C,389.08,561928,6507,179,0.0116,0.06,2.17,active
2026-04-05,linkedin_ads,Nova Finance Prospecting,B,490.74,1067842,66750,3188,0.0625,0.01,0.15,learning
2026-04-05,google_ads,Nova Finance Brand,B,364.04,498003,26662,1852,0.0535,0.01,0.2,active
2026-04-06,meta_ads,Nova Finance Brand,D,468.65,1131816,71440,1768,0.0631,0.01,0.27,active
2026-04-06,linkedin_ads,Nova Finance Offer,C,407.72,579847,36649,417,0.0632,0.01,0.98,active
2026-04-06,google_ads,Nova Finance Retargeting,C,457.05,938534,55585,2199,0.0592,0.01,0.21,active
2026-04-07,meta_ads,Nova Finance Retargeting,B,325.61,624096,17760,1711,0.0285,0.02,0.19,learning
2026-04-07,linkedin_ads,Nova Finance Launch,C,392.6,399903,14237,1635,0.0356,0.03,0.24,paused
2026-04-07,google_ads,Nova Finance Offer,A,432.51,995031,40927,3342,0.0411,0.01,0.13,active
2026-04-08,meta_ads,Nova Finance Offer,D,340.86,659102,18989,417,0.0288,0.02,0.82,paused
2026-04-08,linkedin_ads,Nova Finance Offer,D,515.02,1094505,62983,2138,0.0575,0.01,0.24,limited
2026-04-08,google_ads,Nova Finance Prospecting,B,479.32,510510,31182,3249,0.0611,0.02,0.15,active
2026-04-09,meta_ads,Nova Finance Launch,D,372.1,392999,23194,1776,0.059,0.02,0.21,limited
2026-04-09,linkedin_ads,Nova Finance Retargeting,D,391.87,926139,50678,935,0.0547,0.01,0.42,active
2026-04-09,google_ads,Nova Finance Brand,B,225.75,200273,9520,156,0.0475,0.02,1.45,learning
2026-04-10,meta_ads,Nova Finance Launch,D,543.95,545421,26186,2834,0.048,0.02,0.19,active
2026-04-10,linkedin_ads,Nova Finance Launch,B,290.44,273244,9661,620,0.0354,0.03,0.47,active
2026-04-10,google_ads,Nova Finance Offer,B,458.55,959574,62281,1475,0.0649,0.01,0.31,paused
2026-04-11,meta_ads,Nova Finance Brand,C,500.95,614729,41572,3317,0.0676,0.01,0.15,paused
2026-04-11,linkedin_ads,Nova Finance Offer,A,411.92,774813,39557,608,0.0511,0.01,0.68,learning
2026-04-11,google_ads,Nova Finance Retargeting,B,387.17,469769,23583,2402,0.0502,0.02,0.16,paused
2026-04-12,meta_ads,Nova Finance Offer,B,488.74,732709,18094,2100,0.0247,0.03,0.23,learning
2026-04-12,linkedin_ads,Nova Finance Brand,A,392.99,794527,43704,1468,0.055,0.01,0.27,paused
2026-04-12,google_ads,Nova Finance Offer,B,376.38,587153,6958,535,0.0119,0.05,0.7,limited
2026-04-13,meta_ads,Nova Finance Offer,D,326.73,290425,13498,941,0.0465,0.02,0.35,limited
2026-04-13,linkedin_ads,Nova Finance Offer,B,346.7,838238,42699,4434,0.0509,0.01,0.08,active
2026-04-13,google_ads,Nova Finance Launch,A,387.1,593851,14734,1116,0.0248,0.03,0.35,active
2026-04-14,meta_ads,Nova Finance Offer,C,354.35,481362,7301,600,0.0152,0.05,0.59,learning
2026-04-14,linkedin_ads,Nova Finance Launch,C,356.67,535013,7261,857,0.0136,0.05,0.42,active
2026-04-14,google_ads,Nova Finance Prospecting,C,351.62,397206,7306,506,0.0184,0.05,0.69,active
2026-04-15,meta_ads,Nova Finance Launch,A,545.69,731179,34817,688,0.0476,0.02,0.79,active
2026-04-15,linkedin_ads,Nova Finance Launch,C,453.0,837532,36872,4330,0.044,0.01,0.1,learning
2026-04-15,google_ads,Nova Finance Prospecting,C,384.68,351133,11397,321,0.0325,0.03,1.2,learning
2026-04-16,meta_ads,Nova Finance Retargeting,C,474.35,453007,20438,1224,0.0451,0.02,0.39,limited
2026-04-16,linkedin_ads,Nova Finance Prospecting,B,413.53,942208,53826,2434,0.0571,0.01,0.17,active
2026-04-16,google_ads,Nova Finance Brand,D,388.98,367174,18038,421,0.0491,0.02,0.92,learning
2026-04-17,meta_ads,Nova Finance Offer,D,366.1,781726,34864,3498,0.0446,0.01,0.1,active
2026-04-17,linkedin_ads,Nova Finance Brand,A,310.84,668721,39825,2848,0.0596,0.01,0.11,limited
2026-04-17,google_ads,Nova Finance Launch,B,368.9,901520,12569,483,0.0139,0.03,0.76,active
2026-04-18,meta_ads,Nova Finance Brand,B,196.38,392817,7527,539,0.0192,0.03,0.36,learning
2026-04-18,linkedin_ads,Nova Finance Launch,A,420.34,413186,19831,1090,0.048,0.02,0.39,active
2026-04-18,google_ads,Nova Finance Brand,A,279.89,264254,2880,139,0.0109,0.1,2.01,active
2026-04-19,meta_ads,Nova Finance Offer,D,341.38,734026,39576,1609,0.0539,0.01,0.21,learning
2026-04-19,linkedin_ads,Nova Finance Retargeting,B,388.94,517487,9883,1022,0.0191,0.04,0.38,paused
2026-04-19,google_ads,Nova Finance Prospecting,C,431.55,1038590,41604,607,0.0401,0.01,0.71,limited
2026-04-20,meta_ads,Nova Finance Offer,C,339.16,527003,15872,481,0.0301,0.02,0.71,learning
2026-04-20,linkedin_ads,Nova Finance Launch,A,332.49,805227,40546,3626,0.0504,0.01,0.09,active
2026-04-20,google_ads,Nova Finance Prospecting,C,365.84,356956,10783,684,0.0302,0.03,0.53,active
2026-04-21,meta_ads,Nova Finance Launch,D,431.78,682321,17245,827,0.0253,0.03,0.52,paused
2026-04-21,linkedin_ads,Nova Finance Offer,C,491.48,894235,34855,2468,0.039,0.01,0.2,active
2026-04-21,google_ads,Nova Finance Launch,D,289.2,264590,10221,880,0.0386,0.03,0.33,active
2026-04-22,meta_ads,Nova Finance Prospecting,A,354.48,843552,41422,3166,0.0491,0.01,0.11,active
2026-04-22,linkedin_ads,Nova Finance Launch,C,326.63,638388,33398,3307,0.0523,0.01,0.1,active
2026-04-22,google_ads,Nova Finance Brand,B,396.13,348713,16184,509,0.0464,0.02,0.78,active
2026-04-23,meta_ads,Nova Finance Launch,B,416.06,969072,34443,1897,0.0355,0.01,0.22,limited
2026-04-23,linkedin_ads,Nova Finance Prospecting,D,467.0,988788,43592,3808,0.0441,0.01,0.12,active
2026-04-23,google_ads,Nova Finance Launch,B,337.27,487215,6751,262,0.0139,0.05,1.29,paused
2026-04-24,meta_ads,Nova Finance Brand,C,339.89,317182,8154,353,0.0257,0.04,0.96,active
2026-04-24,linkedin_ads,Nova Finance Launch,B,384.54,613457,30114,1465,0.0491,0.01,0.26,active
2026-04-24,google_ads,Nova Finance Retargeting,B,388.08,423835,8632,514,0.0204,0.04,0.76,learning
