order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0024_ord_00001,2026-04-13,bca1d3369b14,membership,GBP,1945.8,10,linkedin_ads,paid,upi
cli_0024_ord_00002,2026-02-21,de6611e21202,starter plan,GBP,501.51,25,tiktok_ads,paid,wallet
cli_0024_ord_00003,2026-04-13,325db877e635,audit package,GBP,58.87,5,email,paid,wallet
cli_0024_ord_00004,2026-03-19,1f1df2d3f5c0,service retainer,GBP,1878.4,0,tiktok_ads,paid,card
cli_0024_ord_00005,2026-03-17,e0c6ed9691e2,pro plan,GBP,145.41,25,google_ads,paid,upi
cli_0024_ord_00006,2026-01-26,9605229b5df1,annual subscription,GBP,2412.08,25,email,refunded,wallet
cli_0024_ord_00007,2025-12-07,bb4c01eaa315,annual subscription,GBP,479.32,5,email,paid,card
cli_0024_ord_00008,2026-03-14,b654ac193a9e,membership,GBP,1407.49,25,tiktok_ads,pending,paypal
cli_0024_ord_00009,2025-12-13,68b408b0c504,membership,GBP,349.33,10,tiktok_ads,paid,upi
cli_0024_ord_00010,2026-04-19,77cff6d6b2e7,pro plan,GBP,2000.43,25,tiktok_ads,refunded,paypal
cli_0024_ord_00011,2026-01-02,a795098ea8f3,membership,GBP,1940.82,10,google_ads,refunded,wallet
cli_0024_ord_00012,2025-10-26,532f1b14582f,starter plan,GBP,1951.01,5,direct,paid,wallet
cli_0024_ord_00013,2026-02-22,e4a89ed15481,service retainer,GBP,1713.0,0,tiktok_ads,pending,bank_transfer
cli_0024_ord_00014,2026-03-30,b6665f50d00f,service retainer,GBP,1043.4,5,direct,paid,bank_transfer
cli_0024_ord_00015,2026-04-11,aaa66340e44a,annual subscription,GBP,1781.31,25,tiktok_ads,paid,paypal
cli_0024_ord_00016,2025-10-30,7e53e8f55e39,audit package,GBP,1342.27,0,email,paid,bank_transfer
cli_0024_ord_00017,2025-10-30,2065b153f9f2,membership,GBP,1332.91,5,linkedin_ads,paid,wallet
cli_0024_ord_00018,2026-02-13,e659d98aea6a,service retainer,GBP,1753.67,0,google_ads,paid,paypal
cli_0024_ord_00019,2025-11-12,c0f6c1985aa7,membership,GBP,2373.12,5,direct,paid,paypal
cli_0024_ord_00020,2026-02-16,b8250bdcdb21,annual subscription,GBP,662.3,15,linkedin_ads,paid,card
cli_0024_ord_00021,2026-03-20,23f1bb6722a3,starter plan,GBP,2226.01,25,email,paid,bank_transfer
cli_0024_ord_00022,2025-12-11,4f89a2a67826,annual subscription,GBP,450.02,15,direct,paid,bank_transfer
cli_0024_ord_00023,2025-12-22,251df05b97d5,pro plan,GBP,1288.11,5,email,paid,paypal
cli_0024_ord_00024,2026-03-12,619914756120,starter plan,GBP,1596.58,20,direct,pending,upi
cli_0024_ord_00025,2025-11-06,e45ba535b806,service retainer,GBP,1802.94,25,google_ads,paid,card
cli_0024_ord_00026,2026-01-24,13b7ab1cbcbd,starter plan,GBP,1102.19,20,direct,paid,upi
