campaign_id,campaign_name,subject_line,sent,delivered,opens,clicks,unsubscribes,spam_complaints,send_date
cli_0022_em_0001,Winback,New Summit Finance,39781,39016,9439,2075,129,4,2026-03-15
cli_0022_em_0002,Winback,How to improve Summit Finance,13164,13102,7125,849,35,5,2026-01-16
cli_0022_em_0003,Launch,Last chance for Summit Finance,2866,2829,1364,163,22,4,2026-03-17
cli_0022_em_0004,Education,How to improve Summit Finance,13937,13278,7161,450,128,0,2026-01-20
cli_0022_em_0005,Launch,New Summit Finance,12336,11867,5043,928,34,3,2026-04-12
cli_0022_em_0006,Winback,A quick update on Summit Finance,34266,32593,12490,1187,139,0,2026-02-08
cli_0022_em_0007,Education,New Summit Finance,19451,19040,6743,1100,123,3,2025-12-24
cli_0022_em_0008,Winback,How to improve Summit Finance,39752,39208,5940,412,34,2,2026-01-08
cli_0022_em_0009,Re-engagement,New Summit Finance,794,765,281,46,2,3,2025-10-28
cli_0022_em_0010,Education,Last chance for Summit Finance,18317,18198,4480,651,40,4,2025-12-10
cli_0022_em_0011,Education,Last chance for Summit Finance,12661,12484,3664,742,99,4,2026-04-19
cli_0022_em_0012,Offer,A quick update on Summit Finance,2749,2722,1170,144,18,5,2026-02-28
cli_0022_em_0013,Re-engagement,New Summit Finance,5632,5489,1535,171,33,5,2026-01-23
cli_0022_em_0014,Offer,How to improve Summit Finance,43054,42229,12381,2084,302,5,2026-01-25
cli_0022_em_0015,Offer,A quick update on Summit Finance,29518,29347,13098,2868,134,4,2025-12-11
cli_0022_em_0016,Winback,New Summit Finance,38264,36844,15107,1729,116,0,2026-03-02
cli_0022_em_0017,Launch,Last chance for Summit Finance,3674,3665,1361,192,12,3,2026-02-03
cli_0022_em_0018,Offer,New Summit Finance,41764,39883,20355,866,297,2,2025-11-06
cli_0022_em_0019,Offer,Last chance for Summit Finance,37620,37469,18779,3167,300,0,2026-04-11
cli_0022_em_0020,Re-engagement,New Summit Finance,25970,25600,9628,1756,91,0,2026-04-17
cli_0022_em_0021,Re-engagement,Last chance for Summit Finance,30897,29868,12383,2624,166,1,2026-01-24
cli_0022_em_0022,Re-engagement,How to improve Summit Finance,35462,33726,7886,1528,69,3,2025-12-15
cli_0022_em_0023,Newsletter,A quick update on Summit Finance,49758,49039,20181,3252,45,0,2026-03-25
cli_0022_em_0024,Offer,A quick update on Summit Finance,34535,33491,8937,551,316,4,2025-12-26
cli_0022_em_0025,Launch,New Summit Finance,6334,6129,3410,383,18,0,2026-01-02
cli_0022_em_0026,Newsletter,Last chance for Summit Finance,2992,2923,978,136,13,3,2026-01-13
cli_0022_em_0027,Launch,A quick update on Summit Finance,35074,33433,11792,484,287,1,2026-04-17
cli_0022_em_0028,Education,New Summit Finance,25119,25083,9982,1264,21,1,2026-02-10
cli_0022_em_0029,Education,A quick update on Summit Finance,36455,34824,19263,2050,259,5,2026-04-04
cli_0022_em_0030,Offer,Last chance for Summit Finance,7827,7471,2513,423,42,2,2025-11-11
cli_0022_em_0031,Offer,How to improve Summit Finance,5837,5753,2177,178,48,3,2026-01-03
cli_0022_em_0032,Re-engagement,How to improve Summit Finance,34918,33907,17393,2958,108,4,2026-03-16
cli_0022_em_0033,Offer,A quick update on Summit Finance,42366,41609,5607,1009,268,2,2026-01-30
cli_0022_em_0034,Winback,New Summit Finance,14412,14173,6562,577,6,2,2026-04-04
cli_0022_em_0035,Re-engagement,How to improve Summit Finance,28372,26991,12111,697,11,5,2025-12-09
cli_0022_em_0036,Offer,New Summit Finance,39048,38906,20664,4128,366,5,2026-02-04
cli_0022_em_0037,Offer,A quick update on Summit Finance,21742,20783,7010,1419,52,4,2026-01-24
cli_0022_em_0038,Winback,A quick update on Summit Finance,29340,28199,12792,1894,99,0,2025-12-26
cli_0022_em_0039,Winback,Last chance for Summit Finance,26718,25679,9110,977,0,4,2025-12-29
cli_0022_em_0040,Launch,Last chance for Summit Finance,43915,42237,13605,2298,145,0,2025-12-16
cli_0022_em_0041,Offer,New Summit Finance,43711,42563,20420,2936,266,3,2026-04-23
cli_0022_em_0042,Winback,A quick update on Summit Finance,39001,38490,6476,936,278,5,2026-03-24
cli_0022_em_0043,Newsletter,A quick update on Summit Finance,30442,29333,11360,1723,194,1,2026-03-17
cli_0022_em_0044,Offer,Last chance for Summit Finance,45263,44110,10599,1043,17,4,2026-01-24
cli_0022_em_0045,Offer,New Summit Finance,38724,36938,17961,2112,39,4,2026-03-23
cli_0022_em_0046,Winback,New Summit Finance,41415,40991,5075,1006,87,2,2025-11-18
cli_0022_em_0047,Re-engagement,Last chance for Summit Finance,47834,46636,16415,1430,81,3,2026-02-28
cli_0022_em_0048,Newsletter,Last chance for Summit Finance,36898,35329,5226,458,61,1,2026-01-31
cli_0022_em_0049,Newsletter,New Summit Finance,23642,23374,4282,496,175,0,2026-02-24
cli_0022_em_0050,Re-engagement,A quick update on Summit Finance,15620,14840,6602,855,128,3,2026-01-25
cli_0022_em_0051,Re-engagement,A quick update on Summit Finance,25590,24383,8975,1635,234,5,2026-01-21
cli_0022_em_0052,Re-engagement,Last chance for Summit Finance,12128,12008,5159,280,95,5,2026-04-19
cli_0022_em_0053,Newsletter,How to improve Summit Finance,8053,7732,1388,140,20,0,2026-03-19
