campaign_id,campaign_name,subject_line,sent,delivered,opens,clicks,unsubscribes,spam_complaints,send_date
cli_0006_em_0001,Re-engagement,How to improve Nova Commerce,42568,41257,21239,1755,221,4,2025-11-20
cli_0006_em_0002,Education,New Nova Commerce,20901,19940,7907,608,172,1,2025-10-28
cli_0006_em_0003,Launch,A quick update on Nova Commerce,41195,40712,19550,1541,51,4,2026-04-17
cli_0006_em_0004,Offer,How to improve Nova Commerce,21122,20496,5004,868,117,1,2026-04-09
cli_0006_em_0005,Winback,How to improve Nova Commerce,30884,29959,10865,2124,187,4,2026-02-02
cli_0006_em_0006,Launch,How to improve Nova Commerce,25870,25068,13419,819,159,1,2026-01-01
cli_0006_em_0007,Newsletter,New Nova Commerce,47990,46290,14891,2493,299,4,2026-01-08
cli_0006_em_0008,Re-engagement,Last chance for Nova Commerce,32890,31415,4054,739,44,4,2026-04-08
cli_0006_em_0009,Offer,New Nova Commerce,28280,26907,7958,608,177,3,2026-02-12
cli_0006_em_0010,Offer,A quick update on Nova Commerce,33057,31453,5693,675,30,1,2026-02-20
cli_0006_em_0011,Re-engagement,Last chance for Nova Commerce,21708,21540,4316,408,73,5,2025-12-16
cli_0006_em_0012,Winback,A quick update on Nova Commerce,34664,34074,15795,2689,97,4,2026-04-09
cli_0006_em_0013,Education,A quick update on Nova Commerce,40599,39257,21649,3464,344,5,2026-02-04
cli_0006_em_0014,Education,New Nova Commerce,45552,43873,24542,4703,45,1,2026-03-10
cli_0006_em_0015,Offer,How to improve Nova Commerce,19623,19261,10642,1814,170,3,2025-11-20
cli_0006_em_0016,Re-engagement,Last chance for Nova Commerce,37259,36163,8685,1637,166,1,2026-04-14
cli_0006_em_0017,Winback,A quick update on Nova Commerce,23272,22262,3346,524,200,3,2025-12-08
cli_0006_em_0018,Launch,New Nova Commerce,44477,42767,8908,596,307,5,2025-12-01
cli_0006_em_0019,Education,New Nova Commerce,4994,4751,973,44,10,0,2026-02-05
cli_0006_em_0020,Winback,New Nova Commerce,38765,37631,7238,942,348,0,2026-02-01
cli_0006_em_0021,Education,New Nova Commerce,7209,6941,939,157,35,3,2025-12-05
cli_0006_em_0022,Launch,Last chance for Nova Commerce,47486,46439,20468,2021,451,1,2026-02-02
cli_0006_em_0023,Re-engagement,How to improve Nova Commerce,40133,39034,15007,2135,157,3,2025-10-27
cli_0006_em_0024,Education,Last chance for Nova Commerce,45662,43958,13526,2695,176,2,2026-01-16
cli_0006_em_0025,Launch,New Nova Commerce,19705,19393,6771,1249,75,4,2025-11-09
cli_0006_em_0026,Education,How to improve Nova Commerce,17242,17002,3946,288,108,1,2025-11-14
cli_0006_em_0027,Education,How to improve Nova Commerce,12912,12286,6554,899,81,2,2025-11-13
