payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0012_pay_0003,cli_0012_inv_0003,2025-12-10,USD,5899.22,bank_transfer,settled
cli_0012_pay_0004,cli_0012_inv_0004,2025-11-29,USD,6752.84,paypal,settled
cli_0012_pay_0006,cli_0012_inv_0006,2026-01-07,USD,10091.98,card,settled
cli_0012_pay_0007,cli_0012_inv_0007,2026-04-16,USD,5775.52,bank_transfer,settled
cli_0012_pay_0008,cli_0012_inv_0008,2025-12-19,USD,11758.87,card,settled
cli_0012_pay_0009,cli_0012_inv_0009,2026-03-30,USD,11895.49,card,settled
cli_0012_pay_0010,cli_0012_inv_0010,2026-01-30,USD,10726.48,upi,settled
cli_0012_pay_0011,cli_0012_inv_0011,2026-03-14,USD,7220.44,upi,settled
cli_0012_pay_0012,cli_0012_inv_0012,2026-01-09,USD,1762.73,paypal,settled
cli_0012_pay_0014,cli_0012_inv_0014,2025-12-11,USD,3915.94,paypal,settled
cli_0012_pay_0016,cli_0012_inv_0016,2026-04-04,USD,11723.62,bank_transfer,settled
cli_0012_pay_0018,cli_0012_inv_0018,2025-12-23,USD,4383.42,bank_transfer,settled
cli_0012_pay_0019,cli_0012_inv_0019,2025-12-05,USD,5008.9,paypal,settled
cli_0012_pay_0021,cli_0012_inv_0021,2026-03-06,USD,6382.93,upi,settled
cli_0012_pay_0022,cli_0012_inv_0022,2026-03-27,USD,7749.02,upi,settled
cli_0012_pay_0023,cli_0012_inv_0023,2026-02-13,USD,3003.81,paypal,settled
cli_0012_pay_0024,cli_0012_inv_0024,2026-03-10,USD,2367.7,card,settled
cli_0012_pay_0025,cli_0012_inv_0025,2026-04-16,USD,6449.32,upi,settled
cli_0012_pay_0026,cli_0012_inv_0026,2026-03-03,USD,6728.38,paypal,settled
cli_0012_pay_0027,cli_0012_inv_0027,2026-02-03,USD,10777.72,card,settled
cli_0012_pay_0028,cli_0012_inv_0028,2026-04-02,USD,2671.77,paypal,settled
cli_0012_pay_0030,cli_0012_inv_0030,2025-12-14,USD,11427.45,card,settled
cli_0012_pay_0032,cli_0012_inv_0032,2025-12-09,USD,7225.07,paypal,settled
cli_0012_pay_0036,cli_0012_inv_0036,2026-02-01,USD,3669.65,bank_transfer,settled
cli_0012_pay_0037,cli_0012_inv_0037,2026-02-25,USD,10516.31,card,settled
cli_0012_pay_0038,cli_0012_inv_0038,2025-12-02,USD,7428.42,paypal,settled
cli_0012_pay_0040,cli_0012_inv_0040,2025-12-07,USD,8027.58,bank_transfer,settled
cli_0012_pay_0041,cli_0012_inv_0041,2025-12-17,USD,10763.61,paypal,settled
