payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0020_pay_0004,cli_0020_inv_0004,2026-03-21,SGD,2599.81,card,settled
cli_0020_pay_0006,cli_0020_inv_0006,2026-01-10,SGD,7827.19,bank_transfer,settled
cli_0020_pay_0007,cli_0020_inv_0007,2026-01-14,SGD,10786.91,bank_transfer,settled
cli_0020_pay_0009,cli_0020_inv_0009,2026-01-04,SGD,11889.67,card,settled
cli_0020_pay_0010,cli_0020_inv_0010,2026-03-23,SGD,9941.28,card,settled
cli_0020_pay_0011,cli_0020_inv_0011,2025-12-31,SGD,6889.15,upi,settled
cli_0020_pay_0012,cli_0020_inv_0012,2026-01-01,SGD,897.66,card,settled
cli_0020_pay_0013,cli_0020_inv_0013,2026-04-08,SGD,11453.07,upi,settled
cli_0020_pay_0014,cli_0020_inv_0014,2026-03-20,SGD,4144.22,card,settled
cli_0020_pay_0015,cli_0020_inv_0015,2026-04-13,SGD,9701.68,bank_transfer,settled
cli_0020_pay_0016,cli_0020_inv_0016,2026-01-25,SGD,6317.78,card,settled
cli_0020_pay_0017,cli_0020_inv_0017,2025-12-27,SGD,7338.82,card,settled
cli_0020_pay_0020,cli_0020_inv_0020,2026-04-18,SGD,3246.98,bank_transfer,settled
cli_0020_pay_0021,cli_0020_inv_0021,2026-03-29,SGD,3580.72,bank_transfer,settled
cli_0020_pay_0024,cli_0020_inv_0024,2026-02-01,SGD,2963.58,paypal,settled
cli_0020_pay_0025,cli_0020_inv_0025,2025-12-16,SGD,11193.38,upi,settled
cli_0020_pay_0026,cli_0020_inv_0026,2025-12-21,SGD,9332.44,card,settled
cli_0020_pay_0027,cli_0020_inv_0027,2025-12-03,SGD,10936.7,paypal,settled
cli_0020_pay_0028,cli_0020_inv_0028,2026-03-17,SGD,11007.75,upi,settled
cli_0020_pay_0030,cli_0020_inv_0030,2026-02-25,SGD,10723.36,card,settled
cli_0020_pay_0031,cli_0020_inv_0031,2026-02-27,SGD,7471.7,paypal,settled
cli_0020_pay_0033,cli_0020_inv_0033,2026-04-14,SGD,151.61,paypal,settled
cli_0020_pay_0034,cli_0020_inv_0034,2026-03-26,SGD,1787.79,bank_transfer,settled
cli_0020_pay_0035,cli_0020_inv_0035,2026-02-12,SGD,5270.48,paypal,settled
cli_0020_pay_0036,cli_0020_inv_0036,2025-12-03,SGD,2321.57,card,settled
cli_0020_pay_0037,cli_0020_inv_0037,2026-04-22,SGD,218.33,upi,settled
cli_0020_pay_0038,cli_0020_inv_0038,2026-01-24,SGD,1893.55,bank_transfer,settled
cli_0020_pay_0040,cli_0020_inv_0040,2026-02-24,SGD,6632.03,bank_transfer,settled
cli_0020_pay_0041,cli_0020_inv_0041,2026-04-20,SGD,5745.81,upi,settled
cli_0020_pay_0042,cli_0020_inv_0042,2026-04-22,SGD,535.07,upi,settled
cli_0020_pay_0043,cli_0020_inv_0043,2026-01-03,SGD,3150.64,card,settled
cli_0020_pay_0044,cli_0020_inv_0044,2026-02-28,SGD,8503.31,paypal,settled
cli_0020_pay_0046,cli_0020_inv_0046,2026-03-28,SGD,10321.8,upi,settled
cli_0020_pay_0048,cli_0020_inv_0048,2026-03-29,SGD,9310.67,bank_transfer,settled
cli_0020_pay_0050,cli_0020_inv_0050,2025-12-01,SGD,11201.81,upi,settled
