payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0023_pay_0001,cli_0023_inv_0001,2026-04-24,USD,11360.85,bank_transfer,settled
cli_0023_pay_0002,cli_0023_inv_0002,2026-02-19,USD,3894.89,card,settled
cli_0023_pay_0003,cli_0023_inv_0003,2026-04-09,USD,11835.93,paypal,settled
cli_0023_pay_0004,cli_0023_inv_0004,2026-03-23,USD,1502.05,upi,settled
cli_0023_pay_0005,cli_0023_inv_0005,2026-01-30,USD,9862.67,paypal,settled
cli_0023_pay_0007,cli_0023_inv_0007,2026-03-26,USD,8713.44,bank_transfer,settled
cli_0023_pay_0008,cli_0023_inv_0008,2025-11-25,USD,509.03,card,settled
cli_0023_pay_0009,cli_0023_inv_0009,2025-11-27,USD,11228.93,upi,settled
cli_0023_pay_0010,cli_0023_inv_0010,2026-01-15,USD,7263.74,bank_transfer,settled
cli_0023_pay_0011,cli_0023_inv_0011,2026-01-16,USD,1336.31,bank_transfer,settled
cli_0023_pay_0012,cli_0023_inv_0012,2026-03-08,USD,7450.38,upi,settled
cli_0023_pay_0014,cli_0023_inv_0014,2026-01-18,USD,2909.26,upi,settled
cli_0023_pay_0016,cli_0023_inv_0016,2026-01-19,USD,8687.23,paypal,settled
cli_0023_pay_0017,cli_0023_inv_0017,2026-01-22,USD,10306.85,bank_transfer,settled
cli_0023_pay_0019,cli_0023_inv_0019,2026-01-18,USD,11368.04,card,settled
cli_0023_pay_0021,cli_0023_inv_0021,2026-03-22,USD,11696.85,upi,settled
cli_0023_pay_0022,cli_0023_inv_0022,2026-01-31,USD,9731.94,paypal,settled
cli_0023_pay_0023,cli_0023_inv_0023,2026-04-15,USD,1799.44,card,settled
cli_0023_pay_0024,cli_0023_inv_0024,2026-03-10,USD,1347.22,paypal,settled
cli_0023_pay_0025,cli_0023_inv_0025,2025-12-29,USD,8788.42,card,settled
cli_0023_pay_0026,cli_0023_inv_0026,2026-04-15,USD,2390.09,upi,settled
cli_0023_pay_0027,cli_0023_inv_0027,2025-11-26,USD,10648.5,card,settled
cli_0023_pay_0029,cli_0023_inv_0029,2026-04-07,USD,9939.36,card,settled
cli_0023_pay_0030,cli_0023_inv_0030,2026-04-17,USD,5104.89,upi,settled
cli_0023_pay_0031,cli_0023_inv_0031,2026-03-17,USD,6809.09,card,settled
cli_0023_pay_0032,cli_0023_inv_0032,2026-04-06,USD,4059.86,paypal,settled
cli_0023_pay_0033,cli_0023_inv_0033,2026-01-07,USD,3973.63,paypal,settled
cli_0023_pay_0034,cli_0023_inv_0034,2026-03-06,USD,2957.38,paypal,settled
cli_0023_pay_0035,cli_0023_inv_0035,2025-12-24,USD,10487.9,bank_transfer,settled
cli_0023_pay_0037,cli_0023_inv_0037,2025-12-05,USD,9824.18,paypal,settled
cli_0023_pay_0038,cli_0023_inv_0038,2026-03-09,USD,10195.45,paypal,settled
cli_0023_pay_0040,cli_0023_inv_0040,2026-01-12,USD,2785.04,upi,settled
cli_0023_pay_0041,cli_0023_inv_0041,2026-03-18,USD,4504.97,paypal,settled
cli_0023_pay_0042,cli_0023_inv_0042,2026-04-22,USD,7626.69,paypal,settled
cli_0023_pay_0043,cli_0023_inv_0043,2026-04-21,USD,10567.17,bank_transfer,settled
