order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0011_ord_00001,2026-04-01,9609ef266f80,pro plan,AED,2052.6,10,google_ads,pending,paypal
cli_0011_ord_00002,2026-03-28,72320eb0a54c,pro plan,AED,1277.51,25,tiktok_ads,paid,card
cli_0011_ord_00003,2025-12-10,625f0b5029ba,premium bundle,AED,866.47,15,google_ads,refunded,bank_transfer
cli_0011_ord_00004,2026-04-21,35701fb1dbb8,membership,AED,2319.84,25,organic,paid,wallet
cli_0011_ord_00005,2025-11-26,4247377824e5,pro plan,AED,2200.94,10,linkedin_ads,refunded,wallet
cli_0011_ord_00006,2025-10-31,76106b1de548,audit package,AED,1505.12,15,linkedin_ads,paid,upi
cli_0011_ord_00007,2026-03-12,3ee0c5e20fc8,service retainer,AED,506.46,0,google_ads,paid,paypal
cli_0011_ord_00008,2026-01-02,cdd115718bc2,service retainer,AED,493.08,25,linkedin_ads,paid,upi
cli_0011_ord_00009,2026-03-31,341d4b6a8df8,premium bundle,AED,691.23,0,linkedin_ads,paid,upi
cli_0011_ord_00010,2026-02-12,0fcfa302ee0a,premium bundle,AED,346.59,20,organic,paid,upi
cli_0011_ord_00011,2025-12-02,b3557e4ce863,pro plan,AED,2040.24,5,google_ads,paid,bank_transfer
cli_0011_ord_00012,2025-12-18,d8f61560c4d5,pro plan,AED,1707.15,0,google_ads,paid,wallet
cli_0011_ord_00013,2025-12-23,ae6fa99eb25a,audit package,AED,971.63,25,linkedin_ads,paid,paypal
cli_0011_ord_00014,2025-12-20,4b3567363f56,starter plan,AED,1672.16,20,linkedin_ads,pending,bank_transfer
cli_0011_ord_00015,2026-01-07,e9f021b997f2,service retainer,AED,1450.02,20,linkedin_ads,paid,bank_transfer
cli_0011_ord_00016,2026-03-04,aee6bf7f09e7,membership,AED,624.3,0,organic,paid,wallet
cli_0011_ord_00017,2025-12-21,ee5e513d6272,audit package,AED,1589.91,15,google_ads,paid,card
cli_0011_ord_00018,2025-11-17,ba1e81e59397,annual subscription,AED,338.7,10,organic,paid,upi
cli_0011_ord_00019,2026-04-13,693e8692fca2,service retainer,AED,183.38,15,google_ads,paid,paypal
cli_0011_ord_00020,2025-12-30,66609681b4d3,membership,AED,716.02,10,linkedin_ads,paid,upi
cli_0011_ord_00021,2026-01-12,562bf0ff6abc,membership,AED,1695.21,20,linkedin_ads,refunded,wallet
cli_0011_ord_00022,2025-12-13,43600a5dcaad,starter plan,AED,2486.79,5,organic,pending,wallet
cli_0011_ord_00023,2026-04-07,ccb214cd70f0,premium bundle,AED,1767.28,20,google_ads,paid,bank_transfer
cli_0011_ord_00024,2026-04-17,d81889908fda,premium bundle,AED,2449.11,10,linkedin_ads,paid,upi
cli_0011_ord_00025,2026-03-28,f86526e1637c,premium bundle,AED,2298.86,5,organic,paid,wallet
cli_0011_ord_00026,2026-03-17,29e27d045ee0,membership,AED,1108.66,25,organic,paid,wallet
cli_0011_ord_00027,2026-03-18,09b5c7cb9da2,annual subscription,AED,2171.63,25,tiktok_ads,paid,paypal
cli_0011_ord_00028,2026-02-16,660086746ce2,membership,AED,1928.01,5,organic,paid,wallet
cli_0011_ord_00029,2025-11-06,e47cf77f92fa,starter plan,AED,1089.03,0,google_ads,paid,wallet
cli_0011_ord_00030,2026-02-26,d5ffe2ab1e88,audit package,AED,744.44,15,linkedin_ads,paid,card
cli_0011_ord_00031,2026-01-15,646ad44f83a2,audit package,AED,536.11,20,organic,paid,upi
cli_0011_ord_00032,2025-11-19,f3fc80d78e08,premium bundle,AED,2336.75,5,tiktok_ads,pending,bank_transfer
cli_0011_ord_00033,2026-02-02,c821e5fc440d,audit package,AED,1850.9,10,tiktok_ads,paid,upi
cli_0011_ord_00034,2026-03-10,c292a2e3f1af,premium bundle,AED,926.53,25,organic,pending,card
cli_0011_ord_00035,2025-12-24,e62feae38569,membership,AED,860.79,10,linkedin_ads,paid,card
cli_0011_ord_00036,2025-11-16,2e16c94787fd,audit package,AED,2155.05,25,organic,paid,paypal
