date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,referral,Blue Commerce Brand,D,1176.93,1687285,87301,9142,0.0517,0.01,0.13,active
2026-02-24,organic,Blue Commerce Launch,C,1450.28,1378884,87142,6522,0.0632,0.02,0.22,active
2026-02-24,linkedin_ads,Blue Commerce Retargeting,C,1255.18,1923804,40621,4403,0.0211,0.03,0.29,limited
2026-02-24,meta_ads,Blue Commerce Launch,A,1256.33,1064795,32368,2872,0.0304,0.04,0.44,learning
2026-02-25,referral,Blue Commerce Launch,D,1274.32,2387095,43703,2209,0.0183,0.03,0.58,active
2026-02-25,organic,Blue Commerce Launch,C,1128.63,2145815,55646,4368,0.0259,0.02,0.26,paused
2026-02-25,linkedin_ads,Blue Commerce Retargeting,D,1257.5,2551323,98995,2810,0.0388,0.01,0.45,active
2026-02-25,meta_ads,Blue Commerce Offer,D,1085.11,1602329,32441,557,0.0202,0.03,1.95,active
2026-02-26,referral,Blue Commerce Brand,C,1062.93,2415571,138318,6656,0.0573,0.01,0.16,active
2026-02-26,organic,Blue Commerce Offer,C,1638.52,3205288,199793,8257,0.0623,0.01,0.2,paused
2026-02-26,linkedin_ads,Blue Commerce Offer,A,1114.57,2218557,143743,5557,0.0648,0.01,0.2,active
2026-02-26,meta_ads,Blue Commerce Offer,C,1454.03,1427302,21454,1944,0.015,0.07,0.75,learning
2026-02-27,referral,Blue Commerce Launch,D,1559.91,1274504,87032,4815,0.0683,0.02,0.32,limited
2026-02-27,organic,Blue Commerce Prospecting,C,1431.6,3519812,46491,3879,0.0132,0.03,0.37,active
2026-02-27,linkedin_ads,Blue Commerce Launch,B,1246.34,2595548,52890,4390,0.0204,0.02,0.28,active
2026-02-27,meta_ads,Blue Commerce Prospecting,B,1158.85,1229724,83212,6284,0.0677,0.01,0.18,active
2026-02-28,referral,Blue Commerce Prospecting,A,1701.14,1634445,52243,5279,0.032,0.03,0.32,active
2026-02-28,organic,Blue Commerce Launch,B,1341.14,3314583,190466,8828,0.0575,0.01,0.15,paused
2026-02-28,linkedin_ads,Blue Commerce Brand,C,1449.95,3320753,222808,9340,0.0671,0.01,0.16,active
2026-02-28,meta_ads,Blue Commerce Brand,B,1524.68,3128439,188198,17612,0.0602,0.01,0.09,active
2026-03-01,referral,Blue Commerce Retargeting,C,1416.37,2945031,142001,7865,0.0482,0.01,0.18,active
2026-03-01,organic,Blue Commerce Brand,D,1502.29,3200307,81126,4608,0.0253,0.02,0.33,learning
2026-03-01,linkedin_ads,Blue Commerce Offer,B,1410.27,2637743,100288,7343,0.038,0.01,0.19,active
2026-03-01,meta_ads,Blue Commerce Launch,C,2073.12,3399925,93953,7110,0.0276,0.02,0.29,limited
2026-03-02,referral,Blue Commerce Retargeting,D,1203.22,2339274,42257,1520,0.0181,0.03,0.79,active
2026-03-02,organic,Blue Commerce Offer,B,1233.94,2470393,166137,11910,0.0673,0.01,0.1,active
2026-03-02,linkedin_ads,Blue Commerce Retargeting,B,1609.29,2274987,28745,967,0.0126,0.06,1.66,active
2026-03-02,meta_ads,Blue Commerce Prospecting,B,1166.41,1015346,31286,732,0.0308,0.04,1.59,paused
2026-03-03,referral,Blue Commerce Offer,A,1113.67,2391964,155297,13558,0.0649,0.01,0.08,active
2026-03-03,organic,Blue Commerce Launch,A,1208.62,2697772,167576,3503,0.0621,0.01,0.35,active
2026-03-03,linkedin_ads,Blue Commerce Brand,C,1229.87,1514324,16767,1823,0.0111,0.07,0.67,paused
2026-03-03,meta_ads,Blue Commerce Launch,C,1491.17,2887955,50738,2742,0.0176,0.03,0.54,active
2026-03-04,referral,Blue Commerce Offer,A,1374.03,1982471,27128,2919,0.0137,0.05,0.47,active
2026-03-04,organic,Blue Commerce Offer,B,1042.41,1698308,89208,3692,0.0525,0.01,0.28,active
2026-03-04,linkedin_ads,Blue Commerce Brand,B,1440.47,2637398,119710,2862,0.0454,0.01,0.5,active
2026-03-04,meta_ads,Blue Commerce Retargeting,B,1329.15,2754173,54465,4650,0.0198,0.02,0.29,active
2026-03-05,referral,Blue Commerce Brand,C,1486.04,3448423,113684,9608,0.033,0.01,0.15,limited
2026-03-05,organic,Blue Commerce Brand,D,1569.19,3758005,152189,13951,0.0405,0.01,0.11,active
2026-03-05,linkedin_ads,Blue Commerce Retargeting,B,1350.6,2415779,42973,5135,0.0178,0.03,0.26,active
2026-03-05,meta_ads,Blue Commerce Brand,B,1447.87,2890136,135305,11452,0.0468,0.01,0.13,active
2026-03-06,referral,Blue Commerce Offer,C,1446.35,2214696,154840,17250,0.0699,0.01,0.08,active
2026-03-06,organic,Blue Commerce Launch,A,1320.05,1163657,55035,1849,0.0473,0.02,0.71,paused
