order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0025_ord_00001,2026-03-22,85163d39295d,annual subscription,CAD,749.85,20,tiktok_ads,paid,bank_transfer
cli_0025_ord_00002,2026-04-15,658d2d6e0012,annual subscription,CAD,1872.81,10,direct,paid,wallet
cli_0025_ord_00003,2025-12-04,beb501ded5ad,audit package,CAD,1542.9,0,linkedin_ads,paid,paypal
cli_0025_ord_00004,2026-01-30,b033e3e00be2,service retainer,CAD,2344.31,10,direct,paid,paypal
cli_0025_ord_00005,2026-03-12,302e6437b493,pro plan,CAD,2312.08,0,direct,paid,upi
cli_0025_ord_00006,2025-11-14,756a64c0ca97,annual subscription,CAD,316.3,20,tiktok_ads,paid,wallet
cli_0025_ord_00007,2026-01-16,5ca7179fe2cf,membership,CAD,520.32,25,linkedin_ads,paid,bank_transfer
cli_0025_ord_00008,2026-01-06,642aec24d421,premium bundle,CAD,739.33,0,linkedin_ads,paid,wallet
cli_0025_ord_00009,2026-02-06,f78cf5b2f5b1,premium bundle,CAD,1409.63,25,email,paid,bank_transfer
cli_0025_ord_00010,2026-02-16,6ec7dce266f6,starter plan,CAD,2263.18,15,google_ads,paid,bank_transfer
cli_0025_ord_00011,2026-03-30,44d2f233076b,audit package,CAD,438.86,10,direct,paid,paypal
cli_0025_ord_00012,2025-12-04,c34f18caf829,pro plan,CAD,1516.08,0,direct,paid,paypal
cli_0025_ord_00013,2026-01-06,9619058f86ed,service retainer,CAD,1678.25,10,google_ads,paid,wallet
cli_0025_ord_00014,2026-04-10,196a88c68195,service retainer,CAD,2088.7,20,direct,paid,bank_transfer
cli_0025_ord_00015,2025-11-19,2b7e44d65eab,premium bundle,CAD,1747.49,15,email,paid,paypal
cli_0025_ord_00016,2025-12-15,d90f14d1c6f5,service retainer,CAD,2353.06,15,tiktok_ads,paid,upi
cli_0025_ord_00017,2026-04-23,5b8ca6ddf011,pro plan,CAD,2061.94,15,direct,refunded,paypal
cli_0025_ord_00018,2025-12-01,ed251e1f94ef,service retainer,CAD,1338.88,20,email,refunded,wallet
cli_0025_ord_00019,2026-01-30,ed9ab084d97e,audit package,CAD,2155.62,5,tiktok_ads,paid,card
cli_0025_ord_00020,2025-10-27,ebbfbbce64f9,starter plan,CAD,2110.2,25,email,paid,wallet
cli_0025_ord_00021,2026-03-28,96ebf3990115,annual subscription,CAD,1884.1,10,linkedin_ads,paid,card
cli_0025_ord_00022,2026-01-09,1888f93a767a,starter plan,CAD,979.79,25,email,paid,paypal
cli_0025_ord_00023,2025-11-24,8abc0f493c01,pro plan,CAD,599.54,25,tiktok_ads,paid,bank_transfer
cli_0025_ord_00024,2026-01-26,3edc0768547d,premium bundle,CAD,2254.6,10,linkedin_ads,paid,upi
cli_0025_ord_00025,2025-12-21,503917bf3c04,pro plan,CAD,2066.62,0,google_ads,paid,wallet
cli_0025_ord_00026,2026-03-18,af650da859d5,service retainer,CAD,1441.78,5,tiktok_ads,pending,card
cli_0025_ord_00027,2025-12-01,019f1d36f42a,audit package,CAD,477.98,15,google_ads,paid,paypal
cli_0025_ord_00028,2026-01-26,83c4b197a2b2,annual subscription,CAD,123.63,15,tiktok_ads,paid,paypal
cli_0025_ord_00029,2025-10-30,8dac1488d396,membership,CAD,914.44,0,linkedin_ads,paid,card
cli_0025_ord_00030,2026-01-26,596bd920b981,starter plan,CAD,2173.2,20,google_ads,refunded,wallet
cli_0025_ord_00031,2025-12-09,76fcb9da0d9c,annual subscription,CAD,2373.15,10,google_ads,paid,upi
cli_0025_ord_00032,2025-12-11,8b39072b2add,starter plan,CAD,1765.78,25,linkedin_ads,paid,bank_transfer
cli_0025_ord_00033,2026-02-14,06c1ec5d03f9,pro plan,CAD,1822.6,5,tiktok_ads,paid,paypal
cli_0025_ord_00034,2026-01-12,ceec3c3c227d,premium bundle,CAD,1842.31,15,direct,paid,wallet
cli_0025_ord_00035,2025-11-04,0fca629f9822,starter plan,CAD,710.98,0,google_ads,paid,card
cli_0025_ord_00036,2026-01-19,d3c03cfc9ad0,pro plan,CAD,156.39,15,email,refunded,bank_transfer
cli_0025_ord_00037,2026-03-03,c4b6e6db51b9,membership,CAD,50.27,0,tiktok_ads,pending,card
cli_0025_ord_00038,2025-11-24,f7cd3145325a,audit package,CAD,2236.2,20,direct,paid,paypal
cli_0025_ord_00039,2026-02-19,febe18c4a943,pro plan,CAD,1329.93,10,tiktok_ads,pending,paypal
cli_0025_ord_00040,2026-04-20,73bae326078a,pro plan,CAD,2036.21,25,linkedin_ads,paid,upi
cli_0025_ord_00041,2026-02-19,47b47b600152,annual subscription,CAD,2039.21,25,google_ads,paid,card
cli_0025_ord_00042,2026-04-01,1ef9214a2451,pro plan,CAD,1120.79,0,linkedin_ads,paid,wallet
cli_0025_ord_00043,2025-11-15,45271aeed92c,audit package,CAD,705.06,20,direct,paid,card
cli_0025_ord_00044,2026-03-16,c797ec7b1ba4,pro plan,CAD,437.0,10,tiktok_ads,paid,wallet
cli_0025_ord_00045,2025-11-19,a04443856b3a,pro plan,CAD,1491.48,25,google_ads,paid,card
cli_0025_ord_00046,2025-11-16,c7e97e13fe3c,service retainer,CAD,388.97,25,google_ads,paid,paypal
