date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,linkedin_ads,Vertex Works Offer,B,1780.09,4181773,51913,3255,0.0124,0.03,0.55,active
2026-02-24,organic,Vertex Works Brand,C,1331.94,2051672,138862,3262,0.0677,0.01,0.41,active
2026-02-24,tiktok_ads,Vertex Works Prospecting,A,2079.75,3567808,78686,9431,0.0221,0.03,0.22,limited
2026-02-24,direct,Vertex Works Prospecting,D,2248.0,5322585,342710,34705,0.0644,0.01,0.06,active
2026-02-24,referral,Vertex Works Brand,B,1099.67,1002329,16616,1839,0.0166,0.07,0.6,active
2026-02-25,linkedin_ads,Vertex Works Prospecting,C,1539.95,2177778,72082,4582,0.0331,0.02,0.34,paused
2026-02-25,organic,Vertex Works Prospecting,D,2383.61,5272872,312571,31061,0.0593,0.01,0.08,active
2026-02-25,tiktok_ads,Vertex Works Prospecting,A,2439.52,5048772,287642,15132,0.057,0.01,0.16,active
2026-02-25,direct,Vertex Works Launch,A,2128.33,2396362,89645,6037,0.0374,0.02,0.35,active
2026-02-25,referral,Vertex Works Retargeting,B,2255.51,3817064,82298,2427,0.0216,0.03,0.93,active
2026-02-26,linkedin_ads,Vertex Works Brand,D,2165.84,5201388,212467,22222,0.0408,0.01,0.1,learning
2026-02-26,organic,Vertex Works Launch,A,2171.96,4776698,128813,13189,0.027,0.02,0.16,active
2026-02-26,tiktok_ads,Vertex Works Offer,C,2169.14,2174144,68904,8226,0.0317,0.03,0.26,learning
2026-02-26,direct,Vertex Works Prospecting,C,1684.57,1810773,78331,2582,0.0433,0.02,0.65,learning
2026-02-26,referral,Vertex Works Brand,B,2521.8,2275118,145422,7035,0.0639,0.02,0.36,limited
2026-02-27,linkedin_ads,Vertex Works Offer,B,1682.58,1664627,26318,2674,0.0158,0.06,0.63,paused
2026-02-27,organic,Vertex Works Prospecting,A,2238.49,3910731,88099,7284,0.0225,0.03,0.31,paused
2026-02-27,tiktok_ads,Vertex Works Brand,B,2272.72,2322064,129555,7762,0.0558,0.02,0.29,active
2026-02-27,direct,Vertex Works Retargeting,C,2471.99,3241234,187542,6658,0.0579,0.01,0.37,active
2026-02-27,referral,Vertex Works Retargeting,B,2315.52,3591265,146895,13513,0.0409,0.02,0.17,active
2026-02-28,linkedin_ads,Vertex Works Retargeting,B,2259.26,2136744,135891,6123,0.0636,0.02,0.37,active
2026-02-28,organic,Vertex Works Brand,B,2577.13,5718940,224738,21180,0.0393,0.01,0.12,active
2026-02-28,tiktok_ads,Vertex Works Brand,D,2352.73,2672663,94128,3466,0.0352,0.02,0.68,active
2026-02-28,direct,Vertex Works Retargeting,A,1808.82,2245273,46539,3827,0.0207,0.04,0.47,active
2026-02-28,referral,Vertex Works Offer,A,2278.31,2154634,105636,5217,0.049,0.02,0.44,active
2026-03-01,linkedin_ads,Vertex Works Brand,C,1831.42,2047496,48050,4519,0.0235,0.04,0.41,limited
