order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0004_ord_00001,2026-02-11,3eea5051130f,premium bundle,AED,1548.41,15,direct,paid,bank_transfer
cli_0004_ord_00002,2025-10-28,cc4d13f0ee0b,service retainer,AED,1087.94,25,tiktok_ads,paid,wallet
cli_0004_ord_00003,2025-12-29,ce0736b99d5c,service retainer,AED,1982.21,25,organic,paid,card
cli_0004_ord_00004,2026-02-11,1147f582a685,starter plan,AED,1305.94,20,email,paid,upi
cli_0004_ord_00005,2026-02-05,c35d50c1cf29,membership,AED,2232.6,5,tiktok_ads,paid,card
cli_0004_ord_00006,2025-11-05,3ec5bb6ac100,membership,AED,2084.29,20,email,paid,paypal
cli_0004_ord_00007,2026-02-01,d32f8e338711,premium bundle,AED,1024.58,25,email,pending,paypal
cli_0004_ord_00008,2026-04-15,62f150741e8c,service retainer,AED,829.91,20,organic,paid,upi
cli_0004_ord_00009,2026-03-24,c9c8ef51d7d4,membership,AED,1654.76,25,referral,paid,wallet
cli_0004_ord_00010,2025-12-24,7b0b7c2d98b2,membership,AED,2161.22,10,organic,paid,wallet
cli_0004_ord_00011,2025-11-12,f2c54f1e577f,audit package,AED,116.82,10,organic,paid,paypal
cli_0004_ord_00012,2025-12-18,f38b99e6835c,membership,AED,1122.68,20,direct,paid,paypal
cli_0004_ord_00013,2026-03-23,56550cc2f762,starter plan,AED,1105.89,5,direct,paid,wallet
cli_0004_ord_00014,2025-12-07,fd85eff83493,pro plan,AED,1656.3,15,tiktok_ads,paid,wallet
cli_0004_ord_00015,2026-01-20,795c769c1b2d,annual subscription,AED,1778.32,20,direct,paid,card
cli_0004_ord_00016,2026-03-29,2c83d1908644,starter plan,AED,648.9,20,referral,paid,bank_transfer
cli_0004_ord_00017,2026-03-01,ab2ed5cb9259,starter plan,AED,1480.7,20,email,paid,paypal
cli_0004_ord_00018,2026-01-25,e4c55cfe5eaf,premium bundle,AED,137.6,5,organic,paid,wallet
cli_0004_ord_00019,2025-11-03,8dafa2370b20,membership,AED,128.48,0,direct,paid,paypal
cli_0004_ord_00020,2025-11-02,def0afcf40ca,starter plan,AED,2123.67,0,organic,paid,card
cli_0004_ord_00021,2025-11-27,ff55679efb00,membership,AED,1372.78,15,email,paid,card
cli_0004_ord_00022,2025-11-13,862c67d1f872,service retainer,AED,1762.77,5,tiktok_ads,paid,paypal
cli_0004_ord_00023,2026-01-28,8783a06683fb,audit package,AED,141.67,25,organic,paid,wallet
cli_0004_ord_00024,2025-12-15,092d9cccde3f,premium bundle,AED,194.11,10,direct,paid,card
cli_0004_ord_00025,2026-02-19,94c7ddb62e46,pro plan,AED,642.39,5,organic,refunded,upi
cli_0004_ord_00026,2026-02-28,fe50b566a7cd,pro plan,AED,842.65,25,referral,paid,card
cli_0004_ord_00027,2025-11-17,372ed00946c2,audit package,AED,1748.55,0,email,refunded,upi
cli_0004_ord_00028,2025-11-29,c489d213f3a9,audit package,AED,1106.32,5,referral,paid,bank_transfer
cli_0004_ord_00029,2026-03-19,4cf00e01be96,membership,AED,2074.32,25,email,paid,wallet
cli_0004_ord_00030,2025-11-24,9f0b0558d32f,starter plan,AED,2002.84,25,organic,refunded,card
cli_0004_ord_00031,2026-03-10,31fc7231fab6,annual subscription,AED,1187.06,5,direct,paid,bank_transfer
cli_0004_ord_00032,2026-02-25,ae3839878f1f,annual subscription,AED,2187.43,20,email,paid,wallet
cli_0004_ord_00033,2025-11-29,262f967293a8,audit package,AED,611.46,25,referral,paid,paypal
cli_0004_ord_00034,2026-03-28,5bf6825f0f09,service retainer,AED,257.6,25,organic,pending,upi
cli_0004_ord_00035,2025-12-12,58e8f51137b3,audit package,AED,1963.39,10,email,paid,paypal
cli_0004_ord_00036,2026-02-22,c3ec03241ec0,starter plan,AED,934.6,5,email,paid,wallet
cli_0004_ord_00037,2025-12-04,1eb22b3aff41,annual subscription,AED,1829.68,15,organic,paid,bank_transfer
cli_0004_ord_00038,2025-11-17,4bd51f58c9ae,annual subscription,AED,1687.41,5,tiktok_ads,paid,paypal
cli_0004_ord_00039,2026-04-03,0574962f278f,starter plan,AED,1821.86,15,referral,paid,wallet
cli_0004_ord_00040,2025-10-29,04046173b25b,starter plan,AED,51.42,0,email,paid,bank_transfer
