payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0003_pay_0001,cli_0003_inv_0001,2025-11-28,AUD,11774.87,bank_transfer,settled
cli_0003_pay_0002,cli_0003_inv_0002,2026-02-21,AUD,9856.33,paypal,settled
cli_0003_pay_0004,cli_0003_inv_0004,2026-04-22,AUD,5499.75,card,settled
cli_0003_pay_0005,cli_0003_inv_0005,2026-04-05,AUD,6716.14,bank_transfer,settled
cli_0003_pay_0009,cli_0003_inv_0009,2026-04-10,AUD,10334.57,bank_transfer,settled
cli_0003_pay_0010,cli_0003_inv_0010,2026-01-25,AUD,11075.31,paypal,settled
cli_0003_pay_0011,cli_0003_inv_0011,2026-03-02,AUD,8808.75,upi,settled
cli_0003_pay_0012,cli_0003_inv_0012,2025-11-25,AUD,5348.44,bank_transfer,settled
cli_0003_pay_0013,cli_0003_inv_0013,2026-03-25,AUD,9681.26,paypal,settled
cli_0003_pay_0014,cli_0003_inv_0014,2026-03-22,AUD,6709.55,card,settled
cli_0003_pay_0016,cli_0003_inv_0016,2026-03-23,AUD,7793.11,bank_transfer,settled
cli_0003_pay_0018,cli_0003_inv_0018,2026-03-25,AUD,11906.26,paypal,settled
cli_0003_pay_0019,cli_0003_inv_0019,2026-04-23,AUD,4810.47,bank_transfer,settled
cli_0003_pay_0021,cli_0003_inv_0021,2026-02-19,AUD,10050.03,upi,settled
cli_0003_pay_0022,cli_0003_inv_0022,2025-12-29,AUD,10871.01,card,settled
cli_0003_pay_0023,cli_0003_inv_0023,2026-03-09,AUD,6568.78,upi,settled
cli_0003_pay_0024,cli_0003_inv_0024,2026-03-28,AUD,4756.78,upi,settled
cli_0003_pay_0025,cli_0003_inv_0025,2025-12-23,AUD,1384.04,upi,settled
cli_0003_pay_0026,cli_0003_inv_0026,2026-02-15,AUD,3286.53,bank_transfer,settled
cli_0003_pay_0028,cli_0003_inv_0028,2026-02-28,AUD,11937.57,bank_transfer,settled
cli_0003_pay_0029,cli_0003_inv_0029,2026-04-13,AUD,2589.26,paypal,settled
cli_0003_pay_0030,cli_0003_inv_0030,2026-04-24,AUD,9050.71,bank_transfer,settled
cli_0003_pay_0033,cli_0003_inv_0033,2026-01-04,AUD,8012.48,card,settled
cli_0003_pay_0035,cli_0003_inv_0035,2026-01-04,AUD,557.49,card,settled
cli_0003_pay_0036,cli_0003_inv_0036,2026-03-12,AUD,8306.9,paypal,settled
cli_0003_pay_0037,cli_0003_inv_0037,2026-01-07,AUD,5359.85,paypal,settled
cli_0003_pay_0038,cli_0003_inv_0038,2025-12-23,AUD,11741.74,paypal,settled
cli_0003_pay_0040,cli_0003_inv_0040,2026-02-15,AUD,8492.15,bank_transfer,settled
cli_0003_pay_0041,cli_0003_inv_0041,2026-04-13,AUD,498.78,paypal,settled
cli_0003_pay_0042,cli_0003_inv_0042,2026-04-13,AUD,1926.6,paypal,settled
cli_0003_pay_0043,cli_0003_inv_0043,2025-12-08,AUD,10352.31,bank_transfer,settled
cli_0003_pay_0045,cli_0003_inv_0045,2026-01-22,AUD,9947.7,bank_transfer,settled
cli_0003_pay_0046,cli_0003_inv_0046,2026-02-18,AUD,3378.46,card,settled
cli_0003_pay_0047,cli_0003_inv_0047,2026-04-21,AUD,9454.11,paypal,settled
cli_0003_pay_0049,cli_0003_inv_0049,2026-01-08,AUD,5138.23,card,settled
cli_0003_pay_0050,cli_0003_inv_0050,2025-12-01,AUD,4035.97,bank_transfer,settled
cli_0003_pay_0051,cli_0003_inv_0051,2026-03-08,AUD,1354.8,upi,settled
cli_0003_pay_0052,cli_0003_inv_0052,2026-03-04,AUD,9189.92,upi,settled
cli_0003_pay_0053,cli_0003_inv_0053,2025-12-11,AUD,10112.62,upi,settled
cli_0003_pay_0055,cli_0003_inv_0055,2026-01-07,AUD,11978.94,upi,settled
