payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0013_pay_0001,cli_0013_inv_0001,2026-03-10,EUR,5711.9,card,settled
cli_0013_pay_0003,cli_0013_inv_0003,2025-12-26,EUR,5371.13,paypal,settled
cli_0013_pay_0004,cli_0013_inv_0004,2026-02-06,EUR,3112.78,paypal,settled
cli_0013_pay_0006,cli_0013_inv_0006,2026-04-11,EUR,7476.57,card,settled
cli_0013_pay_0007,cli_0013_inv_0007,2026-02-05,EUR,5791.22,card,settled
cli_0013_pay_0008,cli_0013_inv_0008,2025-12-28,EUR,9979.3,bank_transfer,settled
cli_0013_pay_0010,cli_0013_inv_0010,2026-03-21,EUR,11402.72,paypal,settled
cli_0013_pay_0011,cli_0013_inv_0011,2026-01-08,EUR,4454.07,paypal,settled
cli_0013_pay_0013,cli_0013_inv_0013,2025-12-12,EUR,638.94,bank_transfer,settled
cli_0013_pay_0014,cli_0013_inv_0014,2025-12-16,EUR,11740.76,card,settled
cli_0013_pay_0015,cli_0013_inv_0015,2026-01-05,EUR,9820.89,upi,settled
cli_0013_pay_0017,cli_0013_inv_0017,2026-03-01,EUR,260.23,paypal,settled
cli_0013_pay_0018,cli_0013_inv_0018,2026-04-18,EUR,7226.31,card,settled
cli_0013_pay_0019,cli_0013_inv_0019,2026-03-15,EUR,5679.72,bank_transfer,settled
cli_0013_pay_0020,cli_0013_inv_0020,2026-03-31,EUR,2327.62,upi,settled
cli_0013_pay_0022,cli_0013_inv_0022,2026-01-15,EUR,11109.66,bank_transfer,settled
cli_0013_pay_0023,cli_0013_inv_0023,2026-01-23,EUR,7012.23,upi,settled
cli_0013_pay_0024,cli_0013_inv_0024,2026-01-20,EUR,9979.55,card,settled
cli_0013_pay_0026,cli_0013_inv_0026,2026-03-29,EUR,547.81,bank_transfer,settled
cli_0013_pay_0028,cli_0013_inv_0028,2026-04-01,EUR,3586.41,card,settled
cli_0013_pay_0029,cli_0013_inv_0029,2026-03-24,EUR,3714.38,paypal,settled
cli_0013_pay_0030,cli_0013_inv_0030,2026-02-18,EUR,5696.4,card,settled
cli_0013_pay_0031,cli_0013_inv_0031,2026-02-18,EUR,5234.97,paypal,settled
cli_0013_pay_0034,cli_0013_inv_0034,2026-02-22,EUR,6410.5,upi,settled
cli_0013_pay_0035,cli_0013_inv_0035,2026-01-26,EUR,5304.44,card,settled
cli_0013_pay_0036,cli_0013_inv_0036,2026-02-12,EUR,4096.26,bank_transfer,settled
cli_0013_pay_0037,cli_0013_inv_0037,2026-04-24,EUR,9033.92,upi,settled
cli_0013_pay_0038,cli_0013_inv_0038,2026-02-02,EUR,6199.46,upi,settled
cli_0013_pay_0039,cli_0013_inv_0039,2025-12-29,EUR,8645.37,upi,settled
cli_0013_pay_0040,cli_0013_inv_0040,2026-01-02,EUR,3884.17,card,settled
cli_0013_pay_0044,cli_0013_inv_0044,2025-11-28,EUR,7689.81,bank_transfer,settled
cli_0013_pay_0045,cli_0013_inv_0045,2026-01-23,EUR,6686.19,upi,settled
cli_0013_pay_0046,cli_0013_inv_0046,2026-01-24,EUR,7105.66,upi,settled
cli_0013_pay_0049,cli_0013_inv_0049,2025-12-13,EUR,238.31,paypal,settled
cli_0013_pay_0050,cli_0013_inv_0050,2025-12-12,EUR,8554.7,upi,settled
cli_0013_pay_0051,cli_0013_inv_0051,2026-03-01,EUR,3514.39,upi,settled
cli_0013_pay_0052,cli_0013_inv_0052,2026-03-24,EUR,1587.59,card,settled
cli_0013_pay_0053,cli_0013_inv_0053,2026-04-19,EUR,8236.96,bank_transfer,settled
cli_0013_pay_0054,cli_0013_inv_0054,2025-12-24,EUR,6232.19,card,settled
cli_0013_pay_0055,cli_0013_inv_0055,2026-02-05,EUR,8077.35,card,settled
