payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0022_pay_0002,cli_0022_inv_0002,2026-03-07,USD,6914.25,card,settled
cli_0022_pay_0003,cli_0022_inv_0003,2026-02-11,USD,3501.41,paypal,settled
cli_0022_pay_0004,cli_0022_inv_0004,2026-03-11,USD,4746.67,paypal,settled
cli_0022_pay_0005,cli_0022_inv_0005,2026-01-12,USD,7736.12,upi,settled
cli_0022_pay_0007,cli_0022_inv_0007,2025-11-25,USD,1173.77,bank_transfer,settled
cli_0022_pay_0009,cli_0022_inv_0009,2026-01-03,USD,2209.63,paypal,settled
cli_0022_pay_0011,cli_0022_inv_0011,2025-12-22,USD,8894.85,upi,settled
cli_0022_pay_0012,cli_0022_inv_0012,2026-01-03,USD,239.17,paypal,settled
cli_0022_pay_0014,cli_0022_inv_0014,2026-04-17,USD,11214.39,upi,settled
cli_0022_pay_0015,cli_0022_inv_0015,2025-12-07,USD,7521.01,upi,settled
cli_0022_pay_0017,cli_0022_inv_0017,2026-03-16,USD,6611.28,card,settled
cli_0022_pay_0019,cli_0022_inv_0019,2025-12-17,USD,8449.65,card,settled
cli_0022_pay_0020,cli_0022_inv_0020,2025-12-29,USD,593.42,bank_transfer,settled
cli_0022_pay_0022,cli_0022_inv_0022,2025-12-05,USD,4119.97,paypal,settled
cli_0022_pay_0025,cli_0022_inv_0025,2026-01-22,USD,8476.94,paypal,settled
cli_0022_pay_0026,cli_0022_inv_0026,2026-04-05,USD,11479.48,upi,settled
cli_0022_pay_0027,cli_0022_inv_0027,2026-03-15,USD,5656.51,upi,settled
cli_0022_pay_0028,cli_0022_inv_0028,2026-02-15,USD,415.3,paypal,settled
cli_0022_pay_0029,cli_0022_inv_0029,2026-03-03,USD,9015.84,upi,settled
cli_0022_pay_0031,cli_0022_inv_0031,2026-02-05,USD,5676.55,bank_transfer,settled
cli_0022_pay_0032,cli_0022_inv_0032,2025-12-05,USD,1827.98,paypal,settled
cli_0022_pay_0036,cli_0022_inv_0036,2026-02-07,USD,4503.06,card,settled
cli_0022_pay_0037,cli_0022_inv_0037,2026-01-02,USD,9469.26,card,settled
cli_0022_pay_0039,cli_0022_inv_0039,2026-02-06,USD,7508.73,paypal,settled
cli_0022_pay_0040,cli_0022_inv_0040,2026-01-29,USD,10821.54,bank_transfer,settled
cli_0022_pay_0044,cli_0022_inv_0044,2026-01-31,USD,4465.76,card,settled
cli_0022_pay_0045,cli_0022_inv_0045,2026-02-16,USD,1460.78,paypal,settled
cli_0022_pay_0046,cli_0022_inv_0046,2026-01-31,USD,8416.57,card,settled
cli_0022_pay_0047,cli_0022_inv_0047,2026-03-19,USD,5752.46,bank_transfer,settled
cli_0022_pay_0048,cli_0022_inv_0048,2026-04-04,USD,7496.07,paypal,settled
cli_0022_pay_0049,cli_0022_inv_0049,2026-02-26,USD,3560.6,card,settled
cli_0022_pay_0051,cli_0022_inv_0051,2025-12-29,USD,280.88,card,settled
cli_0022_pay_0052,cli_0022_inv_0052,2026-03-17,USD,11162.59,paypal,settled
cli_0022_pay_0055,cli_0022_inv_0055,2026-03-15,USD,7085.9,upi,settled
cli_0022_pay_0057,cli_0022_inv_0057,2026-01-28,USD,2857.24,bank_transfer,settled
cli_0022_pay_0058,cli_0022_inv_0058,2026-04-15,USD,10941.72,card,settled
cli_0022_pay_0060,cli_0022_inv_0060,2026-03-18,USD,3307.86,bank_transfer,settled
