session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0014_0_0,2026-02-24,d9eb3e31d5fb,meta,desktop,UAE,/blog/guide,970,0
s_cli_0014_0_1,2026-02-24,23328b14feff,organic,tablet,Australia,/contact,1094,0
s_cli_0014_0_2,2026-02-24,ec8afbde1c7d,meta,mobile,United Kingdom,/product,472,1
s_cli_0014_0_3,2026-02-24,791822a46104,organic,mobile,United Kingdom,/blog/guide,305,0
s_cli_0014_0_4,2026-02-24,dfeb18f28d39,organic,desktop,UAE,/contact,37,0
s_cli_0014_0_5,2026-02-24,e66330367f5d,meta,mobile,India,/,500,1
s_cli_0014_0_6,2026-02-24,177412bfa292,direct,desktop,Canada,/pricing,1077,1
s_cli_0014_0_7,2026-02-24,4b03daea1d35,meta,mobile,United Kingdom,/contact,22,0
s_cli_0014_0_8,2026-02-24,2a1a6240d192,google,desktop,United Kingdom,/contact,479,0
s_cli_0014_0_9,2026-02-24,fd0075ed8427,direct,desktop,Canada,/pricing,1422,0
s_cli_0014_0_10,2026-02-24,40cf4a6af17e,meta,mobile,United States,/contact,1222,0
s_cli_0014_0_11,2026-02-24,e6b7d694528b,google,mobile,India,/product,543,0
s_cli_0014_0_12,2026-02-24,244101aaf6b0,direct,mobile,Canada,/product,1259,0
s_cli_0014_0_13,2026-02-24,053e732ea738,direct,mobile,UAE,/blog/guide,1626,0
s_cli_0014_0_14,2026-02-24,3f2439b781fa,direct,mobile,Canada,/blog/guide,404,0
s_cli_0014_0_15,2026-02-24,781863db351f,organic,mobile,Canada,/,1346,1
s_cli_0014_0_16,2026-02-24,0fbc3f058a4d,organic,mobile,Canada,/,445,0
s_cli_0014_0_17,2026-02-24,0f913d5d7acb,google,mobile,Australia,/product,1146,0
s_cli_0014_0_18,2026-02-24,cc24a8cfdaed,meta,mobile,United Kingdom,/,91,0
s_cli_0014_0_19,2026-02-24,7ffc8d736bce,google,desktop,UAE,/blog/guide,958,1
s_cli_0014_0_20,2026-02-24,2a522284e7bb,meta,mobile,United Kingdom,/pricing,187,1
s_cli_0014_0_21,2026-02-24,cd689d4ca18a,google,desktop,Australia,/blog/guide,1132,0
s_cli_0014_0_22,2026-02-24,97f936090b2d,google,desktop,Australia,/contact,1606,0
s_cli_0014_0_23,2026-02-24,073e8095e8c7,google,mobile,United Kingdom,/product,625,0
s_cli_0014_0_24,2026-02-24,39f5ef0219fe,google,mobile,United Kingdom,/contact,1185,0
s_cli_0014_0_25,2026-02-24,1da03ce6cf79,referral,mobile,United Kingdom,/contact,410,0
s_cli_0014_0_26,2026-02-24,5eeed66cfff5,direct,mobile,United States,/pricing,1525,0
s_cli_0014_0_27,2026-02-24,bad27c38f308,organic,desktop,Australia,/contact,84,0
s_cli_0014_0_28,2026-02-24,0b74c7bbacda,direct,tablet,Australia,/contact,315,0
s_cli_0014_0_29,2026-02-24,39dfdfdbc861,direct,mobile,Canada,/blog/guide,779,0
s_cli_0014_0_30,2026-02-24,681114554808,direct,desktop,UAE,/pricing,1507,0
s_cli_0014_0_31,2026-02-24,8aee4bc43ce6,google,mobile,UAE,/blog/guide,309,0
s_cli_0014_0_32,2026-02-24,d8faf8566dd8,google,mobile,India,/contact,1442,0
s_cli_0014_0_33,2026-02-24,e6ae562c5163,google,desktop,United Kingdom,/pricing,1382,0
s_cli_0014_0_34,2026-02-24,40547237e984,meta,mobile,UAE,/pricing,1434,1
s_cli_0014_0_35,2026-02-24,1c5a0a39d44f,meta,tablet,Canada,/blog/guide,315,0
s_cli_0014_0_36,2026-02-24,0265eb4c3b6f,direct,desktop,United States,/blog/guide,1014,0
s_cli_0014_0_37,2026-02-24,376029c73f8d,meta,tablet,Canada,/pricing,99,0
s_cli_0014_0_38,2026-02-24,4ea1c5a5524d,google,desktop,United States,/blog/guide,1640,0
s_cli_0014_0_39,2026-02-24,6fb7981e2d07,referral,mobile,UAE,/contact,1324,0
s_cli_0014_0_40,2026-02-24,203d6088b94b,referral,desktop,United Kingdom,/blog/guide,652,0
s_cli_0014_0_41,2026-02-24,25170adb8a6c,organic,desktop,Canada,/,764,0
s_cli_0014_0_42,2026-02-24,99137fc4cb25,direct,tablet,Australia,/contact,383,0
s_cli_0014_0_43,2026-02-24,9c96989f929e,google,tablet,UAE,/contact,1213,0
s_cli_0014_0_44,2026-02-24,9142ddd453a2,referral,tablet,UAE,/product,953,0
s_cli_0014_0_45,2026-02-24,86e73413dc94,referral,tablet,United States,/blog/guide,1631,0
s_cli_0014_0_46,2026-02-24,45ee642f78b6,google,desktop,Australia,/product,1415,0
s_cli_0014_0_47,2026-02-24,1d3089859ff3,meta,desktop,United States,/,417,0
s_cli_0014_0_48,2026-02-24,4af6ef74647d,direct,mobile,UAE,/pricing,826,0
s_cli_0014_0_49,2026-02-24,50623a77d29a,google,mobile,United States,/contact,1183,0
s_cli_0014_0_50,2026-02-24,4058083adea7,google,tablet,United States,/,663,1
s_cli_0014_0_51,2026-02-24,df134f51c99c,referral,mobile,United States,/product,1171,0
s_cli_0014_0_52,2026-02-24,87eff0388a54,organic,mobile,India,/product,1616,0
s_cli_0014_0_53,2026-02-24,ee7003ac7238,meta,desktop,United States,/product,588,0
s_cli_0014_0_54,2026-02-24,a5e5599524c3,direct,desktop,UAE,/pricing,1739,1
s_cli_0014_0_55,2026-02-24,d6ea0d739af6,referral,desktop,United States,/,1339,0
s_cli_0014_0_56,2026-02-24,f3d1fc236443,google,tablet,India,/contact,1792,0
s_cli_0014_0_57,2026-02-24,5abe8905c2b1,direct,tablet,Canada,/contact,1344,0
s_cli_0014_0_58,2026-02-24,f3d54cd0ecee,meta,mobile,India,/product,98,1
s_cli_0014_0_59,2026-02-24,760d464c7008,google,desktop,United Kingdom,/contact,1757,0
s_cli_0014_0_60,2026-02-24,10e44029ecf4,referral,mobile,United Kingdom,/pricing,671,0
s_cli_0014_0_61,2026-02-24,bb6aaffb33bc,organic,desktop,UAE,/,1300,0
s_cli_0014_0_62,2026-02-24,da6cfbc7d15b,meta,mobile,Australia,/contact,735,0
s_cli_0014_0_63,2026-02-24,850b546fbb7b,google,tablet,UAE,/contact,178,0
s_cli_0014_0_64,2026-02-24,d30ac0975059,google,tablet,Canada,/blog/guide,97,0
s_cli_0014_0_65,2026-02-24,dd8219ddf05c,direct,mobile,United States,/blog/guide,1423,0
s_cli_0014_0_66,2026-02-24,d71c22cb7e6d,google,tablet,UAE,/pricing,569,0
s_cli_0014_0_67,2026-02-24,dcd192c9a14a,organic,desktop,United States,/,1085,0
