date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,google_ads,Urban Works Prospecting,B,117.0,268976,3322,355,0.0124,0.04,0.33,learning
2026-02-24,direct,Urban Works Brand,C,246.69,302855,12138,941,0.0401,0.02,0.26,paused
2026-02-24,tiktok_ads,Urban Works Brand,C,137.95,123357,7858,855,0.0637,0.02,0.16,active
2026-02-24,organic,Urban Works Launch,C,176.67,301771,20944,419,0.0694,0.01,0.42,learning
2026-02-25,google_ads,Urban Works Offer,B,160.52,178393,10667,862,0.0598,0.02,0.19,active
2026-02-25,direct,Urban Works Brand,A,174.59,434236,16745,1354,0.0386,0.01,0.13,active
2026-02-25,tiktok_ads,Urban Works Offer,A,155.3,212758,13103,965,0.0616,0.01,0.16,active
2026-02-25,organic,Urban Works Offer,D,135.28,121942,6759,191,0.0554,0.02,0.71,learning
2026-02-26,google_ads,Urban Works Brand,C,181.58,170913,5253,448,0.0307,0.03,0.41,learning
2026-02-26,direct,Urban Works Prospecting,B,185.03,238592,7465,102,0.0313,0.02,1.81,active
2026-02-26,tiktok_ads,Urban Works Prospecting,C,137.86,252491,8265,866,0.0327,0.02,0.16,active
2026-02-26,organic,Urban Works Brand,D,179.67,145419,7075,300,0.0487,0.03,0.6,active
2026-02-27,google_ads,Urban Works Retargeting,C,104.41,103126,2709,270,0.0263,0.04,0.39,limited
2026-02-27,direct,Urban Works Offer,A,189.23,276818,17867,1806,0.0645,0.01,0.1,active
2026-02-27,tiktok_ads,Urban Works Prospecting,A,184.64,442821,15247,1131,0.0344,0.01,0.16,limited
2026-02-27,organic,Urban Works Offer,A,264.63,246672,5754,397,0.0233,0.05,0.67,learning
2026-02-28,google_ads,Urban Works Retargeting,B,167.92,215981,3364,232,0.0156,0.05,0.72,active
2026-02-28,direct,Urban Works Offer,B,202.43,265075,11956,401,0.0451,0.02,0.5,active
2026-02-28,tiktok_ads,Urban Works Launch,B,167.11,146388,8016,557,0.0548,0.02,0.3,active
2026-02-28,organic,Urban Works Prospecting,B,141.23,287339,18259,817,0.0635,0.01,0.17,active
2026-03-01,google_ads,Urban Works Brand,D,109.99,182323,8409,886,0.0461,0.01,0.12,active
2026-03-01,direct,Urban Works Offer,A,159.14,382483,8054,444,0.0211,0.02,0.36,active
2026-03-01,tiktok_ads,Urban Works Prospecting,C,228.95,414265,9911,529,0.0239,0.02,0.43,active
2026-03-01,organic,Urban Works Retargeting,C,168.23,139007,4974,259,0.0358,0.03,0.65,learning
2026-03-02,google_ads,Urban Works Brand,A,193.71,275951,7548,429,0.0274,0.03,0.45,limited
2026-03-02,direct,Urban Works Retargeting,B,147.99,152345,4428,350,0.0291,0.03,0.42,active
2026-03-02,tiktok_ads,Urban Works Brand,B,175.04,320170,4860,98,0.0152,0.04,1.79,learning
2026-03-02,organic,Urban Works Prospecting,A,190.21,423568,12819,1226,0.0303,0.01,0.16,active
2026-03-03,google_ads,Urban Works Offer,B,198.25,310919,14686,961,0.0472,0.01,0.21,active
2026-03-03,direct,Urban Works Brand,A,129.61,264788,4727,71,0.0179,0.03,1.83,learning
2026-03-03,tiktok_ads,Urban Works Brand,A,264.65,225266,15330,1176,0.0681,0.02,0.23,active
2026-03-03,organic,Urban Works Brand,A,150.54,337737,16766,1250,0.0496,0.01,0.12,active
2026-03-04,google_ads,Urban Works Brand,C,133.79,220452,2799,334,0.0127,0.05,0.4,active
2026-03-04,direct,Urban Works Brand,D,202.33,219765,2242,243,0.0102,0.09,0.83,paused
2026-03-04,tiktok_ads,Urban Works Retargeting,B,153.4,160369,6837,343,0.0426,0.02,0.45,learning
2026-03-04,organic,Urban Works Offer,B,120.26,230921,13052,408,0.0565,0.01,0.29,paused
2026-03-05,google_ads,Urban Works Retargeting,B,92.25,162657,8513,841,0.0523,0.01,0.11,active
2026-03-05,direct,Urban Works Brand,D,174.5,371930,7437,134,0.02,0.02,1.3,active
2026-03-05,tiktok_ads,Urban Works Prospecting,A,78.62,69499,3815,202,0.0549,0.02,0.39,active
2026-03-05,organic,Urban Works Retargeting,C,225.84,442231,13701,302,0.031,0.02,0.75,active
2026-03-06,google_ads,Urban Works Retargeting,A,173.76,279539,17735,1548,0.0634,0.01,0.11,learning
2026-03-06,direct,Urban Works Prospecting,D,135.49,327364,14386,975,0.0439,0.01,0.14,active
2026-03-06,tiktok_ads,Urban Works Prospecting,C,163.8,360937,6821,793,0.0189,0.02,0.21,active
2026-03-06,organic,Urban Works Launch,A,225.97,512718,10751,322,0.021,0.02,0.7,active
2026-03-07,google_ads,Urban Works Prospecting,D,129.52,118099,2381,81,0.0202,0.05,1.6,paused
2026-03-07,direct,Urban Works Launch,A,189.72,293708,13800,306,0.047,0.01,0.62,learning
2026-03-07,tiktok_ads,Urban Works Launch,C,157.38,371661,24612,2322,0.0662,0.01,0.07,active
2026-03-07,organic,Urban Works Prospecting,D,204.13,448308,17989,1522,0.0401,0.01,0.13,paused
2026-03-08,google_ads,Urban Works Offer,D,223.4,209370,5008,401,0.0239,0.04,0.56,paused
2026-03-08,direct,Urban Works Retargeting,D,170.86,360086,18224,1005,0.0506,0.01,0.17,active
2026-03-08,tiktok_ads,Urban Works Offer,B,194.63,303278,18322,1856,0.0604,0.01,0.1,active
2026-03-08,organic,Urban Works Offer,B,124.76,143277,5828,373,0.0407,0.02,0.33,paused
2026-03-09,google_ads,Urban Works Brand,C,164.59,193579,6908,507,0.0357,0.02,0.32,active
2026-03-09,direct,Urban Works Launch,B,162.07,327550,21141,2425,0.0645,0.01,0.07,active
2026-03-09,tiktok_ads,Urban Works Brand,C,212.26,360690,7088,171,0.0197,0.03,1.24,limited
2026-03-09,organic,Urban Works Retargeting,C,211.46,357817,5616,254,0.0157,0.04,0.83,active
2026-03-10,google_ads,Urban Works Prospecting,C,198.03,362072,4528,470,0.0125,0.04,0.42,active
2026-03-10,direct,Urban Works Prospecting,D,179.49,374818,11069,451,0.0295,0.02,0.4,active
2026-03-10,tiktok_ads,Urban Works Retargeting,A,148.3,153139,7868,650,0.0514,0.02,0.23,active
2026-03-10,organic,Urban Works Launch,C,189.96,346342,20482,1925,0.0591,0.01,0.1,active
2026-03-11,google_ads,Urban Works Offer,A,203.36,375476,10544,601,0.0281,0.02,0.34,active
2026-03-11,direct,Urban Works Launch,A,122.76,242822,3338,378,0.0137,0.04,0.32,active
2026-03-11,tiktok_ads,Urban Works Prospecting,D,154.71,236931,3840,322,0.0162,0.04,0.48,active
2026-03-11,organic,Urban Works Retargeting,A,127.6,261313,11785,238,0.0451,0.01,0.54,learning
2026-03-12,google_ads,Urban Works Prospecting,C,196.54,175209,3899,172,0.0223,0.05,1.14,active
2026-03-12,direct,Urban Works Launch,C,166.53,341015,23809,2720,0.0698,0.01,0.06,paused
2026-03-12,tiktok_ads,Urban Works Launch,C,184.26,201804,11221,758,0.0556,0.02,0.24,active
2026-03-12,organic,Urban Works Offer,C,119.38,291744,9207,550,0.0316,0.01,0.22,active
2026-03-13,google_ads,Urban Works Offer,B,149.67,295191,7494,282,0.0254,0.02,0.53,active
2026-03-13,direct,Urban Works Retargeting,B,137.2,294892,19203,387,0.0651,0.01,0.35,limited
2026-03-13,tiktok_ads,Urban Works Prospecting,B,146.72,215038,14709,1266,0.0684,0.01,0.12,active
2026-03-13,organic,Urban Works Retargeting,B,249.21,338644,21437,675,0.0633,0.01,0.37,active
2026-03-14,google_ads,Urban Works Retargeting,B,107.87,119198,7655,698,0.0642,0.01,0.15,active
