session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0022_0_0,2026-02-24,1d55325757cd,organic,desktop,Canada,/,470,0
s_cli_0022_0_1,2026-02-24,62b8dd376f09,referral,mobile,India,/blog/guide,1528,0
s_cli_0022_0_2,2026-02-24,7fb190e79765,organic,mobile,Canada,/product,1732,0
s_cli_0022_0_3,2026-02-24,714776528198,google,desktop,United Kingdom,/pricing,1487,0
s_cli_0022_0_4,2026-02-24,a5d7707a13f4,meta,desktop,Canada,/contact,145,1
s_cli_0022_0_5,2026-02-24,6afc04d0fc7c,google,mobile,United States,/pricing,888,0
s_cli_0022_0_6,2026-02-24,562896d6a53b,direct,mobile,Australia,/contact,1755,0
s_cli_0022_0_7,2026-02-24,98c5235e5277,google,mobile,United Kingdom,/contact,116,0
s_cli_0022_0_8,2026-02-24,9c4a685dc9f1,google,mobile,India,/contact,1375,0
s_cli_0022_0_9,2026-02-24,b5f6e46c09a4,organic,mobile,India,/blog/guide,311,1
s_cli_0022_0_10,2026-02-24,c7384f17d949,google,desktop,Australia,/product,86,0
s_cli_0022_0_11,2026-02-24,09eb446c4399,google,tablet,Australia,/product,605,0
s_cli_0022_0_12,2026-02-24,ea0d3a84f7f0,organic,mobile,Canada,/blog/guide,873,0
s_cli_0022_0_13,2026-02-24,c795d97a2eb1,direct,mobile,Canada,/blog/guide,495,0
s_cli_0022_0_14,2026-02-24,cbf3338d179e,google,mobile,United States,/contact,535,0
s_cli_0022_0_15,2026-02-24,064b098ff17a,direct,mobile,United States,/blog/guide,1257,0
s_cli_0022_0_16,2026-02-24,73aec3a28983,google,mobile,Canada,/product,711,0
s_cli_0022_0_17,2026-02-24,606fc5e5cbf1,referral,tablet,India,/blog/guide,1532,1
s_cli_0022_0_18,2026-02-24,a78d42dc3cb4,direct,tablet,United Kingdom,/product,716,0
s_cli_0022_0_19,2026-02-24,029c873ee396,direct,mobile,India,/,1258,0
s_cli_0022_0_20,2026-02-24,04664811a951,meta,desktop,India,/blog/guide,706,0
s_cli_0022_0_21,2026-02-24,9216957f6ed0,google,desktop,UAE,/contact,1773,0
s_cli_0022_0_22,2026-02-24,305eb3831ff9,direct,desktop,Australia,/product,322,1
s_cli_0022_0_23,2026-02-24,fcadd8e81676,direct,desktop,Canada,/pricing,184,0
s_cli_0022_0_24,2026-02-24,ad30e703a7a3,google,desktop,Australia,/blog/guide,157,0
s_cli_0022_0_25,2026-02-24,cbd6c826a88e,organic,mobile,India,/,1503,0
s_cli_0022_0_26,2026-02-24,5f4744373d03,meta,mobile,United Kingdom,/product,919,0
s_cli_0022_0_27,2026-02-24,b8a262cef1c2,direct,mobile,Canada,/contact,1614,0
s_cli_0022_0_28,2026-02-24,83e682c61378,meta,desktop,India,/product,543,0
s_cli_0022_0_29,2026-02-24,fe35a83975a5,meta,tablet,Australia,/contact,183,0
s_cli_0022_0_30,2026-02-24,35713cfc85cb,direct,tablet,India,/,1495,1
s_cli_0022_0_31,2026-02-24,6b523bf3f2a2,referral,desktop,Australia,/product,168,0
s_cli_0022_0_32,2026-02-24,8595c1880d59,meta,mobile,UAE,/,841,0
s_cli_0022_0_33,2026-02-24,a5eb5bb129a6,direct,mobile,Canada,/pricing,1771,0
s_cli_0022_0_34,2026-02-24,4bffe447a111,google,mobile,Australia,/,25,0
s_cli_0022_0_35,2026-02-24,3b881643247a,meta,tablet,United States,/product,1686,1
s_cli_0022_0_36,2026-02-24,57361f003f3d,referral,mobile,United Kingdom,/,853,1
s_cli_0022_0_37,2026-02-24,2bd28d490a46,organic,tablet,Australia,/blog/guide,468,1
s_cli_0022_0_38,2026-02-24,d0ca8614af80,meta,desktop,Australia,/contact,690,1
s_cli_0022_0_39,2026-02-24,1f04f00603e0,referral,tablet,Australia,/product,1145,0
s_cli_0022_0_40,2026-02-24,fd990e2e062d,meta,desktop,India,/,552,0
s_cli_0022_0_41,2026-02-24,a962633ca232,meta,tablet,Australia,/product,1348,1
s_cli_0022_0_42,2026-02-24,2e5d054b0213,direct,mobile,India,/pricing,1366,1
s_cli_0022_0_43,2026-02-24,47832a8eaab3,google,mobile,UAE,/product,1250,1
s_cli_0022_0_44,2026-02-24,5384fceb5e87,google,mobile,India,/contact,879,0
s_cli_0022_0_45,2026-02-24,75f20b5c43e6,direct,tablet,Australia,/product,409,0
s_cli_0022_0_46,2026-02-24,bd36abf12113,meta,tablet,India,/,338,0
s_cli_0022_0_47,2026-02-24,40840f4fc2cd,google,mobile,United Kingdom,/product,746,0
s_cli_0022_0_48,2026-02-24,0e064002a441,meta,mobile,United Kingdom,/,141,0
s_cli_0022_0_49,2026-02-24,afa46a8812cd,organic,desktop,India,/product,22,0
s_cli_0022_0_50,2026-02-24,ed89784391dd,direct,desktop,United States,/blog/guide,310,0
s_cli_0022_0_51,2026-02-24,578fc691eb7f,google,mobile,Canada,/pricing,287,0
s_cli_0022_0_52,2026-02-24,8d40095256a6,meta,mobile,India,/blog/guide,785,0
s_cli_0022_0_53,2026-02-24,ac1f9f244d91,google,mobile,India,/,183,1
s_cli_0022_0_54,2026-02-24,35e04d7c8a49,direct,desktop,United Kingdom,/blog/guide,741,0
