order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0022_ord_00001,2026-04-13,20647881bffd,annual subscription,USD,2118.42,15,tiktok_ads,paid,bank_transfer
cli_0022_ord_00002,2025-11-19,1c2575ef33a6,membership,USD,1454.47,5,tiktok_ads,paid,wallet
cli_0022_ord_00003,2026-04-13,c3f2932a15e8,annual subscription,USD,2390.72,5,referral,paid,paypal
cli_0022_ord_00004,2026-01-16,036aaa0aa339,membership,USD,1085.68,0,direct,refunded,wallet
cli_0022_ord_00005,2026-04-03,0cc18a51a267,pro plan,USD,2432.31,20,organic,paid,wallet
cli_0022_ord_00006,2025-12-24,17ed1cb13e7f,audit package,USD,985.04,10,referral,paid,upi
cli_0022_ord_00007,2025-12-07,71ac78654117,premium bundle,USD,1458.33,15,direct,paid,paypal
cli_0022_ord_00008,2025-12-02,9ab5f726984f,premium bundle,USD,1594.96,10,direct,refunded,bank_transfer
cli_0022_ord_00009,2025-11-27,9eef2425e668,annual subscription,USD,757.22,10,referral,paid,wallet
cli_0022_ord_00010,2025-10-28,b2ce7b18ca47,annual subscription,USD,60.24,25,tiktok_ads,pending,paypal
cli_0022_ord_00011,2026-04-19,b379f00f3c44,membership,USD,402.26,25,organic,pending,bank_transfer
cli_0022_ord_00012,2025-11-10,003992baeee0,annual subscription,USD,1592.3,15,organic,paid,wallet
cli_0022_ord_00013,2026-03-17,4eeb4dd022c8,membership,USD,1879.78,0,referral,paid,paypal
cli_0022_ord_00014,2026-02-08,b631381a9743,membership,USD,1159.66,25,referral,paid,card
cli_0022_ord_00015,2026-02-25,495c60b77144,membership,USD,714.92,5,organic,paid,bank_transfer
cli_0022_ord_00016,2026-04-24,6239fce58fa4,service retainer,USD,140.05,20,tiktok_ads,paid,upi
cli_0022_ord_00017,2026-02-17,b32d2e676384,audit package,USD,817.79,25,direct,paid,wallet
cli_0022_ord_00018,2026-03-11,ae99cee24fc6,annual subscription,USD,1534.63,20,direct,paid,upi
cli_0022_ord_00019,2026-03-29,8fba1eea00c9,premium bundle,USD,1555.45,15,referral,paid,card
cli_0022_ord_00020,2025-11-24,8db2279bdca4,membership,USD,2358.72,10,organic,paid,bank_transfer
cli_0022_ord_00021,2025-11-24,19f9f0d585fa,service retainer,USD,1121.41,10,referral,paid,wallet
cli_0022_ord_00022,2026-03-07,4bb558d3c423,annual subscription,USD,1318.93,0,referral,paid,paypal
cli_0022_ord_00023,2026-03-10,40c99f51352c,premium bundle,USD,2077.09,25,direct,pending,upi
cli_0022_ord_00024,2026-02-17,2eaa9747b299,service retainer,USD,1011.77,20,tiktok_ads,paid,bank_transfer
cli_0022_ord_00025,2025-11-17,4cddab6d288a,audit package,USD,1218.03,25,meta_ads,refunded,bank_transfer
cli_0022_ord_00026,2025-11-21,c4ca9e9479dc,annual subscription,USD,1609.24,0,meta_ads,refunded,bank_transfer
cli_0022_ord_00027,2025-12-06,b9e2367676cd,premium bundle,USD,1824.85,10,meta_ads,paid,bank_transfer
cli_0022_ord_00028,2025-12-22,4e17dd745ea3,audit package,USD,2188.75,10,organic,paid,card
cli_0022_ord_00029,2026-02-17,2c167289e0fc,premium bundle,USD,1464.36,20,meta_ads,paid,upi
cli_0022_ord_00030,2025-12-10,a6cee9192680,starter plan,USD,968.44,10,direct,paid,bank_transfer
cli_0022_ord_00031,2026-04-17,c54a78965371,pro plan,USD,2496.93,15,direct,pending,wallet
cli_0022_ord_00032,2026-02-02,20f2f2551841,premium bundle,USD,1442.57,0,tiktok_ads,paid,bank_transfer
cli_0022_ord_00033,2026-04-13,c5a8d6fbc6b3,annual subscription,USD,1695.91,10,direct,paid,card
cli_0022_ord_00034,2025-12-27,0efdd1b28a05,starter plan,USD,2233.5,20,organic,refunded,upi
cli_0022_ord_00035,2026-01-10,6e52a8d438f8,service retainer,USD,865.96,20,tiktok_ads,paid,wallet
cli_0022_ord_00036,2026-03-13,6e7df5a885c4,pro plan,USD,1750.17,25,meta_ads,paid,card
cli_0022_ord_00037,2026-01-07,70b9f7b177cb,audit package,USD,210.28,20,referral,paid,bank_transfer
cli_0022_ord_00038,2025-11-09,a3e1aa04afe4,pro plan,USD,1020.0,5,meta_ads,paid,card
cli_0022_ord_00039,2026-04-14,a13380e8cee7,pro plan,USD,284.14,5,direct,paid,paypal
cli_0022_ord_00040,2026-02-01,dc7e45fa1781,premium bundle,USD,2005.96,5,organic,paid,bank_transfer
cli_0022_ord_00041,2025-11-18,a1dc43c05dd8,service retainer,USD,2497.57,15,referral,paid,wallet
cli_0022_ord_00042,2025-11-19,a9d4e4909cf0,audit package,USD,211.79,0,organic,pending,bank_transfer
cli_0022_ord_00043,2025-12-29,09199dbd1130,membership,USD,931.65,20,organic,paid,paypal
cli_0022_ord_00044,2026-03-05,6eed475cb1fe,starter plan,USD,2367.28,25,direct,paid,wallet
cli_0022_ord_00045,2026-01-28,c68e4c85c483,premium bundle,USD,586.62,15,meta_ads,paid,card
cli_0022_ord_00046,2025-12-29,87ed2e60fc67,membership,USD,2382.83,20,direct,pending,wallet
cli_0022_ord_00047,2025-11-11,ff7680845886,starter plan,USD,506.69,15,tiktok_ads,paid,paypal
cli_0022_ord_00048,2026-02-13,e63b57d2cf22,pro plan,USD,1491.79,5,meta_ads,paid,bank_transfer
cli_0022_ord_00049,2025-12-29,ffdbcf4e395a,pro plan,USD,1540.18,10,meta_ads,paid,wallet
cli_0022_ord_00050,2026-01-02,1402c6ff33ec,premium bundle,USD,2492.52,0,referral,paid,bank_transfer
cli_0022_ord_00051,2026-03-18,37e09d27e0ad,audit package,USD,1807.85,5,meta_ads,pending,card
