payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0004_pay_0001,cli_0004_inv_0001,2026-02-12,AED,3917.53,upi,settled
cli_0004_pay_0003,cli_0004_inv_0003,2026-03-21,AED,8600.31,paypal,settled
cli_0004_pay_0004,cli_0004_inv_0004,2026-01-30,AED,4361.16,bank_transfer,settled
cli_0004_pay_0005,cli_0004_inv_0005,2025-12-06,AED,8253.06,bank_transfer,settled
cli_0004_pay_0007,cli_0004_inv_0007,2026-01-27,AED,6697.69,paypal,settled
cli_0004_pay_0008,cli_0004_inv_0008,2026-04-23,AED,3105.57,paypal,settled
cli_0004_pay_0009,cli_0004_inv_0009,2026-03-03,AED,1161.24,paypal,settled
cli_0004_pay_0010,cli_0004_inv_0010,2026-03-09,AED,457.15,upi,settled
cli_0004_pay_0012,cli_0004_inv_0012,2026-04-17,AED,808.74,card,settled
cli_0004_pay_0013,cli_0004_inv_0013,2026-03-13,AED,7902.74,bank_transfer,settled
cli_0004_pay_0014,cli_0004_inv_0014,2026-02-26,AED,1316.5,bank_transfer,settled
cli_0004_pay_0015,cli_0004_inv_0015,2025-11-26,AED,4243.05,bank_transfer,settled
cli_0004_pay_0016,cli_0004_inv_0016,2026-01-22,AED,4791.51,paypal,settled
cli_0004_pay_0018,cli_0004_inv_0018,2026-01-27,AED,5495.63,paypal,settled
cli_0004_pay_0019,cli_0004_inv_0019,2026-02-23,AED,11316.22,upi,settled
cli_0004_pay_0020,cli_0004_inv_0020,2026-02-10,AED,10474.95,upi,settled
cli_0004_pay_0021,cli_0004_inv_0021,2025-11-30,AED,6401.81,upi,settled
cli_0004_pay_0022,cli_0004_inv_0022,2026-01-18,AED,5678.44,paypal,settled
cli_0004_pay_0024,cli_0004_inv_0024,2026-03-07,AED,11389.42,upi,settled
cli_0004_pay_0025,cli_0004_inv_0025,2026-02-18,AED,7807.76,paypal,settled
cli_0004_pay_0028,cli_0004_inv_0028,2026-04-16,AED,5894.91,paypal,settled
cli_0004_pay_0029,cli_0004_inv_0029,2026-04-05,AED,5751.52,bank_transfer,settled
cli_0004_pay_0030,cli_0004_inv_0030,2026-03-19,AED,6742.97,bank_transfer,settled
cli_0004_pay_0031,cli_0004_inv_0031,2026-02-27,AED,10428.43,card,settled
cli_0004_pay_0032,cli_0004_inv_0032,2026-03-13,AED,2987.53,card,settled
cli_0004_pay_0035,cli_0004_inv_0035,2026-02-06,AED,1551.69,paypal,settled
cli_0004_pay_0036,cli_0004_inv_0036,2026-04-19,AED,11412.91,upi,settled
cli_0004_pay_0037,cli_0004_inv_0037,2026-03-25,AED,11993.46,bank_transfer,settled
cli_0004_pay_0038,cli_0004_inv_0038,2026-02-06,AED,1469.24,card,settled
cli_0004_pay_0040,cli_0004_inv_0040,2026-03-16,AED,1438.54,upi,settled
cli_0004_pay_0041,cli_0004_inv_0041,2026-02-27,AED,5735.13,card,settled
cli_0004_pay_0042,cli_0004_inv_0042,2026-03-07,AED,3555.41,upi,settled
cli_0004_pay_0043,cli_0004_inv_0043,2026-01-16,AED,9968.5,bank_transfer,settled
cli_0004_pay_0044,cli_0004_inv_0044,2025-12-16,AED,6444.05,card,settled
cli_0004_pay_0045,cli_0004_inv_0045,2026-04-19,AED,8335.3,bank_transfer,settled
cli_0004_pay_0046,cli_0004_inv_0046,2026-01-24,AED,4250.2,paypal,settled
cli_0004_pay_0047,cli_0004_inv_0047,2025-12-24,AED,4371.33,paypal,settled
cli_0004_pay_0048,cli_0004_inv_0048,2025-11-28,AED,661.27,paypal,settled
cli_0004_pay_0049,cli_0004_inv_0049,2026-01-20,AED,360.0,bank_transfer,settled
cli_0004_pay_0050,cli_0004_inv_0050,2026-02-21,AED,7026.62,paypal,settled
cli_0004_pay_0051,cli_0004_inv_0051,2026-02-26,AED,7056.24,bank_transfer,settled
cli_0004_pay_0052,cli_0004_inv_0052,2026-04-20,AED,7629.6,paypal,settled
cli_0004_pay_0053,cli_0004_inv_0053,2026-02-26,AED,6880.58,upi,settled
