order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0003_ord_00001,2025-12-05,58f2eba60981,annual subscription,AUD,112.84,15,linkedin_ads,paid,card
cli_0003_ord_00002,2026-04-06,a0fc8c7362a9,pro plan,AUD,1437.41,10,linkedin_ads,paid,bank_transfer
cli_0003_ord_00003,2026-04-09,c42ed10a114c,starter plan,AUD,1147.29,5,google_ads,paid,paypal
cli_0003_ord_00004,2025-11-23,2c3b8ad5f75e,audit package,AUD,1259.21,10,meta_ads,paid,paypal
cli_0003_ord_00005,2026-03-09,e2eb99188976,annual subscription,AUD,1690.53,0,google_ads,paid,paypal
cli_0003_ord_00006,2026-02-04,62b4aedd5bb5,starter plan,AUD,2024.25,20,google_ads,paid,paypal
cli_0003_ord_00007,2026-04-10,fe4863803b6f,membership,AUD,71.73,10,google_ads,paid,upi
cli_0003_ord_00008,2025-11-02,d249d0762c13,starter plan,AUD,110.38,25,linkedin_ads,paid,bank_transfer
cli_0003_ord_00009,2026-04-03,71d78962446a,audit package,AUD,724.84,15,google_ads,paid,bank_transfer
cli_0003_ord_00010,2025-12-01,c09f007fbd7b,pro plan,AUD,1175.87,25,linkedin_ads,paid,upi
cli_0003_ord_00011,2026-02-12,475e57d164c1,premium bundle,AUD,132.69,20,linkedin_ads,pending,bank_transfer
cli_0003_ord_00012,2026-04-23,1da93fc701f8,audit package,AUD,2422.64,10,google_ads,paid,bank_transfer
cli_0003_ord_00013,2026-02-19,9cc02a8b69e2,pro plan,AUD,678.27,20,meta_ads,paid,bank_transfer
cli_0003_ord_00014,2026-01-15,5faa2caad38c,annual subscription,AUD,392.12,10,google_ads,paid,bank_transfer
cli_0003_ord_00015,2025-12-15,660fb44220be,premium bundle,AUD,361.06,0,google_ads,paid,paypal
cli_0003_ord_00016,2025-11-27,d7229b83b8cd,starter plan,AUD,779.92,5,linkedin_ads,paid,card
cli_0003_ord_00017,2026-01-30,415ffa258501,annual subscription,AUD,1080.32,0,meta_ads,paid,wallet
cli_0003_ord_00018,2026-01-26,abf24b1cda14,audit package,AUD,2002.78,0,google_ads,paid,upi
cli_0003_ord_00019,2025-12-21,b482b17a590a,annual subscription,AUD,1135.44,0,google_ads,paid,wallet
cli_0003_ord_00020,2026-02-12,2b4f6ae306a2,audit package,AUD,991.52,5,meta_ads,paid,wallet
cli_0003_ord_00021,2025-11-15,b8a80f460e77,membership,AUD,2291.08,25,google_ads,paid,wallet
cli_0003_ord_00022,2025-11-13,9913f79d9db8,premium bundle,AUD,882.93,5,meta_ads,paid,paypal
cli_0003_ord_00023,2026-02-03,e42460dca55e,service retainer,AUD,1606.29,5,google_ads,paid,paypal
cli_0003_ord_00024,2026-03-01,9360abed348f,service retainer,AUD,727.6,20,linkedin_ads,paid,wallet
