date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,organic,Urban Labs Offer,D,224.69,437749,21255,2503,0.0486,0.01,0.09,paused
2026-02-24,google_ads,Urban Labs Prospecting,D,240.72,319923,14225,1348,0.0445,0.02,0.18,paused
2026-02-24,tiktok_ads,Urban Labs Brand,B,278.93,661753,22942,2706,0.0347,0.01,0.1,learning
2026-02-24,linkedin_ads,Urban Labs Brand,A,308.6,506760,31175,2965,0.0615,0.01,0.1,paused
2026-02-25,organic,Urban Labs Brand,B,277.88,310423,8432,760,0.0272,0.03,0.37,active
2026-02-25,google_ads,Urban Labs Retargeting,B,235.63,249535,10153,482,0.0407,0.02,0.49,active
2026-02-25,tiktok_ads,Urban Labs Brand,C,254.26,534197,26563,1109,0.0497,0.01,0.23,active
2026-02-25,linkedin_ads,Urban Labs Retargeting,A,327.18,707988,24069,543,0.034,0.01,0.6,limited
2026-02-26,organic,Urban Labs Retargeting,D,149.06,271428,15605,267,0.0575,0.01,0.56,active
2026-02-26,google_ads,Urban Labs Prospecting,D,271.52,602417,41911,4031,0.0696,0.01,0.07,active
2026-02-26,tiktok_ads,Urban Labs Prospecting,D,328.2,717843,40338,879,0.0562,0.01,0.37,active
2026-02-26,linkedin_ads,Urban Labs Offer,B,299.94,689830,35920,1172,0.0521,0.01,0.26,paused
2026-02-27,organic,Urban Labs Brand,B,300.39,674771,11277,316,0.0167,0.03,0.95,paused
2026-02-27,google_ads,Urban Labs Retargeting,C,257.49,547480,25089,721,0.0458,0.01,0.36,active
2026-02-27,tiktok_ads,Urban Labs Brand,A,176.51,142151,4319,379,0.0304,0.04,0.47,active
2026-02-27,linkedin_ads,Urban Labs Retargeting,B,243.79,337137,15190,1334,0.0451,0.02,0.18,active
2026-02-28,organic,Urban Labs Prospecting,B,142.59,246884,5223,105,0.0212,0.03,1.36,active
2026-02-28,google_ads,Urban Labs Offer,A,267.78,451969,23459,1410,0.0519,0.01,0.19,paused
2026-02-28,tiktok_ads,Urban Labs Offer,C,332.84,512465,18822,1725,0.0367,0.02,0.19,paused
