payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0018_pay_0001,cli_0018_inv_0001,2026-01-23,EUR,3406.58,paypal,settled
cli_0018_pay_0002,cli_0018_inv_0002,2026-01-25,EUR,11843.76,paypal,settled
cli_0018_pay_0003,cli_0018_inv_0003,2026-01-24,EUR,6635.51,paypal,settled
cli_0018_pay_0004,cli_0018_inv_0004,2026-03-08,EUR,5788.82,card,settled
cli_0018_pay_0005,cli_0018_inv_0005,2026-01-19,EUR,11869.51,card,settled
cli_0018_pay_0006,cli_0018_inv_0006,2025-12-04,EUR,11369.71,paypal,settled
cli_0018_pay_0008,cli_0018_inv_0008,2026-04-13,EUR,11480.47,bank_transfer,settled
cli_0018_pay_0009,cli_0018_inv_0009,2026-03-17,EUR,10159.15,card,settled
cli_0018_pay_0010,cli_0018_inv_0010,2026-01-31,EUR,8173.26,bank_transfer,settled
cli_0018_pay_0011,cli_0018_inv_0011,2026-04-14,EUR,2540.53,paypal,settled
cli_0018_pay_0012,cli_0018_inv_0012,2026-02-13,EUR,3281.1,bank_transfer,settled
cli_0018_pay_0013,cli_0018_inv_0013,2026-03-07,EUR,10025.64,upi,settled
cli_0018_pay_0014,cli_0018_inv_0014,2026-03-05,EUR,6183.87,paypal,settled
cli_0018_pay_0016,cli_0018_inv_0016,2026-01-30,EUR,10724.96,paypal,settled
cli_0018_pay_0018,cli_0018_inv_0018,2026-03-22,EUR,5193.97,card,settled
cli_0018_pay_0020,cli_0018_inv_0020,2026-01-26,EUR,6598.55,paypal,settled
cli_0018_pay_0021,cli_0018_inv_0021,2025-12-30,EUR,5326.01,card,settled
cli_0018_pay_0025,cli_0018_inv_0025,2025-12-15,EUR,2318.26,card,settled
cli_0018_pay_0026,cli_0018_inv_0026,2026-04-12,EUR,11998.0,paypal,settled
cli_0018_pay_0027,cli_0018_inv_0027,2026-03-25,EUR,2997.41,card,settled
cli_0018_pay_0029,cli_0018_inv_0029,2026-01-30,EUR,2534.7,upi,settled
cli_0018_pay_0030,cli_0018_inv_0030,2026-03-28,EUR,9735.0,paypal,settled
cli_0018_pay_0031,cli_0018_inv_0031,2026-03-01,EUR,3836.59,upi,settled
cli_0018_pay_0032,cli_0018_inv_0032,2026-03-08,EUR,3871.78,paypal,settled
cli_0018_pay_0036,cli_0018_inv_0036,2026-01-31,EUR,11370.62,bank_transfer,settled
cli_0018_pay_0038,cli_0018_inv_0038,2026-02-19,EUR,7178.64,upi,settled
cli_0018_pay_0039,cli_0018_inv_0039,2026-01-04,EUR,10158.04,bank_transfer,settled
cli_0018_pay_0041,cli_0018_inv_0041,2026-02-14,EUR,9977.45,card,settled
cli_0018_pay_0043,cli_0018_inv_0043,2025-11-27,EUR,2608.47,paypal,settled
cli_0018_pay_0044,cli_0018_inv_0044,2025-12-31,EUR,10291.33,card,settled
cli_0018_pay_0045,cli_0018_inv_0045,2025-12-10,EUR,10641.25,card,settled
cli_0018_pay_0048,cli_0018_inv_0048,2025-12-03,EUR,195.3,upi,settled
cli_0018_pay_0049,cli_0018_inv_0049,2025-12-12,EUR,4410.32,paypal,settled
cli_0018_pay_0052,cli_0018_inv_0052,2026-03-12,EUR,9680.99,bank_transfer,settled
cli_0018_pay_0053,cli_0018_inv_0053,2026-03-09,EUR,542.03,card,settled
cli_0018_pay_0055,cli_0018_inv_0055,2025-11-27,EUR,780.89,paypal,settled
cli_0018_pay_0056,cli_0018_inv_0056,2025-12-28,EUR,5188.43,card,settled
cli_0018_pay_0057,cli_0018_inv_0057,2025-12-14,EUR,9904.53,bank_transfer,settled
cli_0018_pay_0059,cli_0018_inv_0059,2026-02-22,EUR,9311.82,card,settled
cli_0018_pay_0060,cli_0018_inv_0060,2026-02-25,EUR,771.39,paypal,settled
cli_0018_pay_0061,cli_0018_inv_0061,2025-12-16,EUR,1792.86,card,settled
cli_0018_pay_0062,cli_0018_inv_0062,2026-01-27,EUR,1205.47,card,settled
cli_0018_pay_0063,cli_0018_inv_0063,2026-02-06,EUR,1022.14,upi,settled
