order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0020_ord_00001,2025-12-06,0c6ce56513af,starter plan,SGD,126.93,0,email,refunded,paypal
cli_0020_ord_00002,2026-03-31,a4287adf8762,membership,SGD,1170.65,5,linkedin_ads,paid,wallet
cli_0020_ord_00003,2025-11-10,b2a8f8e2761a,pro plan,SGD,1055.97,25,meta_ads,paid,bank_transfer
cli_0020_ord_00004,2026-01-29,663f2e2f505d,service retainer,SGD,200.14,25,email,paid,upi
cli_0020_ord_00005,2026-03-22,ee6120ceb499,service retainer,SGD,1067.46,15,meta_ads,paid,paypal
cli_0020_ord_00006,2025-11-27,9d31cf3ba690,starter plan,SGD,555.97,20,email,paid,bank_transfer
cli_0020_ord_00007,2025-11-27,c9b4b10d87ab,audit package,SGD,137.39,5,linkedin_ads,paid,upi
cli_0020_ord_00008,2025-11-26,dd094d15e1e0,service retainer,SGD,1808.83,25,email,paid,upi
cli_0020_ord_00009,2025-10-28,c6eb22457024,annual subscription,SGD,1401.3,10,linkedin_ads,paid,paypal
cli_0020_ord_00010,2026-03-13,0e87077b3436,starter plan,SGD,2273.43,20,email,paid,wallet
cli_0020_ord_00011,2025-12-17,40b6f29ae52b,premium bundle,SGD,2096.41,25,email,paid,paypal
cli_0020_ord_00012,2026-02-06,4f85e144e5c3,annual subscription,SGD,1316.04,10,meta_ads,paid,bank_transfer
cli_0020_ord_00013,2026-01-11,4daa30915990,pro plan,SGD,429.8,20,meta_ads,refunded,bank_transfer
cli_0020_ord_00014,2026-03-20,fe3cc833eda2,premium bundle,SGD,870.57,5,linkedin_ads,paid,bank_transfer
cli_0020_ord_00015,2025-11-11,cca1eada63fb,premium bundle,SGD,1711.78,0,meta_ads,paid,paypal
cli_0020_ord_00016,2025-12-02,066d8a2fec41,premium bundle,SGD,376.6,20,meta_ads,pending,wallet
cli_0020_ord_00017,2025-11-02,1ba6656290db,membership,SGD,1064.31,20,email,paid,wallet
cli_0020_ord_00018,2025-12-02,b8291a027822,annual subscription,SGD,59.06,5,meta_ads,paid,bank_transfer
cli_0020_ord_00019,2026-01-18,f2105dce6242,annual subscription,SGD,1561.7,25,meta_ads,paid,paypal
cli_0020_ord_00020,2026-02-08,4a76332c003d,audit package,SGD,2319.11,5,email,pending,bank_transfer
cli_0020_ord_00021,2025-11-28,e2ce0d213c02,audit package,SGD,1585.27,20,linkedin_ads,pending,card
cli_0020_ord_00022,2025-12-19,499f9bd0d84b,premium bundle,SGD,775.54,5,linkedin_ads,paid,bank_transfer
cli_0020_ord_00023,2025-12-24,e188eb035d0d,service retainer,SGD,261.54,5,linkedin_ads,paid,paypal
cli_0020_ord_00024,2026-01-10,64a40ed2c797,annual subscription,SGD,1002.04,25,email,paid,upi
cli_0020_ord_00025,2025-11-15,587660c56d6f,pro plan,SGD,1009.4,5,linkedin_ads,paid,bank_transfer
cli_0020_ord_00026,2026-01-28,9fbc3c5956a4,service retainer,SGD,2425.16,20,meta_ads,refunded,card
cli_0020_ord_00027,2025-11-04,8914ffc2f390,service retainer,SGD,600.05,0,linkedin_ads,paid,bank_transfer
cli_0020_ord_00028,2026-04-16,711b1e0686a2,pro plan,SGD,1718.32,25,meta_ads,paid,wallet
cli_0020_ord_00029,2025-11-22,19149f792e04,starter plan,SGD,634.97,0,meta_ads,paid,wallet
cli_0020_ord_00030,2025-11-10,6c942239ea27,service retainer,SGD,483.0,25,email,pending,upi
cli_0020_ord_00031,2026-04-20,2ca90d86b3f0,starter plan,SGD,665.93,20,meta_ads,refunded,upi
cli_0020_ord_00032,2026-02-17,372725d5744f,premium bundle,SGD,88.61,10,email,pending,card
cli_0020_ord_00033,2026-03-01,4ee4b2597823,pro plan,SGD,2114.12,5,meta_ads,paid,bank_transfer
cli_0020_ord_00034,2026-03-21,f2a0a3162019,premium bundle,SGD,1122.04,20,linkedin_ads,paid,card
cli_0020_ord_00035,2025-11-21,7dfc55e088c8,starter plan,SGD,768.09,20,email,paid,upi
cli_0020_ord_00036,2026-02-04,fd08b5d84650,annual subscription,SGD,885.81,5,email,paid,paypal
cli_0020_ord_00037,2025-12-25,dca8294a80fd,starter plan,SGD,878.67,20,meta_ads,paid,bank_transfer
cli_0020_ord_00038,2025-12-03,9b1b59adad79,pro plan,SGD,2028.1,20,linkedin_ads,paid,paypal
cli_0020_ord_00039,2026-03-23,09d412749c41,service retainer,SGD,81.46,5,email,paid,wallet
cli_0020_ord_00040,2026-04-24,f9bc7be282d0,annual subscription,SGD,2357.45,10,email,paid,paypal
cli_0020_ord_00041,2026-03-06,fa4e6efbdb4f,starter plan,SGD,1218.4,20,email,paid,wallet
cli_0020_ord_00042,2026-04-23,96a5767dc8ed,membership,SGD,1172.21,10,email,paid,wallet
cli_0020_ord_00043,2026-02-02,c222d040677e,audit package,SGD,580.32,0,meta_ads,pending,wallet
cli_0020_ord_00044,2026-01-03,49edf245fe4e,annual subscription,SGD,172.86,20,linkedin_ads,paid,paypal
cli_0020_ord_00045,2026-03-07,fd34e182f911,membership,SGD,1892.62,0,linkedin_ads,refunded,bank_transfer
cli_0020_ord_00046,2026-02-14,b9660f364366,pro plan,SGD,1979.86,0,meta_ads,paid,bank_transfer
cli_0020_ord_00047,2025-12-26,3e39d6b49433,starter plan,SGD,2019.2,10,meta_ads,paid,paypal
cli_0020_ord_00048,2026-01-24,de88dc7be830,starter plan,SGD,95.84,0,email,paid,paypal
cli_0020_ord_00049,2026-01-08,a59ff7e1601c,service retainer,SGD,2200.17,10,linkedin_ads,paid,card
cli_0020_ord_00050,2026-01-23,8da588020cc9,pro plan,SGD,174.05,10,email,paid,upi
cli_0020_ord_00051,2026-01-05,9f53698bec3b,audit package,SGD,2147.43,20,meta_ads,paid,bank_transfer
cli_0020_ord_00052,2026-03-16,9b984a56be9c,pro plan,SGD,750.97,15,email,paid,paypal
cli_0020_ord_00053,2026-04-18,db88e23d1a8e,annual subscription,SGD,2070.26,0,meta_ads,paid,wallet
cli_0020_ord_00054,2025-12-06,04799c192573,membership,SGD,2058.27,20,meta_ads,paid,card
