date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,email,Vertex Works Retargeting,C,368.41,775083,50216,1980,0.0648,0.01,0.19,active
2026-02-24,referral,Vertex Works Launch,C,368.52,530479,18059,2111,0.034,0.02,0.17,active
2026-02-24,organic,Vertex Works Prospecting,D,313.65,610242,37899,1681,0.0621,0.01,0.19,learning
2026-02-24,direct,Vertex Works Offer,C,448.87,565007,16574,1843,0.0293,0.03,0.24,active
2026-02-24,meta_ads,Vertex Works Launch,C,423.05,962216,10136,768,0.0105,0.04,0.55,active
2026-02-25,email,Vertex Works Retargeting,A,334.53,590969,19683,2030,0.0333,0.02,0.16,paused
2026-02-25,referral,Vertex Works Retargeting,A,582.12,698181,9405,311,0.0135,0.06,1.87,learning
2026-02-25,organic,Vertex Works Prospecting,B,491.06,692455,13530,515,0.0195,0.04,0.95,active
2026-02-25,direct,Vertex Works Brand,C,364.79,483544,17924,703,0.0371,0.02,0.52,learning
2026-02-25,meta_ads,Vertex Works Launch,B,503.0,654063,43393,4637,0.0663,0.01,0.11,active
2026-02-26,email,Vertex Works Launch,D,584.93,1170037,37354,2686,0.0319,0.02,0.22,limited
2026-02-26,referral,Vertex Works Launch,A,332.56,621499,39659,4431,0.0638,0.01,0.08,active
2026-02-26,organic,Vertex Works Prospecting,A,342.69,793280,26428,2708,0.0333,0.01,0.13,active
2026-02-26,direct,Vertex Works Launch,B,479.86,857411,55695,5778,0.065,0.01,0.08,paused
2026-02-26,meta_ads,Vertex Works Launch,B,520.58,1276888,54010,3149,0.0423,0.01,0.17,active
2026-02-27,email,Vertex Works Prospecting,D,321.09,558771,25868,1438,0.0463,0.01,0.22,active
2026-02-27,referral,Vertex Works Brand,A,430.95,364870,13408,827,0.0367,0.03,0.52,active
2026-02-27,organic,Vertex Works Offer,C,476.71,505662,18996,703,0.0376,0.03,0.68,active
