payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0014_pay_0001,cli_0014_inv_0001,2026-01-31,INR,3305.34,paypal,settled
cli_0014_pay_0002,cli_0014_inv_0002,2026-03-28,INR,830.84,bank_transfer,settled
cli_0014_pay_0005,cli_0014_inv_0005,2026-01-04,INR,9292.11,card,settled
cli_0014_pay_0006,cli_0014_inv_0006,2026-01-21,INR,3487.32,upi,settled
cli_0014_pay_0007,cli_0014_inv_0007,2025-11-26,INR,9097.82,bank_transfer,settled
cli_0014_pay_0008,cli_0014_inv_0008,2026-01-03,INR,9971.97,paypal,settled
cli_0014_pay_0012,cli_0014_inv_0012,2026-02-18,INR,4638.01,card,settled
cli_0014_pay_0013,cli_0014_inv_0013,2025-12-31,INR,4461.78,paypal,settled
cli_0014_pay_0015,cli_0014_inv_0015,2026-01-04,INR,7223.12,bank_transfer,settled
cli_0014_pay_0017,cli_0014_inv_0017,2026-03-12,INR,1392.32,card,settled
cli_0014_pay_0018,cli_0014_inv_0018,2026-04-03,INR,6219.96,upi,settled
cli_0014_pay_0019,cli_0014_inv_0019,2026-01-28,INR,5154.69,upi,settled
cli_0014_pay_0020,cli_0014_inv_0020,2026-03-05,INR,576.34,upi,settled
cli_0014_pay_0021,cli_0014_inv_0021,2026-01-24,INR,8332.71,card,settled
cli_0014_pay_0024,cli_0014_inv_0024,2026-03-26,INR,8049.39,paypal,settled
cli_0014_pay_0028,cli_0014_inv_0028,2026-02-04,INR,1055.07,bank_transfer,settled
cli_0014_pay_0031,cli_0014_inv_0031,2026-01-21,INR,292.23,paypal,settled
cli_0014_pay_0034,cli_0014_inv_0034,2025-12-18,INR,2221.01,paypal,settled
cli_0014_pay_0039,cli_0014_inv_0039,2025-12-10,INR,11451.16,paypal,settled
cli_0014_pay_0040,cli_0014_inv_0040,2026-04-16,INR,4375.07,bank_transfer,settled
cli_0014_pay_0041,cli_0014_inv_0041,2026-01-18,INR,11066.08,card,settled
cli_0014_pay_0043,cli_0014_inv_0043,2026-02-15,INR,5022.43,card,settled
cli_0014_pay_0044,cli_0014_inv_0044,2026-03-16,INR,6051.65,paypal,settled
cli_0014_pay_0045,cli_0014_inv_0045,2026-04-22,INR,7072.48,paypal,settled
cli_0014_pay_0048,cli_0014_inv_0048,2026-02-22,INR,10731.68,paypal,settled
