session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0013_0_0,2026-02-24,a38b3bbcb0c6,referral,tablet,Australia,/blog/guide,862,0
s_cli_0013_0_1,2026-02-24,44af5bf13752,meta,mobile,United States,/product,124,0
s_cli_0013_0_2,2026-02-24,4f93060bcc7a,organic,mobile,UAE,/product,1049,0
s_cli_0013_0_3,2026-02-24,1e76b1e85828,google,desktop,Canada,/product,984,0
s_cli_0013_0_4,2026-02-24,cf1f13c4a9a4,direct,mobile,Canada,/blog/guide,214,0
s_cli_0013_0_5,2026-02-24,b50d3f42966f,organic,mobile,United Kingdom,/contact,1696,1
s_cli_0013_0_6,2026-02-24,cd63c89e67ab,google,mobile,Canada,/contact,1072,0
s_cli_0013_0_7,2026-02-24,e0629e05656a,organic,tablet,India,/product,718,1
s_cli_0013_0_8,2026-02-24,aa4f232523b9,google,mobile,Canada,/pricing,227,1
s_cli_0013_0_9,2026-02-24,b617bcb47c7b,organic,mobile,United States,/product,580,1
s_cli_0013_0_10,2026-02-24,f6a6a79d3065,meta,mobile,United States,/pricing,1719,0
s_cli_0013_0_11,2026-02-24,c96b3ec3549e,google,desktop,UAE,/,1550,0
s_cli_0013_0_12,2026-02-24,caedd2ac8426,organic,mobile,United Kingdom,/,272,0
s_cli_0013_0_13,2026-02-24,7297988ca455,organic,mobile,UAE,/product,419,1
s_cli_0013_0_14,2026-02-24,bb87a38e51ed,meta,desktop,Australia,/pricing,1048,0
s_cli_0013_0_15,2026-02-24,42a810dd1ce5,meta,desktop,United States,/blog/guide,685,1
s_cli_0013_0_16,2026-02-24,285893d8f89a,direct,tablet,India,/,1075,0
s_cli_0013_0_17,2026-02-24,867549ef6094,google,desktop,United Kingdom,/pricing,1752,0
s_cli_0013_0_18,2026-02-24,4e6f550cc540,meta,tablet,Australia,/,1650,0
s_cli_0013_0_19,2026-02-24,c2f287589f54,meta,desktop,United States,/,977,0
s_cli_0013_0_20,2026-02-24,3611bde0fa58,referral,desktop,United States,/blog/guide,1078,0
s_cli_0013_0_21,2026-02-24,8a6f704b2918,referral,tablet,Canada,/contact,1139,0
s_cli_0013_0_22,2026-02-24,a0a19e99d2d6,organic,mobile,Canada,/product,1267,1
s_cli_0013_0_23,2026-02-24,437024f48251,direct,desktop,United Kingdom,/,1069,0
s_cli_0013_0_24,2026-02-24,8cf01a50d374,google,desktop,Canada,/pricing,1568,0
s_cli_0013_0_25,2026-02-24,049ef91aca35,google,desktop,United Kingdom,/,149,0
s_cli_0013_0_26,2026-02-24,c898cd69d5ef,meta,mobile,India,/,458,1
s_cli_0013_0_27,2026-02-24,f666006cbdf7,google,mobile,Australia,/,269,0
s_cli_0013_0_28,2026-02-24,0e9b4d83fc66,organic,mobile,United States,/contact,549,0
s_cli_0013_0_29,2026-02-24,2fe1d48ba076,meta,mobile,India,/blog/guide,1017,0
s_cli_0013_0_30,2026-02-24,4d6fbe920d97,google,desktop,UAE,/contact,1641,0
s_cli_0013_0_31,2026-02-24,769b07467c5f,google,tablet,Australia,/product,1022,0
s_cli_0013_0_32,2026-02-24,2eb2a313cd07,google,mobile,United Kingdom,/product,1726,1
s_cli_0013_0_33,2026-02-24,e492aa5abf7f,google,mobile,United Kingdom,/blog/guide,1311,0
s_cli_0013_0_34,2026-02-24,c09f504a268f,referral,desktop,India,/pricing,1282,0
s_cli_0013_0_35,2026-02-24,a9c3e404b1eb,google,mobile,United Kingdom,/,950,0
s_cli_0013_0_36,2026-02-24,6366ae8ee1fc,google,desktop,UAE,/contact,1774,0
s_cli_0013_0_37,2026-02-24,6f0cea2f911e,google,mobile,United Kingdom,/pricing,1169,0
s_cli_0013_0_38,2026-02-24,5d9cf8ff3ed6,meta,desktop,India,/contact,863,1
s_cli_0013_0_39,2026-02-24,3ebb6c47c7c0,organic,tablet,United States,/,300,0
s_cli_0013_0_40,2026-02-24,c6187463af80,organic,desktop,Canada,/pricing,1531,0
s_cli_0013_0_41,2026-02-24,42ba7c25298f,meta,desktop,United States,/pricing,968,0
s_cli_0013_0_42,2026-02-24,17625fdcfed6,organic,desktop,UAE,/pricing,1754,1
s_cli_0013_0_43,2026-02-24,953db40ca9b6,direct,mobile,Canada,/pricing,172,0
s_cli_0013_0_44,2026-02-24,a5356664efed,google,mobile,Australia,/,246,0
s_cli_0013_0_45,2026-02-24,b8c4c5dce56a,google,tablet,India,/blog/guide,1480,1
s_cli_0013_0_46,2026-02-24,602679ed4fe8,google,desktop,India,/blog/guide,185,1
s_cli_0013_0_47,2026-02-24,d8fc55bb16bc,meta,desktop,Australia,/,1442,1
s_cli_0013_0_48,2026-02-24,b23701ac5608,meta,mobile,UAE,/blog/guide,747,0
s_cli_0013_0_49,2026-02-24,39a36db829a9,google,mobile,UAE,/contact,151,0
s_cli_0013_0_50,2026-02-24,c3939076ad4d,google,mobile,India,/contact,1496,0
s_cli_0013_0_51,2026-02-24,37691fe66665,google,tablet,UAE,/contact,1293,0
s_cli_0013_0_52,2026-02-24,e8ad461edeaa,meta,desktop,Australia,/pricing,643,0
s_cli_0013_0_53,2026-02-24,78c1adb379bd,google,mobile,UAE,/contact,598,0
s_cli_0013_0_54,2026-02-24,d19edc7d556c,direct,tablet,United Kingdom,/product,1291,0
s_cli_0013_0_55,2026-02-24,d2093cf8f17d,google,desktop,UAE,/product,1405,1
s_cli_0013_0_56,2026-02-24,3a10c0a329b2,organic,desktop,India,/product,1617,0
s_cli_0013_0_57,2026-02-24,66508f350de9,direct,mobile,UAE,/blog/guide,886,0
s_cli_0013_0_58,2026-02-24,131abb4c1553,organic,mobile,Canada,/,1313,0
s_cli_0013_0_59,2026-02-24,cc8c90eecc3f,google,mobile,United States,/pricing,121,0
s_cli_0013_0_60,2026-02-24,daba5752ff9a,meta,mobile,UAE,/,467,0
s_cli_0013_0_61,2026-02-24,d30fbe8017e9,google,mobile,Australia,/blog/guide,1371,0
s_cli_0013_0_62,2026-02-24,11e6c2cc7081,direct,mobile,United States,/blog/guide,1025,1
s_cli_0013_0_63,2026-02-24,9a1ef0a25326,organic,desktop,UAE,/product,1056,1
s_cli_0013_0_64,2026-02-24,51192d34f8e6,organic,mobile,Canada,/product,1464,0
s_cli_0013_0_65,2026-02-24,af17c9668a90,direct,mobile,United States,/blog/guide,756,0
s_cli_0013_0_66,2026-02-24,e0023016d5c9,google,tablet,Australia,/product,1634,1
s_cli_0013_0_67,2026-02-24,7e4141097bd5,google,mobile,India,/contact,1075,0
s_cli_0013_0_68,2026-02-24,f127e4c5c2e3,organic,mobile,United States,/product,1512,1
s_cli_0013_0_69,2026-02-24,25e349469930,referral,desktop,United States,/product,930,0
s_cli_0013_0_70,2026-02-24,759d94db49a8,google,tablet,United States,/blog/guide,481,0
s_cli_0013_0_71,2026-02-24,df317845d157,meta,desktop,UAE,/contact,245,0
s_cli_0013_0_72,2026-02-24,f2c8de41ab0e,direct,desktop,India,/,298,0
s_cli_0013_0_73,2026-02-24,589f0241fb40,meta,mobile,Canada,/product,1681,0
s_cli_0013_0_74,2026-02-24,55eb14c79d86,organic,desktop,United States,/contact,475,0
s_cli_0013_0_75,2026-02-24,ea0ca47eb842,google,mobile,Australia,/contact,214,0
s_cli_0013_0_76,2026-02-24,0d63d05c95fe,google,desktop,India,/blog/guide,592,0
s_cli_0013_0_77,2026-02-24,08e483a247f5,google,desktop,UAE,/,197,1
