payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0002_pay_0001,cli_0002_inv_0001,2026-01-14,GBP,5671.62,bank_transfer,settled
cli_0002_pay_0003,cli_0002_inv_0003,2025-12-20,GBP,7010.63,card,settled
cli_0002_pay_0004,cli_0002_inv_0004,2026-02-27,GBP,3049.04,upi,settled
cli_0002_pay_0005,cli_0002_inv_0005,2026-02-18,GBP,5959.72,card,settled
cli_0002_pay_0006,cli_0002_inv_0006,2026-03-27,GBP,8615.55,bank_transfer,settled
cli_0002_pay_0007,cli_0002_inv_0007,2026-04-03,GBP,5519.4,paypal,settled
cli_0002_pay_0009,cli_0002_inv_0009,2026-01-24,GBP,6857.08,card,settled
cli_0002_pay_0010,cli_0002_inv_0010,2025-12-12,GBP,11861.14,paypal,settled
cli_0002_pay_0011,cli_0002_inv_0011,2026-01-20,GBP,1164.76,card,settled
cli_0002_pay_0012,cli_0002_inv_0012,2025-12-17,GBP,2261.32,bank_transfer,settled
cli_0002_pay_0016,cli_0002_inv_0016,2026-04-16,GBP,8890.5,paypal,settled
cli_0002_pay_0017,cli_0002_inv_0017,2025-12-18,GBP,3829.1,bank_transfer,settled
cli_0002_pay_0019,cli_0002_inv_0019,2026-04-09,GBP,7192.91,paypal,settled
cli_0002_pay_0021,cli_0002_inv_0021,2026-02-24,GBP,8372.63,card,settled
cli_0002_pay_0022,cli_0002_inv_0022,2026-02-26,GBP,2531.97,paypal,settled
cli_0002_pay_0024,cli_0002_inv_0024,2026-04-24,GBP,1416.72,card,settled
cli_0002_pay_0026,cli_0002_inv_0026,2026-01-04,GBP,10437.93,card,settled
cli_0002_pay_0027,cli_0002_inv_0027,2026-03-12,GBP,7090.56,paypal,settled
cli_0002_pay_0029,cli_0002_inv_0029,2026-04-03,GBP,6603.39,bank_transfer,settled
cli_0002_pay_0030,cli_0002_inv_0030,2026-03-31,GBP,11748.02,paypal,settled
cli_0002_pay_0031,cli_0002_inv_0031,2026-04-09,GBP,5906.08,paypal,settled
cli_0002_pay_0032,cli_0002_inv_0032,2026-03-20,GBP,3849.4,upi,settled
cli_0002_pay_0033,cli_0002_inv_0033,2026-01-06,GBP,4309.63,upi,settled
cli_0002_pay_0034,cli_0002_inv_0034,2026-01-24,GBP,6913.73,paypal,settled
cli_0002_pay_0036,cli_0002_inv_0036,2025-12-04,GBP,9426.75,paypal,settled
cli_0002_pay_0037,cli_0002_inv_0037,2026-03-06,GBP,8913.71,card,settled
cli_0002_pay_0040,cli_0002_inv_0040,2025-12-27,GBP,3200.0,bank_transfer,settled
cli_0002_pay_0041,cli_0002_inv_0041,2026-02-18,GBP,6051.89,card,settled
cli_0002_pay_0042,cli_0002_inv_0042,2026-03-12,GBP,9349.66,upi,settled
cli_0002_pay_0044,cli_0002_inv_0044,2026-03-16,GBP,9265.43,bank_transfer,settled
cli_0002_pay_0045,cli_0002_inv_0045,2026-03-22,GBP,7712.04,paypal,settled
cli_0002_pay_0047,cli_0002_inv_0047,2025-11-30,GBP,6026.71,card,settled
cli_0002_pay_0048,cli_0002_inv_0048,2026-01-02,GBP,10190.56,upi,settled
cli_0002_pay_0049,cli_0002_inv_0049,2025-12-16,GBP,11824.55,paypal,settled
cli_0002_pay_0050,cli_0002_inv_0050,2025-12-21,GBP,929.01,upi,settled
cli_0002_pay_0051,cli_0002_inv_0051,2026-01-15,GBP,280.16,bank_transfer,settled
cli_0002_pay_0053,cli_0002_inv_0053,2025-11-26,GBP,6237.01,card,settled
cli_0002_pay_0054,cli_0002_inv_0054,2026-04-19,GBP,959.61,paypal,settled
cli_0002_pay_0058,cli_0002_inv_0058,2026-03-05,GBP,1676.94,bank_transfer,settled
cli_0002_pay_0059,cli_0002_inv_0059,2025-11-26,GBP,1344.59,card,settled
cli_0002_pay_0060,cli_0002_inv_0060,2026-03-25,GBP,8907.55,upi,settled
cli_0002_pay_0063,cli_0002_inv_0063,2026-01-27,GBP,832.58,bank_transfer,settled
cli_0002_pay_0064,cli_0002_inv_0064,2026-01-14,GBP,10698.14,paypal,settled
cli_0002_pay_0066,cli_0002_inv_0066,2026-04-18,GBP,2695.02,card,settled
cli_0002_pay_0067,cli_0002_inv_0067,2025-12-04,GBP,8370.44,upi,settled
cli_0002_pay_0068,cli_0002_inv_0068,2025-12-10,GBP,10911.1,upi,settled
cli_0002_pay_0069,cli_0002_inv_0069,2026-04-05,GBP,2740.42,bank_transfer,settled
cli_0002_pay_0076,cli_0002_inv_0076,2026-03-19,GBP,1206.46,card,settled
