date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,linkedin_ads,Blue Commerce Brand,C,436.04,614408,19623,436,0.0319,0.02,1.0,active
2026-02-24,referral,Blue Commerce Launch,D,476.8,882094,22586,1881,0.0256,0.02,0.25,active
2026-02-24,direct,Blue Commerce Launch,A,369.78,857502,57796,2524,0.0674,0.01,0.15,active
2026-02-24,google_ads,Blue Commerce Brand,B,404.36,743854,17916,948,0.0241,0.02,0.43,learning
2026-02-25,linkedin_ads,Blue Commerce Launch,B,490.28,722126,18791,1375,0.026,0.03,0.36,active
2026-02-25,referral,Blue Commerce Prospecting,A,344.53,720927,48007,2551,0.0666,0.01,0.14,paused
2026-02-25,direct,Blue Commerce Launch,C,426.46,434135,5598,247,0.0129,0.08,1.73,active
2026-02-25,google_ads,Blue Commerce Retargeting,D,473.26,862510,28512,2654,0.0331,0.02,0.18,active
2026-02-26,linkedin_ads,Blue Commerce Launch,A,360.97,289295,18790,558,0.065,0.02,0.65,active
2026-02-26,referral,Blue Commerce Retargeting,D,332.84,311898,13004,1115,0.0417,0.03,0.3,active
2026-02-26,direct,Blue Commerce Brand,C,337.4,663781,37978,1218,0.0572,0.01,0.28,active
2026-02-26,google_ads,Blue Commerce Prospecting,B,444.69,466481,10109,554,0.0217,0.04,0.8,active
2026-02-27,linkedin_ads,Blue Commerce Prospecting,C,423.1,477386,23751,2379,0.0498,0.02,0.18,limited
2026-02-27,referral,Blue Commerce Brand,D,355.89,888034,36775,1339,0.0414,0.01,0.27,learning
2026-02-27,direct,Blue Commerce Launch,B,406.46,489430,27631,695,0.0565,0.01,0.58,active
2026-02-27,google_ads,Blue Commerce Retargeting,C,336.43,606118,33167,2800,0.0547,0.01,0.12,learning
2026-02-28,linkedin_ads,Blue Commerce Offer,C,346.78,451675,8205,539,0.0182,0.04,0.64,active
2026-02-28,referral,Blue Commerce Brand,B,509.57,996286,59068,6453,0.0593,0.01,0.08,active
2026-02-28,direct,Blue Commerce Retargeting,D,402.6,687872,17388,640,0.0253,0.02,0.63,active
2026-02-28,google_ads,Blue Commerce Launch,A,484.53,958238,41618,500,0.0434,0.01,0.97,active
2026-03-01,linkedin_ads,Blue Commerce Brand,B,263.52,501354,17544,2099,0.035,0.02,0.13,learning
2026-03-01,referral,Blue Commerce Offer,A,435.09,502993,26568,3085,0.0528,0.02,0.14,learning
2026-03-01,direct,Blue Commerce Retargeting,B,313.25,556576,31959,2665,0.0574,0.01,0.12,paused
2026-03-01,google_ads,Blue Commerce Prospecting,C,500.47,571118,8766,742,0.0153,0.06,0.67,active
2026-03-02,linkedin_ads,Blue Commerce Brand,C,471.79,559304,29295,1327,0.0524,0.02,0.36,active
2026-03-02,referral,Blue Commerce Offer,A,433.81,921536,36564,3760,0.0397,0.01,0.12,active
2026-03-02,direct,Blue Commerce Brand,B,303.97,672522,26565,1721,0.0395,0.01,0.18,active
2026-03-02,google_ads,Blue Commerce Offer,A,368.88,690503,27842,868,0.0403,0.01,0.42,paused
2026-03-03,linkedin_ads,Blue Commerce Brand,C,378.81,829187,20005,1029,0.0241,0.02,0.37,paused
2026-03-03,referral,Blue Commerce Launch,B,425.29,364256,9077,204,0.0249,0.05,2.08,active
2026-03-03,direct,Blue Commerce Retargeting,C,488.67,1168322,17103,307,0.0146,0.03,1.59,active
2026-03-03,google_ads,Blue Commerce Prospecting,B,448.09,861020,39072,847,0.0454,0.01,0.53,active
2026-03-04,linkedin_ads,Blue Commerce Launch,A,309.87,351115,20426,2138,0.0582,0.02,0.14,paused
2026-03-04,referral,Blue Commerce Prospecting,D,335.02,347381,20216,1147,0.0582,0.02,0.29,limited
2026-03-04,direct,Blue Commerce Retargeting,A,324.73,762550,43106,4636,0.0565,0.01,0.07,active
2026-03-04,google_ads,Blue Commerce Retargeting,C,299.86,445991,8185,292,0.0184,0.04,1.03,learning
2026-03-05,linkedin_ads,Blue Commerce Offer,A,369.74,377864,8121,735,0.0215,0.05,0.5,active
2026-03-05,referral,Blue Commerce Offer,D,398.91,516895,35073,1515,0.0679,0.01,0.26,active
2026-03-05,direct,Blue Commerce Retargeting,D,384.61,500918,26640,1625,0.0532,0.01,0.24,active
2026-03-05,google_ads,Blue Commerce Brand,D,357.9,847127,51621,531,0.0609,0.01,0.67,active
2026-03-06,linkedin_ads,Blue Commerce Offer,C,498.09,978054,36586,1823,0.0374,0.01,0.27,paused
2026-03-06,referral,Blue Commerce Brand,C,319.5,436362,17400,1028,0.0399,0.02,0.31,paused
2026-03-06,direct,Blue Commerce Launch,B,457.35,525350,18828,1086,0.0358,0.02,0.42,paused
2026-03-06,google_ads,Blue Commerce Offer,C,445.33,953837,31622,3637,0.0332,0.01,0.12,learning
2026-03-07,linkedin_ads,Blue Commerce Retargeting,A,245.89,561812,6614,424,0.0118,0.04,0.58,active
