payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0017_pay_0001,cli_0017_inv_0001,2025-12-15,USD,10365.58,upi,settled
cli_0017_pay_0002,cli_0017_inv_0002,2026-04-04,USD,11490.36,card,settled
cli_0017_pay_0007,cli_0017_inv_0007,2026-04-04,USD,1521.04,paypal,settled
cli_0017_pay_0008,cli_0017_inv_0008,2025-12-06,USD,3276.78,upi,settled
cli_0017_pay_0011,cli_0017_inv_0011,2026-04-21,USD,3338.92,paypal,settled
cli_0017_pay_0012,cli_0017_inv_0012,2026-03-29,USD,2921.93,paypal,settled
cli_0017_pay_0013,cli_0017_inv_0013,2026-04-21,USD,6977.61,bank_transfer,settled
cli_0017_pay_0015,cli_0017_inv_0015,2026-01-27,USD,5727.57,paypal,settled
cli_0017_pay_0016,cli_0017_inv_0016,2025-12-31,USD,6994.96,paypal,settled
cli_0017_pay_0021,cli_0017_inv_0021,2026-01-02,USD,7256.76,card,settled
cli_0017_pay_0023,cli_0017_inv_0023,2025-12-05,USD,9548.02,paypal,settled
cli_0017_pay_0024,cli_0017_inv_0024,2026-03-21,USD,6199.38,upi,settled
cli_0017_pay_0025,cli_0017_inv_0025,2026-03-30,USD,11191.65,bank_transfer,settled
cli_0017_pay_0026,cli_0017_inv_0026,2026-01-25,USD,7467.84,bank_transfer,settled
cli_0017_pay_0028,cli_0017_inv_0028,2026-01-05,USD,6913.48,bank_transfer,settled
cli_0017_pay_0030,cli_0017_inv_0030,2026-03-11,USD,9282.73,paypal,settled
cli_0017_pay_0031,cli_0017_inv_0031,2026-03-12,USD,10258.02,card,settled
cli_0017_pay_0032,cli_0017_inv_0032,2026-03-26,USD,3178.13,paypal,settled
cli_0017_pay_0033,cli_0017_inv_0033,2025-12-07,USD,1639.82,card,settled
cli_0017_pay_0034,cli_0017_inv_0034,2026-01-20,USD,9502.45,bank_transfer,settled
cli_0017_pay_0035,cli_0017_inv_0035,2026-02-23,USD,8141.63,paypal,settled
cli_0017_pay_0036,cli_0017_inv_0036,2026-03-17,USD,5804.8,paypal,settled
cli_0017_pay_0037,cli_0017_inv_0037,2025-12-15,USD,2380.92,upi,settled
cli_0017_pay_0040,cli_0017_inv_0040,2025-12-15,USD,7701.39,upi,settled
cli_0017_pay_0042,cli_0017_inv_0042,2026-02-02,USD,5072.37,paypal,settled
cli_0017_pay_0043,cli_0017_inv_0043,2026-01-19,USD,10187.55,bank_transfer,settled
cli_0017_pay_0044,cli_0017_inv_0044,2026-01-29,USD,10054.61,bank_transfer,settled
cli_0017_pay_0046,cli_0017_inv_0046,2026-03-01,USD,4609.06,bank_transfer,settled
