session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0001_0_0,2026-02-24,47e2d6f2b295,google,mobile,Australia,/,630,0
s_cli_0001_0_1,2026-02-24,8310ad9ab7a7,google,mobile,Australia,/pricing,1694,0
s_cli_0001_0_2,2026-02-24,68e4a3c6dfe7,google,desktop,Australia,/,1781,1
s_cli_0001_0_3,2026-02-24,e719394bb3a3,direct,mobile,India,/,605,0
s_cli_0001_0_4,2026-02-24,9599268b6090,google,mobile,United States,/product,98,0
s_cli_0001_0_5,2026-02-24,6b3750de285f,direct,mobile,Australia,/,141,1
s_cli_0001_0_6,2026-02-24,8f33d110aadc,google,mobile,Canada,/blog/guide,369,0
s_cli_0001_0_7,2026-02-24,d2fc08872e14,organic,desktop,UAE,/blog/guide,1164,0
s_cli_0001_0_8,2026-02-24,c97d5e6aad03,meta,mobile,United Kingdom,/blog/guide,1463,0
s_cli_0001_0_9,2026-02-24,17e29cc62953,meta,mobile,UAE,/blog/guide,596,0
s_cli_0001_0_10,2026-02-24,abe9a3ac2c00,google,mobile,UAE,/pricing,575,0
s_cli_0001_0_11,2026-02-24,f1b9dd9ed9d1,google,tablet,Canada,/,571,0
s_cli_0001_0_12,2026-02-24,c25a75eea518,direct,mobile,United Kingdom,/,447,1
s_cli_0001_0_13,2026-02-24,26fa812bf389,meta,desktop,United States,/,1379,0
s_cli_0001_0_14,2026-02-24,07cdf03ed675,organic,mobile,Australia,/,1029,1
s_cli_0001_0_15,2026-02-24,fc2e06f60573,meta,tablet,India,/contact,290,0
s_cli_0001_0_16,2026-02-24,dd943f98d06d,organic,mobile,United Kingdom,/blog/guide,617,1
s_cli_0001_0_17,2026-02-24,c6f800ed3d37,organic,mobile,Canada,/blog/guide,555,0
s_cli_0001_0_18,2026-02-24,3968571f298c,meta,desktop,United States,/pricing,35,0
s_cli_0001_0_19,2026-02-24,816142eba918,meta,mobile,India,/blog/guide,1184,0
s_cli_0001_0_20,2026-02-24,a770644f4559,meta,tablet,India,/pricing,1485,0
s_cli_0001_0_21,2026-02-24,a361e1bcc765,direct,mobile,Canada,/pricing,1129,0
s_cli_0001_0_22,2026-02-24,abd2a762213b,google,desktop,Canada,/pricing,689,0
s_cli_0001_0_23,2026-02-24,3ddedecea98c,referral,desktop,Canada,/pricing,1201,0
s_cli_0001_0_24,2026-02-24,672ea96a845e,direct,mobile,Canada,/blog/guide,1443,0
s_cli_0001_0_25,2026-02-24,ea7d88bd201b,meta,mobile,United Kingdom,/pricing,1239,1
s_cli_0001_0_26,2026-02-24,ddb3f308b1b7,meta,desktop,UAE,/product,828,0
s_cli_0001_0_27,2026-02-24,3ccb3a79d1e9,direct,mobile,United Kingdom,/product,690,0
s_cli_0001_0_28,2026-02-24,7c43e7939772,organic,desktop,Canada,/blog/guide,901,0
s_cli_0001_0_29,2026-02-24,204fc6394fba,direct,desktop,UAE,/,152,1
s_cli_0001_0_30,2026-02-24,fa25e482600b,google,desktop,United States,/contact,502,0
