payment_id,invoice_id,payment_date,currency,amount,method,status
cli_0015_pay_0001,cli_0015_inv_0001,2026-01-07,EUR,11558.39,paypal,settled
cli_0015_pay_0002,cli_0015_inv_0002,2026-04-21,EUR,3259.69,paypal,settled
cli_0015_pay_0005,cli_0015_inv_0005,2026-03-12,EUR,2721.01,card,settled
cli_0015_pay_0007,cli_0015_inv_0007,2026-02-10,EUR,5395.11,paypal,settled
cli_0015_pay_0008,cli_0015_inv_0008,2026-02-02,EUR,5606.59,paypal,settled
cli_0015_pay_0009,cli_0015_inv_0009,2026-02-05,EUR,4674.33,upi,settled
cli_0015_pay_0010,cli_0015_inv_0010,2026-04-21,EUR,9294.66,bank_transfer,settled
cli_0015_pay_0011,cli_0015_inv_0011,2025-12-25,EUR,8678.88,bank_transfer,settled
cli_0015_pay_0012,cli_0015_inv_0012,2025-12-19,EUR,6581.04,bank_transfer,settled
cli_0015_pay_0013,cli_0015_inv_0013,2026-02-10,EUR,1830.77,card,settled
cli_0015_pay_0014,cli_0015_inv_0014,2026-04-02,EUR,5541.1,paypal,settled
cli_0015_pay_0016,cli_0015_inv_0016,2026-01-21,EUR,354.52,upi,settled
cli_0015_pay_0017,cli_0015_inv_0017,2025-12-27,EUR,8836.9,card,settled
cli_0015_pay_0019,cli_0015_inv_0019,2026-03-10,EUR,1802.16,bank_transfer,settled
cli_0015_pay_0021,cli_0015_inv_0021,2026-01-02,EUR,8227.46,upi,settled
cli_0015_pay_0022,cli_0015_inv_0022,2025-12-11,EUR,5955.56,bank_transfer,settled
cli_0015_pay_0023,cli_0015_inv_0023,2026-03-29,EUR,6069.87,upi,settled
cli_0015_pay_0025,cli_0015_inv_0025,2025-12-24,EUR,5640.33,upi,settled
cli_0015_pay_0026,cli_0015_inv_0026,2026-02-28,EUR,408.17,paypal,settled
cli_0015_pay_0029,cli_0015_inv_0029,2025-12-02,EUR,2493.61,upi,settled
cli_0015_pay_0030,cli_0015_inv_0030,2026-03-18,EUR,9241.77,paypal,settled
cli_0015_pay_0032,cli_0015_inv_0032,2026-03-30,EUR,3995.71,card,settled
cli_0015_pay_0034,cli_0015_inv_0034,2025-12-06,EUR,2746.12,bank_transfer,settled
cli_0015_pay_0035,cli_0015_inv_0035,2026-01-27,EUR,2293.31,card,settled
cli_0015_pay_0036,cli_0015_inv_0036,2025-12-21,EUR,11626.98,paypal,settled
cli_0015_pay_0038,cli_0015_inv_0038,2026-02-14,EUR,11056.08,card,settled
cli_0015_pay_0039,cli_0015_inv_0039,2026-02-03,EUR,9963.66,upi,settled
cli_0015_pay_0040,cli_0015_inv_0040,2026-04-04,EUR,5932.86,paypal,settled
cli_0015_pay_0042,cli_0015_inv_0042,2026-01-27,EUR,5779.62,upi,settled
cli_0015_pay_0045,cli_0015_inv_0045,2026-03-02,EUR,7524.63,card,settled
cli_0015_pay_0046,cli_0015_inv_0046,2026-04-23,EUR,8937.71,paypal,settled
cli_0015_pay_0047,cli_0015_inv_0047,2026-03-15,EUR,11039.55,paypal,settled
cli_0015_pay_0049,cli_0015_inv_0049,2025-11-28,EUR,10924.77,bank_transfer,settled
cli_0015_pay_0051,cli_0015_inv_0051,2025-12-31,EUR,5255.62,upi,settled
cli_0015_pay_0052,cli_0015_inv_0052,2026-03-04,EUR,2170.56,upi,settled
cli_0015_pay_0053,cli_0015_inv_0053,2026-01-26,EUR,9436.66,upi,settled
cli_0015_pay_0055,cli_0015_inv_0055,2026-01-10,EUR,3884.07,upi,settled
cli_0015_pay_0056,cli_0015_inv_0056,2026-02-01,EUR,7670.15,bank_transfer,settled
cli_0015_pay_0057,cli_0015_inv_0057,2026-01-30,EUR,8100.91,bank_transfer,settled
