date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,linkedin_ads,Signal Collective Launch,C,3102.8,3651545,81965,8605,0.0224,0.04,0.36,active
2026-02-24,google_ads,Signal Collective Offer,A,3200.06,7206499,473208,17946,0.0657,0.01,0.18,paused
2026-02-24,referral,Signal Collective Offer,A,3179.34,4815942,260962,19466,0.0542,0.01,0.16,active
2026-02-24,direct,Signal Collective Offer,C,2967.1,5029619,224882,25994,0.0447,0.01,0.11,active
2026-02-25,linkedin_ads,Signal Collective Retargeting,C,1714.96,2074401,94887,8892,0.0457,0.02,0.19,active
2026-02-25,google_ads,Signal Collective Prospecting,A,3682.71,9148150,398071,42178,0.0435,0.01,0.09,active
2026-02-25,referral,Signal Collective Retargeting,A,2129.37,5315241,340144,40458,0.064,0.01,0.05,active
2026-02-25,direct,Signal Collective Launch,B,2484.0,6102829,382358,12251,0.0627,0.01,0.2,active
2026-02-26,linkedin_ads,Signal Collective Offer,D,2910.46,7070897,199839,10117,0.0283,0.01,0.29,learning
2026-02-26,google_ads,Signal Collective Brand,C,3246.19,2785922,42461,4903,0.0152,0.08,0.66,learning
2026-02-26,referral,Signal Collective Retargeting,C,2814.45,5259933,275012,23010,0.0523,0.01,0.12,active
2026-02-26,direct,Signal Collective Launch,B,3191.08,6963774,161710,11719,0.0232,0.02,0.27,active
2026-02-27,linkedin_ads,Signal Collective Brand,A,2102.11,4692010,103362,8507,0.022,0.02,0.25,paused
2026-02-27,google_ads,Signal Collective Launch,C,2932.36,6701845,418240,8048,0.0624,0.01,0.36,learning
2026-02-27,referral,Signal Collective Retargeting,C,3303.94,4176697,146556,11331,0.0351,0.02,0.29,active
2026-02-27,direct,Signal Collective Retargeting,B,2067.03,3568424,245006,26843,0.0687,0.01,0.08,active
2026-02-28,linkedin_ads,Signal Collective Brand,B,3179.44,7470930,497293,28914,0.0666,0.01,0.11,learning
2026-02-28,google_ads,Signal Collective Launch,D,3894.51,7007004,185023,11092,0.0264,0.02,0.35,learning
2026-02-28,referral,Signal Collective Launch,A,2303.77,5225223,81859,3723,0.0157,0.03,0.62,active
2026-02-28,direct,Signal Collective Retargeting,C,2955.78,3353740,144346,6527,0.043,0.02,0.45,active
2026-03-01,linkedin_ads,Signal Collective Retargeting,B,2388.7,2982406,160839,14863,0.0539,0.01,0.16,learning
2026-03-01,google_ads,Signal Collective Brand,D,2348.88,5534780,232916,23588,0.0421,0.01,0.1,active
2026-03-01,referral,Signal Collective Launch,A,3465.61,6762600,340888,8021,0.0504,0.01,0.43,active
2026-03-01,direct,Signal Collective Retargeting,A,2817.21,4009011,61125,773,0.0152,0.05,3.64,active
2026-03-02,linkedin_ads,Signal Collective Offer,C,2982.84,6520172,193211,19611,0.0296,0.02,0.15,active
2026-03-02,google_ads,Signal Collective Offer,D,3780.0,6407545,279255,31330,0.0436,0.01,0.12,active
2026-03-02,referral,Signal Collective Launch,D,2293.24,3284770,118113,7126,0.036,0.02,0.32,active
2026-03-02,direct,Signal Collective Retargeting,C,3670.07,2951732,164112,1881,0.0556,0.02,1.95,learning
2026-03-03,linkedin_ads,Signal Collective Offer,C,2136.8,4565688,252967,6413,0.0554,0.01,0.33,paused
2026-03-03,google_ads,Signal Collective Offer,C,3038.13,2460799,51994,5339,0.0211,0.06,0.57,active
2026-03-03,referral,Signal Collective Launch,C,2172.79,2369123,52593,3569,0.0222,0.04,0.61,active
2026-03-03,direct,Signal Collective Retargeting,B,3240.56,7921135,520699,31106,0.0657,0.01,0.1,active
2026-03-04,linkedin_ads,Signal Collective Retargeting,D,3714.35,6536279,152531,14924,0.0233,0.02,0.25,paused
