date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,email,Pulse Finance Prospecting,A,2482.26,5842364,346785,11873,0.0594,0.01,0.21,active
2026-02-24,linkedin_ads,Pulse Finance Brand,A,1976.43,1710009,98733,4117,0.0577,0.02,0.48,learning
2026-02-24,tiktok_ads,Pulse Finance Retargeting,A,1255.89,2578441,55678,3563,0.0216,0.02,0.35,active
2026-02-24,google_ads,Pulse Finance Brand,A,1492.22,3234502,139915,7395,0.0433,0.01,0.2,learning
2026-02-24,direct,Pulse Finance Prospecting,B,1623.16,1678447,48663,1583,0.029,0.03,1.03,active
2026-02-25,email,Pulse Finance Prospecting,D,2312.41,5226574,320664,10146,0.0614,0.01,0.23,active
2026-02-25,linkedin_ads,Pulse Finance Retargeting,A,1708.14,3302330,206835,6337,0.0626,0.01,0.27,learning
2026-02-25,tiktok_ads,Pulse Finance Launch,C,2211.12,3670686,37802,1199,0.0103,0.06,1.84,active
2026-02-25,google_ads,Pulse Finance Retargeting,B,1977.25,4782132,184946,21867,0.0387,0.01,0.09,active
2026-02-25,direct,Pulse Finance Retargeting,B,1717.81,2639244,149363,7793,0.0566,0.01,0.22,active
2026-02-26,email,Pulse Finance Prospecting,A,2343.03,5352408,117746,6763,0.022,0.02,0.35,paused
2026-02-26,linkedin_ads,Pulse Finance Launch,B,1426.28,3118644,59173,3941,0.019,0.02,0.36,active
2026-02-26,tiktok_ads,Pulse Finance Prospecting,C,1681.73,3024307,98467,6140,0.0326,0.02,0.27,limited
2026-02-26,google_ads,Pulse Finance Offer,B,1430.79,1619929,35361,3859,0.0218,0.04,0.37,active
2026-02-26,direct,Pulse Finance Brand,C,1779.5,2383709,130600,11682,0.0548,0.01,0.15,learning
2026-02-27,email,Pulse Finance Brand,B,2115.2,2448937,152527,1592,0.0623,0.01,1.33,paused
2026-02-27,linkedin_ads,Pulse Finance Launch,A,2026.88,2955204,33354,1652,0.0113,0.06,1.23,limited
2026-02-27,tiktok_ads,Pulse Finance Prospecting,D,1960.36,3571230,94865,4803,0.0266,0.02,0.41,learning
2026-02-27,google_ads,Pulse Finance Brand,B,1723.3,3726283,90129,7859,0.0242,0.02,0.22,active
2026-02-27,direct,Pulse Finance Launch,A,2439.66,3505360,122138,14591,0.0348,0.02,0.17,active
2026-02-28,email,Pulse Finance Brand,A,1695.02,1806953,72639,1075,0.0402,0.02,1.58,paused
2026-02-28,linkedin_ads,Pulse Finance Prospecting,C,1690.45,4114987,46205,1460,0.0112,0.04,1.16,active
2026-02-28,tiktok_ads,Pulse Finance Brand,B,2193.33,2663307,72697,4944,0.0273,0.03,0.44,active
2026-02-28,google_ads,Pulse Finance Prospecting,A,2674.34,5977683,152072,16349,0.0254,0.02,0.16,active
2026-02-28,direct,Pulse Finance Retargeting,C,1890.0,3591488,222548,20088,0.062,0.01,0.09,paused
2026-03-01,email,Pulse Finance Launch,A,2138.9,4687991,87221,6605,0.0186,0.02,0.32,active
2026-03-01,linkedin_ads,Pulse Finance Retargeting,C,2549.46,2374290,136070,12010,0.0573,0.02,0.21,limited
2026-03-01,tiktok_ads,Pulse Finance Retargeting,B,2174.94,2980789,36277,3249,0.0122,0.06,0.67,limited
2026-03-01,google_ads,Pulse Finance Retargeting,A,1263.55,3031896,159386,7107,0.0526,0.01,0.18,limited
2026-03-01,direct,Pulse Finance Brand,D,2353.25,5757367,308760,7704,0.0536,0.01,0.31,active
2026-03-02,email,Pulse Finance Prospecting,B,2514.8,4743916,175750,8468,0.037,0.01,0.3,active
2026-03-02,linkedin_ads,Pulse Finance Offer,B,1752.24,3188938,98409,10342,0.0309,0.02,0.17,active
2026-03-02,tiktok_ads,Pulse Finance Launch,A,2282.91,3814695,90091,10782,0.0236,0.03,0.21,active
2026-03-02,google_ads,Pulse Finance Launch,D,1013.03,2423118,168050,14731,0.0694,0.01,0.07,active
2026-03-02,direct,Pulse Finance Brand,A,1531.54,3123379,47194,761,0.0151,0.03,2.01,active
2026-03-03,email,Pulse Finance Offer,B,1945.43,4294560,289669,10311,0.0675,0.01,0.19,active
2026-03-03,linkedin_ads,Pulse Finance Offer,C,2387.48,4807113,152347,17913,0.0317,0.02,0.13,paused
2026-03-03,tiktok_ads,Pulse Finance Prospecting,B,1864.05,4362473,78913,9466,0.0181,0.02,0.2,learning
2026-03-03,google_ads,Pulse Finance Launch,A,1642.42,4024232,40827,1855,0.0101,0.04,0.89,active
2026-03-03,direct,Pulse Finance Brand,A,2125.36,3978252,55675,2936,0.014,0.04,0.72,active
2026-03-04,email,Pulse Finance Prospecting,D,2812.5,2928635,154902,8083,0.0529,0.02,0.35,active
2026-03-04,linkedin_ads,Pulse Finance Brand,D,2222.03,1846596,48488,4210,0.0263,0.05,0.53,active
2026-03-04,tiktok_ads,Pulse Finance Launch,D,2546.95,3847685,201442,4985,0.0524,0.01,0.51,active
2026-03-04,google_ads,Pulse Finance Retargeting,C,2524.04,6019334,414657,21113,0.0689,0.01,0.12,active
