date,channel,campaign_name,ad_set_or_group,spend,impressions,clicks,conversions,ctr,cpc,cpa,status
2026-02-24,referral,North Studio Retargeting,A,448.24,651954,40892,4774,0.0627,0.01,0.09,paused
2026-02-24,email,North Studio Launch,D,528.77,1223638,20621,694,0.0169,0.03,0.76,active
2026-02-24,google_ads,North Studio Offer,B,263.7,386101,8330,831,0.0216,0.03,0.32,paused
2026-02-24,linkedin_ads,North Studio Retargeting,B,309.32,605869,35369,1534,0.0584,0.01,0.2,active
2026-02-24,direct,North Studio Launch,C,287.33,698398,41281,3994,0.0591,0.01,0.07,active
2026-02-25,referral,North Studio Retargeting,C,278.78,654900,41082,3770,0.0627,0.01,0.07,active
2026-02-25,email,North Studio Launch,C,335.63,478563,13941,502,0.0291,0.02,0.67,active
2026-02-25,google_ads,North Studio Brand,D,479.53,862175,37546,3382,0.0435,0.01,0.14,active
2026-02-25,linkedin_ads,North Studio Offer,D,381.7,829234,16054,669,0.0194,0.02,0.57,active
2026-02-25,direct,North Studio Prospecting,A,506.08,944661,63464,942,0.0672,0.01,0.54,active
2026-02-26,referral,North Studio Prospecting,B,453.67,1026462,66845,5246,0.0651,0.01,0.09,active
2026-02-26,email,North Studio Brand,B,346.13,283095,15195,1602,0.0537,0.02,0.22,paused
2026-02-26,google_ads,North Studio Launch,C,559.51,687415,42241,2458,0.0614,0.01,0.23,paused
2026-02-26,linkedin_ads,North Studio Prospecting,C,475.44,803289,16810,1296,0.0209,0.03,0.37,active
2026-02-26,direct,North Studio Retargeting,D,523.59,585543,30553,1401,0.0522,0.02,0.37,active
2026-02-27,referral,North Studio Retargeting,B,562.04,626963,9339,557,0.0149,0.06,1.01,active
2026-02-27,email,North Studio Prospecting,C,304.81,667773,12983,878,0.0194,0.02,0.35,active
2026-02-27,google_ads,North Studio Retargeting,A,254.63,251619,8541,106,0.0339,0.03,2.4,learning
2026-02-27,linkedin_ads,North Studio Prospecting,A,365.94,571580,14906,1712,0.0261,0.02,0.21,active
2026-02-27,direct,North Studio Retargeting,A,360.5,365019,3703,309,0.0101,0.1,1.17,active
2026-02-28,referral,North Studio Brand,C,243.9,340924,11505,1356,0.0337,0.02,0.18,active
2026-02-28,email,North Studio Retargeting,D,281.95,667821,26866,419,0.0402,0.01,0.67,active
2026-02-28,google_ads,North Studio Brand,C,482.71,967228,53965,1585,0.0558,0.01,0.3,paused
2026-02-28,linkedin_ads,North Studio Offer,C,413.48,781144,11911,251,0.0152,0.03,1.65,active
2026-02-28,direct,North Studio Retargeting,C,462.53,686360,36745,368,0.0535,0.01,1.26,active
2026-03-01,referral,North Studio Brand,A,401.43,589339,41149,4729,0.0698,0.01,0.08,learning
2026-03-01,email,North Studio Prospecting,C,480.65,968064,12710,1036,0.0131,0.04,0.46,learning
2026-03-01,google_ads,North Studio Prospecting,D,400.08,356035,16663,578,0.0468,0.02,0.69,learning
2026-03-01,linkedin_ads,North Studio Offer,B,472.63,457048,30644,2738,0.067,0.02,0.17,learning
2026-03-01,direct,North Studio Retargeting,A,372.2,766545,50823,1288,0.0663,0.01,0.29,paused
2026-03-02,referral,North Studio Launch,A,431.77,415959,11816,1408,0.0284,0.04,0.31,paused
2026-03-02,email,North Studio Brand,A,455.47,813481,55203,917,0.0679,0.01,0.5,active
2026-03-02,google_ads,North Studio Brand,D,461.59,786056,26959,2376,0.0343,0.02,0.19,active
2026-03-02,linkedin_ads,North Studio Brand,D,356.5,763469,26783,2151,0.0351,0.01,0.17,limited
2026-03-02,direct,North Studio Retargeting,D,326.91,493652,23485,987,0.0476,0.01,0.33,paused
2026-03-03,referral,North Studio Retargeting,D,471.66,691104,7830,276,0.0113,0.06,1.71,active
2026-03-03,email,North Studio Brand,D,405.69,885287,33613,997,0.038,0.01,0.41,active
2026-03-03,google_ads,North Studio Offer,B,296.44,670576,27802,359,0.0415,0.01,0.83,active
2026-03-03,linkedin_ads,North Studio Offer,D,361.23,540956,34976,3709,0.0647,0.01,0.1,paused
2026-03-03,direct,North Studio Offer,A,312.34,780039,28500,1835,0.0365,0.01,0.17,paused
