session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0006_0_0,2026-02-24,49f4b2d05945,direct,desktop,UAE,/,494,0
s_cli_0006_0_1,2026-02-24,e3ee34c6220e,direct,desktop,India,/contact,1529,0
s_cli_0006_0_2,2026-02-24,1877a44b0bc1,referral,mobile,United States,/blog/guide,594,1
s_cli_0006_0_3,2026-02-24,91fa96dea64f,direct,mobile,Canada,/product,838,1
s_cli_0006_0_4,2026-02-24,75301fa4b286,organic,mobile,Australia,/blog/guide,569,1
s_cli_0006_0_5,2026-02-24,d1ea128828ba,google,desktop,Canada,/product,397,1
s_cli_0006_0_6,2026-02-24,49457c1a7758,meta,desktop,UAE,/product,436,1
s_cli_0006_0_7,2026-02-24,76026d429c34,meta,tablet,India,/blog/guide,186,1
s_cli_0006_0_8,2026-02-24,c7909d1fdffe,google,desktop,India,/blog/guide,978,0
s_cli_0006_0_9,2026-02-24,a009f41ac423,meta,desktop,United States,/pricing,523,1
s_cli_0006_0_10,2026-02-24,6ef4729861b0,direct,mobile,India,/blog/guide,305,0
s_cli_0006_0_11,2026-02-24,4207f0ca357d,google,desktop,Canada,/,1509,0
s_cli_0006_0_12,2026-02-24,597710c16e9c,direct,desktop,India,/blog/guide,690,1
s_cli_0006_0_13,2026-02-24,f21e6284f653,organic,desktop,Australia,/product,532,0
s_cli_0006_0_14,2026-02-24,8cf271a9250a,meta,mobile,UAE,/contact,415,0
s_cli_0006_0_15,2026-02-24,b5cc2d68bceb,meta,mobile,Australia,/product,364,0
s_cli_0006_0_16,2026-02-24,c273b1a7ec1e,meta,mobile,United Kingdom,/blog/guide,945,0
s_cli_0006_0_17,2026-02-24,028a3dbe070c,google,desktop,UAE,/pricing,960,0
s_cli_0006_0_18,2026-02-24,8a7cab23af5b,meta,mobile,India,/blog/guide,679,0
s_cli_0006_0_19,2026-02-24,dc203ec6e022,google,mobile,UAE,/product,1294,0
s_cli_0006_0_20,2026-02-24,b34dabbcbd4c,referral,desktop,United Kingdom,/blog/guide,1530,1
s_cli_0006_0_21,2026-02-24,f5997cc4ee8d,organic,mobile,United States,/contact,808,0
s_cli_0006_0_22,2026-02-24,b787b31d0c8a,direct,mobile,India,/pricing,172,0
s_cli_0006_0_23,2026-02-24,346d1f951175,organic,mobile,United States,/,1073,1
s_cli_0006_0_24,2026-02-24,5783d681edeb,google,desktop,United Kingdom,/,1451,1
s_cli_0006_0_25,2026-02-24,6b3706894cfe,google,tablet,United Kingdom,/product,633,1
s_cli_0006_0_26,2026-02-24,b003e7f2ee32,referral,mobile,United States,/blog/guide,339,1
s_cli_0006_0_27,2026-02-24,febcff1e5644,meta,mobile,United Kingdom,/blog/guide,1449,0
s_cli_0006_0_28,2026-02-24,2ad580b976d0,meta,mobile,Canada,/product,356,0
