order_id,created_at,customer_id,product,currency,amount,discount_pct,channel,status,payment_method
cli_0001_ord_00001,2026-02-03,075d5631e25b,annual subscription,USD,1900.36,0,linkedin_ads,paid,card
cli_0001_ord_00002,2026-01-11,db040f840f49,membership,USD,1820.41,0,meta_ads,paid,card
cli_0001_ord_00003,2025-10-29,c0151bf5f503,annual subscription,USD,1450.74,25,email,paid,bank_transfer
cli_0001_ord_00004,2025-12-11,7e66bdaa46f5,annual subscription,USD,382.76,0,linkedin_ads,paid,upi
cli_0001_ord_00005,2025-12-08,55b71796d95e,pro plan,USD,749.5,5,linkedin_ads,paid,wallet
cli_0001_ord_00006,2026-02-11,45fe4d947813,starter plan,USD,1568.98,0,meta_ads,paid,bank_transfer
cli_0001_ord_00007,2026-01-21,170bca0fe044,audit package,USD,2059.7,10,linkedin_ads,paid,paypal
cli_0001_ord_00008,2026-03-16,c73a8edb42f0,pro plan,USD,113.55,5,email,paid,wallet
cli_0001_ord_00009,2025-12-01,880a9ae2915d,starter plan,USD,234.84,0,linkedin_ads,paid,wallet
cli_0001_ord_00010,2026-03-14,5745480ac7df,audit package,USD,2041.78,10,linkedin_ads,paid,card
cli_0001_ord_00011,2026-03-09,ef5cfd6c7f83,pro plan,USD,885.93,15,linkedin_ads,paid,upi
cli_0001_ord_00012,2026-02-03,455749ec542a,audit package,USD,1203.63,5,meta_ads,paid,paypal
cli_0001_ord_00013,2026-02-08,90c73a64db8b,pro plan,USD,198.27,20,email,paid,upi
cli_0001_ord_00014,2026-04-06,e562e323954d,premium bundle,USD,281.4,5,linkedin_ads,paid,paypal
cli_0001_ord_00015,2025-11-15,7b9bd99b942a,premium bundle,USD,1035.98,0,email,paid,upi
cli_0001_ord_00016,2026-02-26,d55f043e03d7,starter plan,USD,1272.74,15,meta_ads,paid,upi
cli_0001_ord_00017,2026-03-19,c39b51aa5eb1,starter plan,USD,1118.5,5,meta_ads,paid,card
cli_0001_ord_00018,2026-03-18,b263f1ff3626,service retainer,USD,269.89,0,meta_ads,pending,bank_transfer
cli_0001_ord_00019,2025-11-29,7c5487806dfd,starter plan,USD,1640.46,10,meta_ads,paid,upi
cli_0001_ord_00020,2025-12-28,05facddbeb23,membership,USD,708.94,25,email,refunded,upi
cli_0001_ord_00021,2026-01-11,e134837e8668,audit package,USD,1928.63,10,meta_ads,paid,card
cli_0001_ord_00022,2026-04-23,53052c6e711e,annual subscription,USD,702.75,0,linkedin_ads,paid,wallet
cli_0001_ord_00023,2026-03-08,5f4c4f60f9cb,audit package,USD,225.6,0,email,paid,upi
cli_0001_ord_00024,2025-12-05,dd90cfc55f8d,premium bundle,USD,1198.96,25,linkedin_ads,paid,bank_transfer
cli_0001_ord_00025,2026-02-13,ff2c507128f8,starter plan,USD,1274.2,20,linkedin_ads,paid,card
cli_0001_ord_00026,2025-12-20,63a4dc30052c,starter plan,USD,793.31,5,email,paid,upi
cli_0001_ord_00027,2025-12-16,e9762d896c2a,pro plan,USD,778.71,20,linkedin_ads,paid,wallet
cli_0001_ord_00028,2026-01-23,8a789e1dc417,membership,USD,1009.45,15,email,paid,bank_transfer
cli_0001_ord_00029,2026-04-21,9a721b17fae3,premium bundle,USD,2373.26,5,email,paid,upi
cli_0001_ord_00030,2026-01-29,2026798cd8df,premium bundle,USD,1324.82,5,meta_ads,paid,card
cli_0001_ord_00031,2025-12-02,473a7a8ee1d0,service retainer,USD,738.53,20,linkedin_ads,paid,upi
cli_0001_ord_00032,2025-12-06,41ff5b8a913a,premium bundle,USD,682.59,25,linkedin_ads,paid,paypal
cli_0001_ord_00033,2025-12-22,54dc54892ff6,membership,USD,2436.65,10,linkedin_ads,paid,upi
cli_0001_ord_00034,2026-03-25,3f2cad96c021,pro plan,USD,357.53,0,linkedin_ads,paid,card
cli_0001_ord_00035,2026-04-13,82a15dff600f,service retainer,USD,2110.26,25,email,refunded,bank_transfer
cli_0001_ord_00036,2026-02-24,2b6df50755e4,pro plan,USD,1038.77,5,email,paid,upi
cli_0001_ord_00037,2026-04-04,1d2a3bae114c,membership,USD,1172.67,15,linkedin_ads,paid,upi
cli_0001_ord_00038,2026-03-04,6a1de016d0b2,service retainer,USD,808.0,10,email,pending,wallet
cli_0001_ord_00039,2025-12-28,20843f91664b,service retainer,USD,2050.2,10,linkedin_ads,paid,paypal
cli_0001_ord_00040,2025-12-20,88ff8311818e,membership,USD,1925.84,15,meta_ads,paid,upi
cli_0001_ord_00041,2026-04-19,99ca66455c9f,premium bundle,USD,979.92,15,email,refunded,paypal
cli_0001_ord_00042,2026-03-23,10dea365527c,pro plan,USD,1141.81,20,meta_ads,pending,bank_transfer
cli_0001_ord_00043,2026-01-13,57fc25e5a881,pro plan,USD,475.67,5,meta_ads,paid,upi
cli_0001_ord_00044,2026-01-08,0c630ce0c8fa,annual subscription,USD,1870.59,20,email,paid,bank_transfer
cli_0001_ord_00045,2026-01-30,7569758e7b01,annual subscription,USD,1496.57,10,email,paid,wallet
cli_0001_ord_00046,2026-02-14,e69d8f4dcdbb,pro plan,USD,2498.54,0,email,paid,card
cli_0001_ord_00047,2025-10-28,447ddb2d00aa,service retainer,USD,1031.09,20,linkedin_ads,pending,bank_transfer
cli_0001_ord_00048,2025-11-02,981ecf2e73a4,premium bundle,USD,1866.7,25,linkedin_ads,pending,wallet
cli_0001_ord_00049,2025-11-04,966dc40173c7,annual subscription,USD,2034.97,0,linkedin_ads,pending,wallet
cli_0001_ord_00050,2026-02-27,5d6e77f53581,starter plan,USD,946.49,20,linkedin_ads,paid,card
cli_0001_ord_00051,2026-03-29,f6f2fd762649,membership,USD,1182.7,10,email,paid,card
cli_0001_ord_00052,2026-04-02,c1ab2a52ff9a,audit package,USD,1425.11,5,meta_ads,paid,paypal
cli_0001_ord_00053,2025-12-17,52fc28cc7ead,starter plan,USD,1260.92,20,linkedin_ads,refunded,upi
cli_0001_ord_00054,2026-04-22,db5d8bc40618,service retainer,USD,1822.71,5,linkedin_ads,paid,upi
cli_0001_ord_00055,2025-12-03,4cee3429de5d,membership,USD,102.19,15,email,paid,bank_transfer
cli_0001_ord_00056,2025-11-08,76efd0a954da,service retainer,USD,2104.38,5,email,pending,wallet
cli_0001_ord_00057,2026-02-10,8037c3336ac6,service retainer,USD,2328.39,0,meta_ads,paid,wallet
cli_0001_ord_00058,2025-11-29,949da5977043,premium bundle,USD,2182.98,15,email,paid,bank_transfer
cli_0001_ord_00059,2026-01-08,ebb45e339c00,pro plan,USD,489.89,20,email,paid,card
cli_0001_ord_00060,2025-12-15,83b67b5dbc74,service retainer,USD,295.74,5,email,paid,paypal
cli_0001_ord_00061,2025-11-25,78448d94a4c6,starter plan,USD,1314.04,25,linkedin_ads,paid,card
cli_0001_ord_00062,2025-11-02,24de22f24f6f,service retainer,USD,212.6,25,email,paid,card
cli_0001_ord_00063,2025-12-19,c6a1ab9c960e,audit package,USD,1514.71,15,linkedin_ads,paid,card
