session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0018_0_0,2026-02-24,4d648a6c238c,meta,mobile,Australia,/,178,0
s_cli_0018_0_1,2026-02-24,af7b7d241d25,meta,desktop,Canada,/contact,1573,0
s_cli_0018_0_2,2026-02-24,69097c93bf8b,meta,mobile,India,/blog/guide,690,0
s_cli_0018_0_3,2026-02-24,9797ac7bde86,direct,mobile,Australia,/contact,401,0
s_cli_0018_0_4,2026-02-24,91e48714c6e6,meta,desktop,United States,/product,362,0
s_cli_0018_0_5,2026-02-24,010fdd53ac71,google,mobile,Australia,/contact,1137,0
s_cli_0018_0_6,2026-02-24,a145e1932996,meta,desktop,Canada,/,379,1
s_cli_0018_0_7,2026-02-24,826928d61625,google,desktop,Australia,/blog/guide,852,0
s_cli_0018_0_8,2026-02-24,b0fabe74721b,meta,desktop,Canada,/contact,177,1
s_cli_0018_0_9,2026-02-24,81c8bd5d9f2c,google,desktop,UAE,/product,254,0
s_cli_0018_0_10,2026-02-24,da2691511495,organic,mobile,United States,/,286,1
s_cli_0018_0_11,2026-02-24,b903b0490c65,meta,mobile,United States,/,340,1
s_cli_0018_0_12,2026-02-24,bcde30d0c7e7,google,mobile,United States,/product,207,0
s_cli_0018_0_13,2026-02-24,0cbd5014ee20,google,tablet,Canada,/product,1321,1
s_cli_0018_0_14,2026-02-24,154525004f47,referral,mobile,UAE,/pricing,347,0
s_cli_0018_0_15,2026-02-24,1badced3a833,direct,tablet,United States,/product,709,0
s_cli_0018_0_16,2026-02-24,1138f4121e07,google,desktop,United Kingdom,/product,81,0
s_cli_0018_0_17,2026-02-24,613cf100ca96,direct,desktop,United States,/contact,569,0
s_cli_0018_0_18,2026-02-24,4baef32019ce,google,mobile,United Kingdom,/,1121,1
s_cli_0018_0_19,2026-02-24,3b19932efdbc,google,mobile,Australia,/product,731,0
s_cli_0018_0_20,2026-02-24,6e09b887a891,google,desktop,Canada,/,1759,0
s_cli_0018_0_21,2026-02-24,e63f3a50f4af,meta,mobile,United States,/product,190,0
s_cli_0018_0_22,2026-02-24,d58abb8a8f08,direct,tablet,UAE,/pricing,264,0
s_cli_0018_0_23,2026-02-24,f8f314a35cd2,meta,desktop,United States,/contact,723,0
s_cli_0018_0_24,2026-02-24,0dbed341f462,direct,tablet,United Kingdom,/,1286,0
s_cli_0018_0_25,2026-02-24,2198f957bb5c,google,desktop,India,/product,1566,1
s_cli_0018_0_26,2026-02-24,b1b9f2a2e183,meta,mobile,UAE,/,1058,0
s_cli_0018_0_27,2026-02-24,a0ba2a33e5fa,google,mobile,United States,/blog/guide,43,1
s_cli_0018_0_28,2026-02-24,7f98c2298f34,direct,desktop,United Kingdom,/product,1221,1
s_cli_0018_0_29,2026-02-24,34ca64665558,direct,mobile,India,/product,258,0
s_cli_0018_0_30,2026-02-24,d93d5bded9e8,google,desktop,Australia,/,1286,1
s_cli_0018_0_31,2026-02-24,913062a7d418,meta,tablet,United Kingdom,/contact,1264,0
s_cli_0018_0_32,2026-02-24,6960bbfb2f9a,google,mobile,United States,/,610,0
s_cli_0018_0_33,2026-02-24,5a6f1daa6a56,google,desktop,Canada,/product,1074,0
s_cli_0018_0_34,2026-02-24,90c9801af991,meta,desktop,United States,/contact,1362,0
s_cli_0018_0_35,2026-02-24,c2c058ad5b6b,meta,tablet,Canada,/contact,1578,0
s_cli_0018_0_36,2026-02-24,96f556910b91,direct,mobile,UAE,/contact,1240,0
s_cli_0018_0_37,2026-02-24,641b8c41e539,organic,tablet,United Kingdom,/product,509,0
s_cli_0018_0_38,2026-02-24,819ae8d1f6d4,meta,tablet,United States,/contact,597,0
s_cli_0018_0_39,2026-02-24,aff66f072a25,meta,tablet,United States,/product,1512,0
s_cli_0018_0_40,2026-02-24,839e76434792,meta,mobile,UAE,/product,255,0
s_cli_0018_0_41,2026-02-24,63a752caf806,organic,desktop,UAE,/blog/guide,1294,1
s_cli_0018_0_42,2026-02-24,165624e9a8d7,meta,mobile,United Kingdom,/,1009,1
s_cli_0018_0_43,2026-02-24,5cf061137a87,meta,mobile,India,/product,881,0
s_cli_0018_0_44,2026-02-24,1fd1063e4902,meta,mobile,UAE,/,83,0
s_cli_0018_0_45,2026-02-24,dfadc7d3e0bb,meta,mobile,UAE,/product,1111,1
