session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0017_0_0,2026-02-24,de32e865d476,google,tablet,United States,/blog/guide,1022,0
s_cli_0017_0_1,2026-02-24,e1527afd6daa,referral,mobile,Canada,/product,1623,0
s_cli_0017_0_2,2026-02-24,fba0c0fdebb1,direct,mobile,United Kingdom,/blog/guide,527,0
s_cli_0017_0_3,2026-02-24,c2fd2893faf3,organic,mobile,Australia,/pricing,454,0
s_cli_0017_0_4,2026-02-24,c89595da2aa9,organic,mobile,India,/contact,320,0
s_cli_0017_0_5,2026-02-24,059b0411c0c6,meta,desktop,UAE,/contact,873,1
s_cli_0017_0_6,2026-02-24,ca730fea033b,meta,desktop,United Kingdom,/blog/guide,515,1
s_cli_0017_0_7,2026-02-24,ca005c4c6d0a,direct,tablet,United States,/,823,0
s_cli_0017_0_8,2026-02-24,abd6ea3b3a50,google,mobile,UAE,/,930,1
s_cli_0017_0_9,2026-02-24,2c811145fc88,organic,mobile,UAE,/,717,1
s_cli_0017_0_10,2026-02-24,3e8a7c140c15,organic,tablet,Australia,/blog/guide,871,1
s_cli_0017_0_11,2026-02-24,e60e50597472,meta,mobile,United States,/product,460,1
s_cli_0017_0_12,2026-02-24,1520c646a494,google,mobile,UAE,/,470,0
s_cli_0017_0_13,2026-02-24,48a2f07c68f9,meta,mobile,United States,/contact,1507,1
s_cli_0017_0_14,2026-02-24,856a2e415e05,google,desktop,Australia,/pricing,386,0
s_cli_0017_0_15,2026-02-24,0d7c868777c3,direct,mobile,United Kingdom,/pricing,280,0
s_cli_0017_0_16,2026-02-24,d2ca62659a84,organic,mobile,Canada,/pricing,248,0
s_cli_0017_0_17,2026-02-24,d73a06b9d00d,direct,mobile,Canada,/,795,0
s_cli_0017_0_18,2026-02-24,f2c453d85a29,google,desktop,United States,/contact,349,0
s_cli_0017_0_19,2026-02-24,fb21aa13af66,google,mobile,United States,/,1013,0
s_cli_0017_0_20,2026-02-24,fac61e707d04,referral,tablet,Australia,/product,642,0
s_cli_0017_0_21,2026-02-24,8b8afe646743,direct,desktop,India,/pricing,1767,0
s_cli_0017_0_22,2026-02-24,fb9611f20db7,organic,desktop,Australia,/,511,0
s_cli_0017_0_23,2026-02-24,c9f03c0dd43c,organic,desktop,United Kingdom,/,688,1
s_cli_0017_0_24,2026-02-24,0bf0347809b7,referral,desktop,India,/,827,0
s_cli_0017_0_25,2026-02-24,c036cb5939a2,organic,mobile,United States,/blog/guide,269,0
s_cli_0017_0_26,2026-02-24,14594d02f7f2,meta,tablet,Australia,/product,1743,0
s_cli_0017_0_27,2026-02-24,8af25101212d,meta,mobile,United Kingdom,/,354,0
s_cli_0017_0_28,2026-02-24,422d5219ca0e,organic,tablet,Australia,/contact,604,0
s_cli_0017_0_29,2026-02-24,7c0c2fcf227f,organic,mobile,United Kingdom,/,276,1
