session_id,date,user_id,source,device,country,landing_page,duration_seconds,converted
s_cli_0011_0_0,2026-02-24,f4bbae371791,referral,mobile,United States,/pricing,1155,0
s_cli_0011_0_1,2026-02-24,1f9c6e40e1f8,referral,mobile,UAE,/,977,1
s_cli_0011_0_2,2026-02-24,fa20e87b37c5,organic,desktop,Canada,/,919,0
s_cli_0011_0_3,2026-02-24,3d030291b2af,google,desktop,UAE,/product,742,0
s_cli_0011_0_4,2026-02-24,4863cea41ef9,organic,tablet,India,/pricing,1471,0
s_cli_0011_0_5,2026-02-24,4d2ba531790c,direct,tablet,India,/blog/guide,983,0
s_cli_0011_0_6,2026-02-24,837d5f35701f,direct,mobile,UAE,/blog/guide,601,0
s_cli_0011_0_7,2026-02-24,ad32b949f3b2,organic,mobile,United Kingdom,/contact,256,1
s_cli_0011_0_8,2026-02-24,944df9197212,direct,tablet,UAE,/contact,143,0
s_cli_0011_0_9,2026-02-24,4a9a6d35a331,google,desktop,Australia,/,1664,1
s_cli_0011_0_10,2026-02-24,96de8a1a7a0d,organic,desktop,UAE,/contact,1253,0
s_cli_0011_0_11,2026-02-24,a0d207f27653,meta,desktop,United States,/blog/guide,160,0
s_cli_0011_0_12,2026-02-24,8a7ce3b09a28,google,mobile,UAE,/blog/guide,575,1
s_cli_0011_0_13,2026-02-24,57ed6041be3f,meta,desktop,Canada,/contact,158,0
s_cli_0011_0_14,2026-02-24,c089ee3a01f8,google,mobile,Australia,/,131,0
s_cli_0011_0_15,2026-02-24,718570648b2b,meta,tablet,Canada,/pricing,1732,0
s_cli_0011_0_16,2026-02-24,bc6e9b92c8f2,google,mobile,Canada,/blog/guide,1481,0
s_cli_0011_0_17,2026-02-24,2113bb0bd5e9,meta,desktop,United Kingdom,/,1076,1
s_cli_0011_0_18,2026-02-24,5145a9b6af85,organic,desktop,Canada,/pricing,299,1
s_cli_0011_0_19,2026-02-24,5a7e960953ad,direct,mobile,United States,/blog/guide,1192,0
s_cli_0011_0_20,2026-02-24,69c579b72b57,organic,desktop,UAE,/contact,1535,0
s_cli_0011_0_21,2026-02-24,3c8ba09019b1,google,desktop,United Kingdom,/blog/guide,1521,0
s_cli_0011_0_22,2026-02-24,ade53150a672,organic,mobile,United States,/pricing,472,0
s_cli_0011_0_23,2026-02-24,9d5819cf24c9,referral,desktop,Canada,/pricing,149,0
s_cli_0011_0_24,2026-02-24,b6e5baa86237,organic,desktop,UAE,/contact,1358,0
s_cli_0011_0_25,2026-02-24,68cd0d812ea3,direct,desktop,Australia,/,573,0
s_cli_0011_0_26,2026-02-24,d28a33cd7665,direct,tablet,United Kingdom,/pricing,542,1
s_cli_0011_0_27,2026-02-24,ef9b2fc9a71f,direct,mobile,United Kingdom,/blog/guide,530,0
s_cli_0011_0_28,2026-02-24,e28f2cb564b0,meta,mobile,India,/,1024,1
s_cli_0011_0_29,2026-02-24,8acb766042e5,organic,desktop,India,/pricing,1368,0
s_cli_0011_0_30,2026-02-24,a4ae559fb57c,meta,mobile,UAE,/blog/guide,688,0
s_cli_0011_0_31,2026-02-24,07eb731b8ce3,referral,mobile,Canada,/,1523,1
s_cli_0011_0_32,2026-02-24,9a18bfbecfd5,direct,desktop,UAE,/blog/guide,872,0
s_cli_0011_0_33,2026-02-24,bb11715b5e06,referral,mobile,United States,/pricing,1718,0
s_cli_0011_0_34,2026-02-24,d138ed0b374a,direct,mobile,Canada,/contact,456,0
